fact_id,relation,position,layer,within_fact_similarity,same_relation_similarity,invariance_gap
capital:1,capital,subject,13,0.991890678803126,0.9522506276314909,0.03964005117163505
capital:1,capital,subject,14,0.9855262736479441,0.9472896175628359,0.03823665608510818
capital:1,capital,subject,15,0.983485589424769,0.9264774562960322,0.05700813312873687
capital:1,capital,subject,16,0.9861953457196554,0.9490628127347339,0.037132532984921474
capital:1,capital,subject,17,0.8964559733867645,0.6939683489670808,0.2024876244196837
capital:1,capital,preanswer,0,0.8728721737861633,0.9039416228505698,-0.03106944906440645
capital:1,capital,preanswer,1,0.9858300089836121,0.9891071424565532,-0.0032771334729411183
capital:1,capital,preanswer,2,0.9787092407544454,0.9836796600032937,-0.0049704192488482235
capital:1,capital,preanswer,3,0.9385712345441183,0.9532807289876721,-0.01470949444355385
capital:1,capital,preanswer,4,0.9465845028559366,0.9576177641072057,-0.011033261251269022
capital:1,capital,preanswer,5,0.9597636759281158,0.9693868874826215,-0.009623211554505628
capital:1,capital,preanswer,6,0.9713249504566193,0.9783284738659859,-0.007003523409366608
capital:1,capital,preanswer,7,0.982962836821874,0.9872019368816506,-0.004239100059776568
capital:1,capital,preanswer,8,0.9809326926867167,0.985354963012717,-0.004422270326000288
capital:1,capital,preanswer,9,0.9741904536883036,0.9802093187516386,-0.006018865063335044
capital:1,capital,preanswer,10,0.982161819934845,0.9863033006814393,-0.004141480746594373
capital:1,capital,preanswer,11,0.9474257429440817,0.9593517763370817,-0.011926033393000024
capital:1,capital,preanswer,12,0.9451379279295603,0.8028539358214899,0.1422839921080704
capital:1,capital,preanswer,13,0.9579660395781199,0.9162594896148551,0.04170654996326473
capital:1,capital,preanswer,14,0.9646284580230713,0.936651103537191,0.027977354485880235
capital:1,capital,preanswer,15,0.9555885394414266,0.9031670313667167,0.05242150807470991
capital:1,capital,preanswer,16,0.9667105873425802,0.9388271549885924,0.027883432353987825
capital:1,capital,preanswer,17,0.7843885322411855,0.6943525909022852,0.09003594133890036
capital:2,capital,subject,0,0.998966912428538,0.8794764834032818,0.1194904290252562
capital:2,capital,subject,1,0.9998652835687002,0.9942517334764654,0.0056135500922347426
capital:2,capital,subject,2,0.9997970461845398,0.9869594929570501,0.012837553227489695
capital:2,capital,subject,3,0.9999131063620249,0.93144095282663,0.06847215353539493
capital:2,capital,subject,4,0.9994007547696432,0.9303104308518496,0.06909032391779357
capital:2,capital,subject,5,0.9997768302758535,0.9759124954315749,0.023864334844278634
capital:2,capital,subject,6,0.9993471503257751,0.9763630178164352,0.02298413250933995
capital:2,capital,subject,7,0.9989956219991049,0.9849852421744303,0.014010379824674568
capital:2,capital,subject,8,0.9985020260016123,0.9885076372460886,0.00999438875552372
capital:2,capital,subject,9,0.9984237353006998,0.9904900240627202,0.00793371123797959
capital:2,capital,subject,10,0.9978358646233877,0.9917665919796987,0.00606927264368895
capital:2,capital,subject,11,0.9861903687318166,0.965913416648453,0.020276952083363664
capital:2,capital,subject,12,0.9864027003447214,0.9182513271543112,0.0681513731904102
capital:2,capital,subject,13,0.9901652932167053,0.9531743560325016,0.036990937184203765
capital:2,capital,subject,14,0.983652134736379,0.9482038044794039,0.035448330256975136
capital:2,capital,subject,15,0.9814010858535767,0.9252887452867898,0.05611234056678682
capital:2,capital,subject,16,0.9838685790697733,0.9464084390889514,0.03746013998082187
capital:2,capital,subject,17,0.8769950767358144,0.6766928369179368,0.20030223981787765
capital:2,capital,preanswer,0,0.8689456681410471,0.9025852805511518,-0.03363961241010471
capital:2,capital,preanswer,1,0.9854908883571625,0.9890088032592427,-0.003517914902080199
capital:2,capital,preanswer,2,0.977492113908132,0.9832999624989249,-0.0058078485907929744
capital:2,capital,preanswer,3,0.9366920391718546,0.9526490460742604,-0.015957006902405757
capital:2,capital,preanswer,4,0.9385072290897369,0.9548932161520828,-0.01638598706234584
capital:2,capital,preanswer,5,0.9591837724049886,0.9692227664318952,-0.010038994026906556
capital:2,capital,preanswer,6,0.9702581067879995,0.9779662760821256,-0.007708169294126099
capital:2,capital,preanswer,7,0.9829165736834208,0.9871950772675601,-0.0042785035841392816
capital:2,capital,preanswer,8,0.9800251026948293,0.9850392128256235,-0.005014110130794114
capital:2,capital,preanswer,9,0.973434567451477,0.9799929806454615,-0.006558413193984425
capital:2,capital,preanswer,10,0.982111910978953,0.9863292280245911,-0.004217317045638103
capital:2,capital,preanswer,11,0.9472038348515829,0.9595815295522864,-0.01237769470070349
capital:2,capital,preanswer,12,0.9399226506551107,0.7998310882936824,0.14009156236142828
capital:2,capital,preanswer,13,0.9531228045622507,0.9122528416866605,0.04086996287559019
capital:2,capital,preanswer,14,0.9614733556906382,0.9332279860973358,0.028245369593302372
capital:2,capital,preanswer,15,0.9506794611612955,0.8935960341583599,0.05708342700293567
capital:2,capital,preanswer,16,0.961361825466156,0.9312698245048523,0.03009200096130371
capital:2,capital,preanswer,17,0.7454741994539896,0.668624631721865,0.07684956773212459
capital:3,capital,subject,0,0.9970143934090933,0.8130416392602704,0.18397275414882286
capital:3,capital,subject,1,0.999830941359202,0.993401691656221,0.006429249702980977
capital:3,capital,subject,2,0.9995800455411276,0.9842800995842977,0.015299945956829819
capital:3,capital,subject,3,0.9997639159361521,0.9208124699917707,0.07895144594438142
capital:3,capital,subject,4,0.999337355295817,0.9230669824914499,0.0762703728043671
capital:3,capital,subject,5,0.9996360937754313,0.9733314459974115,0.026304647778019774
capital:3,capital,subject,6,0.999440481265386,0.973340567201376,0.02609991406401002
capital:3,capital,subject,7,0.9990593393643697,0.9836577928879044,0.0154015464764653
capital:3,capital,subject,8,0.9988273282845815,0.9866802489215677,0.012147079363013846
capital:3,capital,subject,9,0.9987651705741882,0.9895255298099734,0.009239640764214796
capital:3,capital,subject,10,0.9984151323636373,0.9908841367472302,0.007530995616407132
capital:3,capital,subject,11,0.9881322979927063,0.9556302082809535,0.032502089711752835
capital:3,capital,subject,12,0.988535741964976,0.9027574130079963,0.08577832895697968
capital:3,capital,subject,13,0.9909776449203491,0.9433534230020914,0.04762422191825777
capital:3,capital,subject,14,0.9851968089739481,0.9378804168240591,0.04731639214988903
capital:3,capital,subject,15,0.9836642543474833,0.903627897189422,0.08003635715806123
capital:3,capital,subject,16,0.9859321614106497,0.9330400096421892,0.052892151768460405
capital:3,capital,subject,17,0.9057371218999227,0.6282094292004,0.2775276926995227
capital:3,capital,preanswer,0,0.8757802645365397,0.9048826139081608,-0.02910234937162115
capital:3,capital,preanswer,1,0.9851048489411672,0.9888644787398252,-0.0037596297986579597
capital:3,capital,preanswer,2,0.9781337678432465,0.9835068786686118,-0.00537311082536529
capital:3,capital,preanswer,3,0.9375487963358561,0.9529197849333286,-0.015370988597472546
capital:3,capital,preanswer,4,0.9414807856082916,0.9558683701536872,-0.01438758454539557
capital:3,capital,preanswer,5,0.9609209398428599,0.9697454917159948,-0.008824551873134912
capital:3,capital,preanswer,6,0.9729324479897817,0.9786141938106581,-0.005681745820876327
capital:3,capital,preanswer,7,0.9832585453987122,0.9872796931727366,-0.004021147774024403
capital:3,capital,preanswer,8,0.9803539017836252,0.9851215366612781,-0.00476763487765286
capital:3,capital,preanswer,9,0.9737276037534078,0.9799575213004242,-0.006229917547016406
capital:3,capital,preanswer,10,0.9823554952939352,0.986103964122859,-0.0037484688289237678
capital:3,capital,preanswer,11,0.9467206299304962,0.9578044824302197,-0.011083852499723434
capital:3,capital,preanswer,12,0.9458458026250204,0.804867880588228,0.14097792203679238
capital:3,capital,preanswer,13,0.9595578412214915,0.9167735644362189,0.042784276785272524
capital:3,capital,preanswer,14,0.9644071757793427,0.9362486770207231,0.028158498758619532
capital:3,capital,preanswer,15,0.9539954463640848,0.8976264802569692,0.056368966107115615
capital:3,capital,preanswer,16,0.9641474386056265,0.9348492693494667,0.0292981692561598
capital:3,capital,preanswer,17,0.7744710246721903,0.6830109371380373,0.09146008753415302
capital:4,capital,subject,0,0.9989317953586578,0.8787033459679647,0.1202284493906931
capital:4,capital,subject,1,0.999904861052831,0.9950142573903907,0.004890603662440318
capital:4,capital,subject,2,0.99982217947642,0.9880499890582128,0.011772190418207207
capital:4,capital,subject,3,0.9999160567919413,0.9231347424740141,0.07678131431792723
capital:4,capital,subject,4,0.9992965360482534,0.9223832024092024,0.07691333363905106
capital:4,capital,subject,5,0.9998244345188141,0.9734652049162171,0.026359229602596956
capital:4,capital,subject,6,0.9994426667690277,0.9742679335176945,0.025174733251333237
capital:4,capital,subject,7,0.998516857624054,0.9842891743914648,0.014227683232589161
capital:4,capital,subject,8,0.9984587728977203,0.9878306564959612,0.010628116401759091
capital:4,capital,subject,9,0.9983840684096018,0.9898557358167388,0.008528332592863008
capital:4,capital,subject,10,0.9980530738830566,0.9914951825683768,0.006557891314679876
capital:4,capital,subject,11,0.9882345696290334,0.9624100635674867,0.025824506061546737
capital:4,capital,subject,12,0.9886788427829742,0.9111250842159445,0.07755375856702973
capital:4,capital,subject,13,0.9910167654355367,0.9500062543560158,0.04101051107952092
capital:4,capital,subject,14,0.9841594398021698,0.9448238492689349,0.03933559053323488
capital:4,capital,subject,15,0.9823020994663239,0.9189503121782433,0.06335178728808055
capital:4,capital,subject,16,0.9852001170317332,0.9442003152587197,0.04099980177301343
capital:4,capital,subject,17,0.8909807999928793,0.6774912331761285,0.2134895668167508
capital:4,capital,preanswer,0,0.8702106277147929,0.9030247747220776,-0.0328141470072848
capital:4,capital,preanswer,1,0.9853804111480713,0.9889777627858248,-0.003597351637753543
capital:4,capital,preanswer,2,0.9778725802898407,0.9834309084848925,-0.005558328195051754
capital:4,capital,preanswer,3,0.9371474087238312,0.9528070349584926,-0.01565962623466144
capital:4,capital,preanswer,4,0.937443604071935,0.9544544785537503,-0.017010874481815264
capital:4,capital,preanswer,5,0.9589337209860483,0.9691251743246209,-0.01019145333857252
capital:4,capital,preanswer,6,0.9701587657133738,0.9778854545544494,-0.007726688841075635
capital:4,capital,preanswer,7,0.9829868872960409,0.9872040230442177,-0.004217135748176837
capital:4,capital,preanswer,8,0.9796063105265299,0.9848855771124363,-0.005279266585906384
capital:4,capital,preanswer,9,0.9736857116222382,0.9800620217892256,-0.0063763101669874755
capital:4,capital,preanswer,10,0.9822659293810526,0.9863878607072614,-0.00412193132620875
capital:4,capital,preanswer,11,0.9471125304698944,0.9593784155493433,-0.012265885079448924
capital:4,capital,preanswer,12,0.947637289762497,0.7912524298510768,0.15638485991142015
capital:4,capital,preanswer,13,0.9589069286982218,0.914568311788819,0.04433861690940277
capital:4,capital,preanswer,14,0.9648598432540894,0.9345803003419529,0.030279542912136415
capital:4,capital,preanswer,15,0.9530756970246633,0.8961398750543594,0.05693582197030389
capital:4,capital,preanswer,16,0.9637095133463541,0.9345558394085277,0.02915367393782642
capital:4,capital,preanswer,17,0.7829069495201111,0.6914908481253819,0.09141610139472922
capital:5,capital,subject,0,0.999401330947876,0.48444622484120453,0.5149551061066715
capital:5,capital,subject,1,0.9999604721864065,0.9792358838021755,0.02072458838423097
capital:5,capital,subject,2,0.9996662636597952,0.9156670417975296,0.0839992218622656
capital:5,capital,subject,3,0.9998779793580373,0.8767502267252315,0.12312775263280584
capital:5,capital,subject,4,0.99982417623202,0.9114632901142944,0.08836088611772563
capital:5,capital,subject,5,0.9998463094234467,0.9594622901217504,0.04038401930169622
capital:5,capital,subject,6,0.9998323222001394,0.954715508967638,0.045116813232501385
capital:5,capital,subject,7,0.9998074571291605,0.9513345696032047,0.0484728875259558
capital:5,capital,subject,8,0.9997620383898417,0.9708412005142733,0.028920837875568428
capital:5,capital,subject,9,0.999768853187561,0.9736652292988517,0.02610362388870935
capital:5,capital,subject,10,0.9997264544169108,0.9773927175185897,0.022333736898321077
capital:5,capital,subject,11,0.9996293584505717,0.9218913387845863,0.07773801966598537
capital:5,capital,subject,12,0.9993384778499603,0.8296620981259779,0.16967637972398242
capital:5,capital,subject,13,0.9991346995035807,0.8564497466114435,0.14268495289213723
capital:5,capital,subject,14,0.9988213976224264,0.8405508436262608,0.15827055399616563
capital:5,capital,subject,15,0.9983211855093638,0.7830387106673284,0.21528247484203533
capital:5,capital,subject,16,0.9982464909553528,0.8485849106853659,0.14966158026998688
capital:5,capital,subject,17,0.989147553841273,0.15449758906933395,0.834649964771939
capital:5,capital,preanswer,0,0.8706924517949423,0.9029824107208035,-0.032289958925861284
capital:5,capital,preanswer,1,0.9845541020234426,0.9886636049910025,-0.004109502967559853
capital:5,capital,preanswer,2,0.9778339167435964,0.9833212142640894,-0.005487297520492929
capital:5,capital,preanswer,3,0.9379644989967346,0.9530416005714373,-0.015077101574702656
capital:5,capital,preanswer,4,0.9371118148167928,0.9540677239949052,-0.016955909178112405
capital:5,capital,preanswer,5,0.9545563757419586,0.9672393561764197,-0.012682980434461033
capital:5,capital,preanswer,6,0.971977174282074,0.9784291403537447,-0.006451966071670756
capital:5,capital,preanswer,7,0.9840703308582306,0.9874929331920363,-0.0034226023338057576
capital:5,capital,preanswer,8,0.9806021551291147,0.9850647026164965,-0.0044625474873817295
capital:5,capital,preanswer,9,0.9752962787946066,0.9802820746871558,-0.004985795892549216
capital:5,capital,preanswer,10,0.9829648931821188,0.9861680526625026,-0.003203159480383855
capital:5,capital,preanswer,11,0.9473757942517599,0.9579595161432569,-0.010583721891497033
capital:5,capital,preanswer,12,0.9407203495502472,0.8166534135287459,0.12406693602150132
capital:5,capital,preanswer,13,0.9599506358305613,0.9238268885422837,0.03612374728827761
capital:5,capital,preanswer,14,0.9608517090479533,0.9393573982471769,0.02149431080077635
capital:5,capital,preanswer,15,0.9483378330866495,0.9007996622134339,0.04753817087321566
capital:5,capital,preanswer,16,0.9636398752530416,0.9380607787858356,0.02557909646720602
capital:5,capital,preanswer,17,0.7532956600189209,0.6789298699322072,0.07436579008671373
capital:6,capital,subject,0,0.9975290099779764,0.8761131282557141,0.12141588172226236
capital:6,capital,subject,1,0.9998841981093088,0.9952199780805544,0.00466422002875444
capital:6,capital,subject,2,0.9998069206873575,0.9878666136752475,0.011940307012110019
capital:6,capital,subject,3,0.9998662273089091,0.9200868440622633,0.0797793832466458
capital:6,capital,subject,4,0.9991749425729116,0.9232060546902093,0.07596888788270229
capital:6,capital,subject,5,0.9997366666793823,0.9719516692513769,0.027784997428005442
capital:6,capital,subject,6,0.9993926684061686,0.9720443317835982,0.027348336622570413
capital:6,capital,subject,7,0.99839519460996,0.9839385734363035,0.014456621173656425
capital:6,capital,subject,8,0.9981541633605957,0.9876698076047681,0.010484355755827623
capital:6,capital,subject,9,0.9981166621049246,0.9896946502002802,0.008422011904644311
capital:6,capital,subject,10,0.9978356659412384,0.991591216488318,0.006244449452920353
capital:6,capital,subject,11,0.9880990485350291,0.9649489938535474,0.02315005468148168
capital:6,capital,subject,12,0.9852050344149271,0.9078256050971422,0.07737942931778496
capital:6,capital,subject,13,0.9888849258422852,0.9489898979663849,0.03989502787590027
capital:6,capital,subject,14,0.9814152320226034,0.9438990710133855,0.03751616100921784
capital:6,capital,subject,15,0.9791007538636526,0.9188208878040314,0.06027986605962121
capital:6,capital,subject,16,0.9826728701591492,0.9441223713484678,0.0385504988106814
capital:6,capital,subject,17,0.8919626176357269,0.6717203402553092,0.22024227738041768
capital:6,capital,preanswer,0,0.8733032544453939,0.9040892659263178,-0.03078601148092386
capital:6,capital,preanswer,1,0.9855634272098541,0.9890309924429114,-0.003467565233057246
capital:6,capital,preanswer,2,0.977787564198176,0.9834038906476714,-0.00561632644949539
capital:6,capital,preanswer,3,0.9367768665154775,0.9526778496801853,-0.015900983164707783
capital:6,capital,preanswer,4,0.9410066505273184,0.9557620876214721,-0.014755437094153723
capital:6,capital,preanswer,5,0.9589466253916422,0.9691621559587392,-0.010215530567097009
capital:6,capital,preanswer,6,0.9703584412733713,0.9780128750611435,-0.007654433787772197
capital:6,capital,preanswer,7,0.9833090603351593,0.9872923581437631,-0.003983297808603847
capital:6,capital,preanswer,8,0.9799584249655405,0.9850172634151849,-0.005058838449644387
capital:6,capital,preanswer,9,0.9733687043190002,0.9799346385354345,-0.006565934216434255
capital:6,capital,preanswer,10,0.9823688467343649,0.9864029650661078,-0.004034118331742942
capital:6,capital,preanswer,11,0.9495992362499237,0.9602843543345277,-0.01068511808460404
capital:6,capital,preanswer,12,0.946682870388031,0.7942662804641507,0.1524165899238803
capital:6,capital,preanswer,13,0.9601496358712515,0.9187952611934055,0.04135437467784597
capital:6,capital,preanswer,14,0.9661665062109629,0.9375895210965113,0.028576985114451614
capital:6,capital,preanswer,15,0.9558592140674591,0.8993219269270246,0.05653728714043449
capital:6,capital,preanswer,16,0.9664581418037415,0.9365742115134542,0.02988393029028724
capital:6,capital,preanswer,17,0.7792246242364248,0.6747487553141334,0.10447586892229144
capital:7,capital,subject,0,0.9997202754020691,0.8785917361012914,0.12112853930077772
capital:7,capital,subject,1,0.9999127089977264,0.9944520003416322,0.005460708656094271
capital:7,capital,subject,2,0.9998415311177572,0.9874834536828778,0.012358077434879378
capital:7,capital,subject,3,0.9999261001745859,0.92830430817875,0.07162179199583596
capital:7,capital,subject,4,0.9993496239185333,0.9301992736079476,0.0691503503105857
capital:7,capital,subject,5,0.999869684378306,0.975842110812664,0.024027573565642002
capital:7,capital,subject,6,0.9992795785268148,0.9767815311524001,0.022498047374414742
capital:7,capital,subject,7,0.9983439842859904,0.9845394624227827,0.013804521863207686
capital:7,capital,subject,8,0.9985261658827463,0.9884034933691676,0.01012267251357879
capital:7,capital,subject,9,0.9986225068569183,0.9906994202597574,0.0079230865971609
capital:7,capital,subject,10,0.9981631537278494,0.9920487325977195,0.006114421130129832
capital:7,capital,subject,11,0.9882203241189321,0.9637385982681405,0.02448172585079167
capital:7,capital,subject,12,0.9838936726252238,0.9025570167736574,0.08133665585156635
capital:7,capital,subject,13,0.9881160060564677,0.9423209770836614,0.045795028972806295
capital:7,capital,subject,14,0.9816871086756388,0.937303151935339,0.044383956740299824
capital:7,capital,subject,15,0.9816634257634481,0.9156835367056456,0.0659798890578025
capital:7,capital,subject,16,0.9846063256263733,0.9422232796522704,0.04238304597410292
capital:7,capital,subject,17,0.8685714900493622,0.6467305108142848,0.2218409792350774
capital:7,capital,preanswer,0,0.8715821405251821,0.9035075896165587,-0.03192544909137662
capital:7,capital,preanswer,1,0.9853828152020773,0.9888340312648903,-0.0034512160628130673
capital:7,capital,preanswer,2,0.9788288871447245,0.9836814315481619,-0.004852544403437409
capital:7,capital,preanswer,3,0.9371824363867441,0.9527877887541597,-0.01560535236741556
capital:7,capital,preanswer,4,0.9459772109985352,0.9573138464580883,-0.011336635459553102
capital:7,capital,preanswer,5,0.9604362448056539,0.9696169973097064,-0.00918075250405248
capital:7,capital,preanswer,6,0.9720233082771301,0.9785443270070986,-0.006521018729968464
capital:7,capital,preanswer,7,0.9832972288131714,0.9872880012474277,-0.003990772434256273
capital:7,capital,preanswer,8,0.9802611569563547,0.9850916398519819,-0.004830482895627153
capital:7,capital,preanswer,9,0.9733904699484507,0.9798993508924138,-0.006508880943963069
capital:7,capital,preanswer,10,0.9825230836868286,0.9863971316001632,-0.0038740479133345662
capital:7,capital,preanswer,11,0.94949671626091,0.9600278725000945,-0.010531156239184436
capital:7,capital,preanswer,12,0.9471994638442993,0.8007186912000179,0.1464807726442814
capital:7,capital,preanswer,13,0.960614949464798,0.909084615720944,0.05153033374385396
capital:7,capital,preanswer,14,0.9663729468981425,0.9307470582425594,0.03562588865558303
capital:7,capital,preanswer,15,0.9576342205206553,0.888976260681044,0.06865795983961132
capital:7,capital,preanswer,16,0.9684547086556753,0.9322336414320902,0.03622106722358509
capital:7,capital,preanswer,17,0.786288857460022,0.6649002956057136,0.12138856185430835
capital:8,capital,subject,0,0.9989176591237386,0.8391351606696844,0.15978249845405423
capital:8,capital,subject,1,0.9998693962891897,0.9938527362590487,0.006016660030141008
capital:8,capital,subject,2,0.9996969004472097,0.9858999458903616,0.013796954556848151
capital:8,capital,subject,3,0.9998543759187063,0.9238184886899862,0.07603588722872012
capital:8,capital,subject,4,0.9990126093228658,0.929447838189927,0.0695647711329388
capital:8,capital,subject,5,0.9996661146481832,0.9742571992630308,0.025408915385152442
capital:8,capital,subject,6,0.9994087616602579,0.9753719994967635,0.024036762163494485
capital:8,capital,subject,7,0.9987855752309164,0.9846461049535058,0.014139470277410582
capital:8,capital,subject,8,0.9985691010951996,0.9875837943770669,0.010985306718132692
capital:8,capital,subject,9,0.9980783859888712,0.9885012683543292,0.009577117634542054
capital:8,capital,subject,10,0.9975584546724955,0.9893205067650839,0.008237947907411614
capital:8,capital,subject,11,0.9856952826182047,0.9568054588003592,0.02888982381784555
capital:8,capital,subject,12,0.9830044408639272,0.9050676521252502,0.07793678873867704
capital:8,capital,subject,13,0.9880619843800863,0.946887960488146,0.04117402389194025
capital:8,capital,subject,14,0.980235755443573,0.940758993679827,0.03947676176374604
capital:8,capital,subject,15,0.9763042827447256,0.9161342717707157,0.06017001097400987
capital:8,capital,subject,16,0.9806980888048807,0.9423646222461354,0.038333466558745366
capital:8,capital,subject,17,0.8686024943987528,0.6472698901356622,0.22133260426309065
capital:8,capital,preanswer,0,0.8678678373495737,0.9021967497061599,-0.034328912356586194
capital:8,capital,preanswer,1,0.9858569701512655,0.9891077395189892,-0.003250769367723727
capital:8,capital,preanswer,2,0.9780884087085724,0.9834739677608013,-0.005385559052228928
capital:8,capital,preanswer,3,0.9349969327449799,0.9520462331446734,-0.017049300399693545
capital:8,capital,preanswer,4,0.9390638967355093,0.9550822102888064,-0.01601831355329708
capital:8,capital,preanswer,5,0.9567031065622965,0.9683798941021616,-0.011676787539865119
capital:8,capital,preanswer,6,0.9706913630167643,0.9781021828001196,-0.007410819783355338
capital:8,capital,preanswer,7,0.9837077359358469,0.9874574101784013,-0.003749674242554346
capital:8,capital,preanswer,8,0.9808609088261923,0.9852951602502302,-0.004434251424037972
capital:8,capital,preanswer,9,0.9743755261103312,0.9802190973000093,-0.005843571189678154
capital:8,capital,preanswer,10,0.9835587044556936,0.9866341257637198,-0.0030754213080261827
capital:8,capital,preanswer,11,0.9503015875816345,0.9592207846316424,-0.008919197050007877
capital:8,capital,preanswer,12,0.9496445755163828,0.8135653442957185,0.13607923122066434
capital:8,capital,preanswer,13,0.96331258614858,0.9176425510509447,0.04567003509763523
capital:8,capital,preanswer,14,0.9671989679336548,0.9358413436196067,0.031357624314048094
capital:8,capital,preanswer,15,0.9568542341391245,0.8977394341067835,0.05911480003234104
capital:8,capital,preanswer,16,0.9673722883065542,0.9352590787139806,0.03211320959257358
capital:8,capital,preanswer,17,0.7655002872149149,0.6651078614998948,0.10039242571502016
capital:9,capital,subject,0,0.9982010324796041,0.8698236827145923,0.1283773497650118
capital:9,capital,subject,1,0.9999102254708608,0.9950231997804209,0.004887025690439972
capital:9,capital,subject,2,0.9998014469941457,0.9868249090557749,0.012976537938370836
capital:9,capital,subject,3,0.9998267292976379,0.9279536134140058,0.0718731158836321
capital:9,capital,subject,4,0.9990708529949188,0.9297106025571172,0.06936025043780158
capital:9,capital,subject,5,0.9996402959028879,0.975204293362119,0.024436002540768942
capital:9,capital,subject,6,0.9991732935110728,0.9761491505937143,0.023024142917358437
capital:9,capital,subject,7,0.9985567331314087,0.9848081418736414,0.013748591257767284
capital:9,capital,subject,8,0.9982526501019796,0.9881434145976197,0.010109235504359937
capital:9,capital,subject,9,0.9982884128888448,0.9903676228767092,0.007920790012135637
capital:9,capital,subject,10,0.9978142579396566,0.9915954297916456,0.006218828148011002
capital:9,capital,subject,11,0.9887043436368307,0.9649124291132797,0.023791914523551005
capital:9,capital,subject,12,0.986317922671636,0.9111864255233244,0.07513149714831158
capital:9,capital,subject,13,0.9902211626370748,0.949607908048413,0.04061325458866183
