model_name,model_variant,relation,fact_id,best_family,worst_family,early_layer,late_layer,baseline_best_answer_f1,projected_best_answer_f1,project_best_answer_f1_delta,baseline_best_selectivity,projected_best_selectivity,project_best_selectivity_delta,baseline_best_alignment,projected_best_alignment,project_best_alignment_delta,baseline_worst_answer_f1,patched_worst_answer_f1,patch_worst_answer_f1_delta,baseline_worst_selectivity,patched_worst_selectivity,patch_worst_selectivity_delta,baseline_worst_alignment,patched_worst_alignment,patch_worst_alignment_delta
gemma_270m_base,base,official_language,official_language:6,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0730929970741272,0.05564004182815552,-0.01745295524597168,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.09207290410995483,0.08647537231445312,-0.005597531795501709
gemma_270m_base,base,official_language,official_language:7,declarative,qa,0,12,0.19999999999999998,0.0,-0.19999999999999998,0.19999999999999998,0.0,-0.19999999999999998,0.07973575592041016,-0.18403947353363037,-0.2637752294540405,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.09640318155288696,0.11668193340301514,0.020278751850128174
gemma_270m_base,base,official_language,official_language:8,declarative,qa,0,12,0.19999999999999998,0.0,-0.19999999999999998,0.0,0.0,0.0,0.04277914762496948,0.0001800060272216797,-0.0425991415977478,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.060850441455841064,0.03441333770751953,-0.026437103748321533
gemma_270m_base,base,official_language,official_language:9,declarative,qa,0,12,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.07045149803161621,0.06337118148803711,-0.0070803165435791016,0.2222222222222222,0.33333333333333337,0.11111111111111116,0.2222222222222222,0.33333333333333337,0.11111111111111116,0.08868652582168579,0.1090424656867981,0.020355939865112305
gemma_270m_base,base,official_language,official_language:10,declarative,qa,0,12,0.19999999999999998,0.0,-0.19999999999999998,0.19999999999999998,0.0,-0.19999999999999998,0.0727279782295227,-0.152052104473114,-0.22478008270263672,0.0,0.0,0.0,0.0,0.0,0.0,0.07963889837265015,0.07189631462097168,-0.007742583751678467
gemma_270m_base,base,official_language,official_language:11,declarative,qa,0,12,0.25,0.0,-0.25,0.0,0.0,0.0,0.08787328004837036,-0.16114342212677002,-0.24901670217514038,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.09284144639968872,0.09810173511505127,0.005260288715362549
gemma_270m_base,base,currency,currency:0,declarative,qa,0,12,0.25,0.0,-0.25,0.25,0.0,-0.25,0.08627569675445557,-0.18531936407089233,-0.2715950608253479,0.5,0.5,0.0,0.5,0.5,0.0,0.08995240926742554,0.0963791012763977,0.006426692008972168
gemma_270m_base,base,currency,currency:1,declarative,qa,0,12,0.28571428571428575,0.0,-0.28571428571428575,0.28571428571428575,0.0,-0.28571428571428575,0.09091496467590332,-0.23166126012802124,-0.32257622480392456,0.22222222222222224,0.4,0.17777777777777778,0.22222222222222224,0.4,0.17777777777777778,0.10357266664505005,0.13144218921661377,0.02786952257156372
gemma_270m_base,base,currency,currency:2,declarative,qa,0,12,0.2,0.22222222222222224,0.022222222222222227,0.2,0.22222222222222224,0.022222222222222227,0.0888107419013977,0.027936995029449463,-0.06087374687194824,0.1818181818181818,0.0,-0.1818181818181818,0.1818181818181818,0.0,-0.1818181818181818,0.09360307455062866,0.11358332633972168,0.019980251789093018
gemma_270m_base,base,currency,currency:3,declarative,qa,0,12,0.19999999999999998,0.0,-0.19999999999999998,0.033333333333333326,0.0,-0.033333333333333326,0.07339751720428467,0.07287532091140747,-0.0005221962928771973,0.0,0.0,0.0,0.0,0.0,0.0,0.10306352376937866,0.10930955410003662,0.006246030330657959
gemma_270m_base,base,currency,currency:4,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.10306578874588013,-0.22470396757125854,-0.32776975631713867,0.0,0.0,0.0,0.0,0.0,0.0,0.10522609949111938,0.12794232368469238,0.022716224193572998
gemma_270m_base,base,currency,currency:5,declarative,qa,0,12,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.0,0.05847364664077759,0.05771356821060181,-0.0007600784301757812,0.0,0.0,0.0,0.0,0.0,0.0,0.07315129041671753,0.07048314809799194,-0.002668142318725586
gemma_270m_base,base,currency,currency:6,declarative,qa,0,12,0.4,0.2,-0.2,0.4,0.2,-0.2,0.08794265985488892,0.06531059741973877,-0.022632062435150146,0.4,0.8,0.4,0.4,0.8,0.4,0.10737967491149902,0.09642457962036133,-0.010955095291137695
gemma_270m_base,base,currency,currency:7,declarative,qa,0,12,0.4,0.0,-0.4,0.4,0.0,-0.4,0.09465110301971436,-0.210180401802063,-0.30483150482177734,0.4,0.8,0.4,0.4,0.8,0.4,0.10184717178344727,0.12271380424499512,0.02086663246154785
gemma_270m_base,base,currency,currency:8,declarative,qa,0,12,0.3636363636363636,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,0.0,0.0870789885520935,0.0880272388458252,0.0009482502937316895,0.2,0.8,0.6000000000000001,0.2,0.8,0.6000000000000001,0.08731430768966675,0.09482616186141968,0.00751185417175293
gemma_270m_base,base,currency,currency:9,declarative,qa,0,12,0.25,0.0,-0.25,0.0,0.0,0.0,0.09261000156402588,0.07963389158248901,-0.012976109981536865,0.0,0.0,0.0,0.0,0.0,0.0,0.10118985176086426,0.1249205470085144,0.023730695247650146
gemma_270m_base,base,currency,currency:10,declarative,qa,0,12,0.28571428571428575,0.0,-0.28571428571428575,0.28571428571428575,0.0,-0.28571428571428575,0.0840071439743042,-0.18437373638153076,-0.26838088035583496,0.0,0.0,0.0,0.0,0.0,0.0,0.09681671857833862,0.097267746925354,0.00045102834701538086
gemma_270m_base,base,currency,currency:11,declarative,qa,0,12,0.2,0.36363636363636365,0.16363636363636364,0.2,0.36363636363636365,0.16363636363636364,0.105441153049469,-0.15950381755828857,-0.26494497060775757,0.0,0.0,0.0,0.0,0.0,0.0,0.10571169853210449,0.1191064715385437,0.013394773006439209
gemma_270m_base,base,headquarters,headquarters:0,declarative,qa,0,12,0.4,0.0,-0.4,0.4,0.0,-0.4,0.06984198093414307,0.07952535152435303,0.009683370590209961,0.4444444444444445,1.0,0.5555555555555556,0.4444444444444445,1.0,0.5555555555555556,0.09513247013092041,0.1023411750793457,0.007208704948425293
gemma_270m_base,base,headquarters,headquarters:1,declarative,qa,0,12,0.4,0.4,0.0,0.4,0.4,0.0,0.09012001752853394,0.057254672050476074,-0.03286534547805786,0.5,1.0,0.5,0.5,1.0,0.5,0.1203233003616333,0.11258339881896973,-0.007739901542663574
gemma_270m_base,base,headquarters,headquarters:2,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.04354453086853027,-0.08480161428451538,-0.12834614515304565,0.0,0.0,0.0,0.0,0.0,0.0,0.07459115982055664,0.09543335437774658,0.02084219455718994
gemma_270m_base,base,headquarters,headquarters:3,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.05071645975112915,-0.15156471729278564,-0.2022811770439148,0.0,0.0,0.0,0.0,0.0,0.0,0.08877730369567871,0.10122674703598022,0.012449443340301514
gemma_270m_base,base,headquarters,headquarters:4,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.06270885467529297,0.04433178901672363,-0.018377065658569336,0.0,0.0,0.0,0.0,0.0,0.0,0.09528404474258423,0.10785090923309326,0.012566864490509033
gemma_270m_base,base,headquarters,headquarters:5,declarative,qa,0,12,0.4,0.0,-0.4,0.2,0.0,-0.2,0.04765838384628296,-0.14415007829666138,-0.19180846214294434,0.5714285714285715,0.5,-0.07142857142857151,0.28571428571428575,0.25,-0.035714285714285754,0.06681597232818604,0.07859957218170166,0.011783599853515625
gemma_270m_base,base,headquarters,headquarters:6,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.04893213510513306,-0.10576248168945312,-0.15469461679458618,0.0,0.2,0.2,0.0,0.2,0.2,0.086123526096344,0.11445218324661255,0.028328657150268555
gemma_270m_base,base,headquarters,headquarters:7,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.07850003242492676,0.060881733894348145,-0.017618298530578613,0.0,0.0,0.0,0.0,0.0,0.0,0.10888159275054932,0.12215918302536011,0.013277590274810791
gemma_270m_base,base,headquarters,headquarters:8,declarative,qa,0,12,0.2222222222222222,0.0,-0.2222222222222222,0.2222222222222222,0.0,-0.2222222222222222,0.06893545389175415,-0.1565037965774536,-0.22543925046920776,0.0,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.09328484535217285,0.10382789373397827,0.01054304838180542
gemma_270m_base,base,headquarters,headquarters:9,declarative,qa,0,12,0.25,0.0,-0.25,0.25,-0.1818181818181818,-0.43181818181818177,0.04811912775039673,0.0516546368598938,0.0035355091094970703,0.25,0.0,-0.25,0.25,0.0,-0.25,0.08053183555603027,0.09552335739135742,0.014991521835327148
gemma_270m_base,base,headquarters,headquarters:10,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.07972109317779541,-0.14763587713241577,-0.22735697031021118,0.0,0.0,0.0,0.0,0.0,0.0,0.0968332290649414,0.11277008056640625,0.015936851501464844
gemma_270m_base,base,headquarters,headquarters:11,declarative,qa,0,12,0.2,0.1818181818181818,-0.018181818181818216,0.2,0.1818181818181818,-0.018181818181818216,0.07130330801010132,0.08123838901519775,0.009935081005096436,0.3636363636363636,0.33333333333333337,-0.03030303030303022,0.3636363636363636,0.33333333333333337,-0.03030303030303022,0.10288989543914795,0.10884195566177368,0.005952060222625732
gemma_270m_base,base,birth_place,birth_place:0,declarative,qa,0,12,0.4,0.4,0.0,0.4,0.4,0.0,0.021489739418029785,0.0035506486892700195,-0.017939090728759766,0.0,0.0,0.0,0.0,0.0,0.0,0.08663606643676758,0.11095035076141357,0.024314284324645996
gemma_270m_base,base,birth_place,birth_place:1,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0525166392326355,0.025799870491027832,-0.026716768741607666,0.0,0.0,0.0,0.0,0.0,0.0,0.0817151665687561,0.09963661432266235,0.01792144775390625
gemma_270m_base,base,birth_place,birth_place:2,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.06222754716873169,0.056137144565582275,-0.006090402603149414,0.0,0.0,0.0,0.0,0.0,0.0,0.068340003490448,0.0841936469078064,0.0158536434173584
gemma_270m_base,base,birth_place,birth_place:3,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.098549485206604,0.05306386947631836,-0.045485615730285645,0.0,0.0,0.0,0.0,0.0,0.0,0.09103536605834961,0.10947054624557495,0.018435180187225342
gemma_270m_base,base,birth_place,birth_place:4,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.09039103984832764,-0.002990245819091797,-0.09338128566741943,0.0,0.0,0.0,0.0,0.0,0.0,0.07804954051971436,0.08201485872268677,0.003965318202972412
gemma_270m_base,base,birth_place,birth_place:5,declarative,qa,0,12,0.0,0.0,0.0,-0.4,-0.4,0.0,0.02318471670150757,0.018372058868408203,-0.004812657833099365,0.0,0.0,0.0,-0.25,0.0,0.25,0.060425639152526855,0.07382214069366455,0.013396501541137695
gemma_270m_base,base,birth_place,birth_place:6,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0886034369468689,0.07877105474472046,-0.009832382202148438,0.0,0.0,0.0,0.0,0.0,0.0,0.10977935791015625,0.1251978874206543,0.015418529510498047
gemma_270m_base,base,birth_place,birth_place:7,declarative,qa,0,12,0.0,0.4,0.4,0.0,0.4,0.4,0.11473757028579712,0.10596305131912231,-0.008774518966674805,0.25,0.25,0.0,0.25,0.25,0.0,0.12055408954620361,0.12643194198608398,0.005877852439880371
gemma_270m_base,base,birth_place,birth_place:8,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.06423211097717285,0.06557571887969971,0.0013436079025268555,0.0,0.0,0.0,0.0,0.0,0.0,0.07993447780609131,0.09622323513031006,0.01628875732421875
gemma_270m_base,base,birth_place,birth_place:9,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.05438363552093506,0.055135369300842285,0.0007517337799072266,0.0,0.0,0.0,0.0,0.0,0.0,0.08277744054794312,0.11039149761199951,0.027614057064056396
gemma_270m_base,base,birth_place,birth_place:10,declarative,qa,0,12,0.7499999999999999,0.7499999999999999,0.0,0.7499999999999999,0.7499999999999999,0.0,0.08658915758132935,0.0806700587272644,-0.005919098854064941,0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,0.0,-0.6666666666666666,0.07114970684051514,0.07805877923965454,0.006909072399139404
gemma_270m_base,base,birth_place,birth_place:11,declarative,qa,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.08068782091140747,0.07000815868377686,-0.010679662227630615,0.0,0.0,0.0,0.0,0.0,0.0,0.11787694692611694,0.07666218280792236,-0.04121476411819458
