model_name,model_variant,relation,fact_id,best_family,worst_family,early_layer,late_layer,baseline_best_answer_f1,projected_best_answer_f1,project_best_answer_f1_delta,baseline_best_selectivity,projected_best_selectivity,project_best_selectivity_delta,baseline_best_alignment,projected_best_alignment,project_best_alignment_delta,baseline_worst_answer_f1,patched_worst_answer_f1,patch_worst_answer_f1_delta,baseline_worst_selectivity,patched_worst_selectivity,patch_worst_selectivity_delta,baseline_worst_alignment,patched_worst_alignment,patch_worst_alignment_delta
smollm2_360m_instruct,instruct,capital,capital:10,chat_template,qa,0,27,0.4,1.0,0.6,0.4,1.0,0.6,0.1324487328529358,0.1460568904876709,0.013608157634735107,0.0,0.0,0.0,0.0,0.0,0.0,-0.044706881046295166,-0.04346871376037598,0.0012381672859191895
smollm2_360m_instruct,instruct,capital,capital:11,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.16125541925430298,0.16889739036560059,0.007641971111297607,0.0,0.0,0.0,0.0,0.0,0.0,-0.029101133346557617,-0.026432275772094727,0.0026688575744628906
smollm2_360m_instruct,instruct,official_language,official_language:0,chat_template,qa,0,27,0.0,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.03506577014923096,0.04224151372909546,0.007175743579864502,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014900565147399902,-0.0017317533493041992,-0.00024169683456420898
smollm2_360m_instruct,instruct,official_language,official_language:1,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0284043550491333,0.037364840507507324,0.008960485458374023,0.0,0.0,0.0,0.0,0.0,0.0,-0.015533208847045898,-0.014779806137084961,0.0007534027099609375
smollm2_360m_instruct,instruct,official_language,official_language:2,chat_template,qa,0,27,0.33333333333333337,0.6666666666666666,0.33333333333333326,0.33333333333333337,0.6666666666666666,0.33333333333333326,0.050399720668792725,0.061657071113586426,0.011257350444793701,0.0,0.0,0.0,0.0,0.0,0.0,0.00024712085723876953,0.0010639429092407227,0.0008168220520019531
smollm2_360m_instruct,instruct,official_language,official_language:3,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.035505712032318115,-0.00010222196578979492,-0.03560793399810791,0.0,0.0,0.0,0.0,0.0,0.0,-0.00535506010055542,-0.008295893669128418,-0.002940833568572998
smollm2_360m_instruct,instruct,official_language,official_language:4,chat_template,qa,0,27,0.25,0.33333333333333337,0.08333333333333337,0.25,0.33333333333333337,0.08333333333333337,0.041159629821777344,0.05525493621826172,0.014095306396484375,0.0,0.0,0.0,0.0,0.0,0.0,-0.004468142986297607,-0.004060328006744385,0.00040781497955322266
smollm2_360m_instruct,instruct,official_language,official_language:5,chat_template,qa,0,27,0.25,0.0,-0.25,0.0,0.0,0.0,0.049896419048309326,0.0403175950050354,-0.009578824043273926,0.0,0.0,0.0,0.0,0.0,0.0,0.00250244140625,-0.003322005271911621,-0.005824446678161621
smollm2_360m_instruct,instruct,official_language,official_language:6,chat_template,qa,0,27,0.25,1.0,0.75,0.25,1.0,0.75,0.03597038984298706,0.047186970710754395,0.011216580867767334,0.0,0.0,0.0,0.0,0.0,0.0,0.000916898250579834,0.0007166862487792969,-0.0002002120018005371
smollm2_360m_instruct,instruct,official_language,official_language:7,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.02736532688140869,0.038469016551971436,0.011103689670562744,0.0,0.0,0.0,0.0,0.0,0.0,-0.013995349407196045,-0.012980639934539795,0.00101470947265625
smollm2_360m_instruct,instruct,official_language,official_language:8,chat_template,qa,0,27,0.25,0.25,0.0,0.0,0.0,0.0,0.030169129371643066,0.03201812505722046,0.0018489956855773926,0.0,0.0,0.0,0.0,0.0,0.0,0.03212475776672363,0.03144186735153198,-0.0006828904151916504
smollm2_360m_instruct,instruct,official_language,official_language:9,chat_template,qa,0,27,0.25,1.0,0.75,0.25,1.0,0.75,0.05417811870574951,0.06830000877380371,0.0141218900680542,0.0,0.0,0.0,0.0,0.0,0.0,-0.004805445671081543,-0.004330277442932129,0.00047516822814941406
smollm2_360m_instruct,instruct,official_language,official_language:10,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.02339857816696167,0.04598182439804077,0.0225832462310791,0.0,0.0,0.0,0.0,0.0,0.0,-0.014448404312133789,-0.012693166732788086,0.0017552375793457031
smollm2_360m_instruct,instruct,official_language,official_language:11,chat_template,qa,0,27,0.25,1.0,0.75,0.0,0.0,0.0,0.04939913749694824,0.06019777059555054,0.010798633098602295,0.0,0.0,0.0,0.0,0.0,0.0,0.00611567497253418,0.005555212497711182,-0.000560462474822998
smollm2_360m_instruct,instruct,currency,currency:0,chat_template,qa,0,27,0.28571428571428575,0.28571428571428575,0.0,0.28571428571428575,0.28571428571428575,0.0,0.0772746205329895,0.0817076563835144,0.004433035850524902,0.0,0.0,0.0,0.0,0.0,0.0,-0.007055997848510742,-0.005465030670166016,0.0015909671783447266
smollm2_360m_instruct,instruct,currency,currency:1,chat_template,qa,0,27,0.28571428571428575,0.28571428571428575,0.0,0.28571428571428575,0.28571428571428575,0.0,0.08447706699371338,0.08446288108825684,-1.4185905456542969e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.027001559734344482,-0.02627652883529663,0.0007250308990478516
smollm2_360m_instruct,instruct,currency,currency:2,chat_template,qa,0,27,0.25,0.25,0.0,0.25,0.25,0.0,0.08938026428222656,0.09151601791381836,0.002135753631591797,0.0,0.0,0.0,0.0,0.0,0.0,0.011202573776245117,0.011973798274993896,0.0007712244987487793
smollm2_360m_instruct,instruct,currency,currency:3,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0474700927734375,-0.0066162943840026855,-0.054086387157440186,0.0,0.0,0.0,0.0,0.0,0.0,0.013519287109375,0.011268973350524902,-0.0022503137588500977
smollm2_360m_instruct,instruct,currency,currency:4,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.097872793674469,0.10430866479873657,0.006435871124267578,0.0,0.0,0.0,0.0,0.0,0.0,-0.01818603277206421,-0.017867565155029297,0.0003184676170349121
smollm2_360m_instruct,instruct,currency,currency:5,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.08568185567855835,0.06681191921234131,-0.01886993646621704,0.0,0.0,0.0,0.0,0.0,0.0,0.006468236446380615,-0.008747696876525879,-0.015215933322906494
smollm2_360m_instruct,instruct,currency,currency:6,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.08081865310668945,0.08201432228088379,0.001195669174194336,0.0,0.0,0.0,0.0,0.0,0.0,-0.011923611164093018,-0.011372089385986328,0.0005515217781066895
smollm2_360m_instruct,instruct,currency,currency:7,chat_template,qa,0,27,0.0,0.4,0.4,0.0,0.4,0.4,0.08166974782943726,0.08327943086624146,0.0016096830368041992,0.0,0.0,0.0,0.0,0.0,0.0,-0.018770158290863037,-0.018566012382507324,0.0002041459083557129
smollm2_360m_instruct,instruct,currency,currency:8,chat_template,qa,0,27,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.049174487590789795,0.048609256744384766,-0.0005652308464050293,0.0,0.0,0.0,0.0,0.0,0.0,0.027002811431884766,0.025870680809020996,-0.0011321306228637695
smollm2_360m_instruct,instruct,currency,currency:9,chat_template,qa,0,27,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,0.08585256338119507,0.08797317743301392,0.0021206140518188477,0.0,0.0,0.0,0.0,0.0,0.0,-0.003751993179321289,-0.004164636135101318,-0.0004126429557800293
smollm2_360m_instruct,instruct,currency,currency:10,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.08277201652526855,0.08743947744369507,0.004667460918426514,0.0,0.0,0.0,0.0,0.0,0.0,-0.025965511798858643,-0.024788260459899902,0.0011772513389587402
smollm2_360m_instruct,instruct,currency,currency:11,chat_template,qa,0,27,0.1818181818181818,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.0,0.10459452867507935,0.1104135513305664,0.0058190226554870605,0.0,0.0,0.0,0.0,0.0,0.0,-0.012638509273529053,-0.014673054218292236,-0.0020345449447631836
smollm2_360m_instruct,instruct,headquarters,headquarters:0,chat_template,qa,0,27,0.5,0.3636363636363636,-0.1363636363636364,0.5,0.3636363636363636,-0.1363636363636364,0.03142017126083374,0.04124480485916138,0.009824633598327637,0.0,0.0,0.0,0.0,0.0,0.0,0.00147169828414917,-0.00013941526412963867,-0.0016111135482788086
smollm2_360m_instruct,instruct,headquarters,headquarters:1,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.02613312005996704,0.04688900709152222,0.020755887031555176,0.0,0.0,0.0,0.0,0.0,0.0,0.00044089555740356445,0.00034993886947631836,-9.09566879272461e-05
smollm2_360m_instruct,instruct,headquarters,headquarters:2,chat_template,qa,0,27,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.02558422088623047,0.06459450721740723,0.03901028633117676,0.0,0.0,0.0,0.0,0.0,0.0,-0.002065002918243408,-0.0019644498825073242,0.00010055303573608398
smollm2_360m_instruct,instruct,headquarters,headquarters:3,chat_template,qa,0,27,0.6,0.4444444444444445,-0.1555555555555555,0.6,0.4444444444444445,-0.1555555555555555,0.03411334753036499,0.054589807987213135,0.020476460456848145,0.0,0.0,0.0,0.0,0.0,0.0,0.006641685962677002,0.006853580474853516,0.00021189451217651367
smollm2_360m_instruct,instruct,headquarters,headquarters:4,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.024338483810424805,0.0379827618598938,0.013644278049468994,0.0,0.0,0.0,0.0,0.0,0.0,0.009725987911224365,0.008419394493103027,-0.0013065934181213379
smollm2_360m_instruct,instruct,headquarters,headquarters:5,chat_template,qa,0,27,0.5,0.4444444444444445,-0.055555555555555525,0.25,0.22222222222222224,-0.027777777777777762,0.04439312219619751,0.06537044048309326,0.020977318286895752,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009799003601074219,-0.0013331770896911621,-0.00035327672958374023
smollm2_360m_instruct,instruct,headquarters,headquarters:6,chat_template,qa,0,27,0.5,0.5,0.0,0.5,0.5,0.0,0.02846395969390869,0.02417445182800293,-0.004289507865905762,0.0,0.0,0.0,0.0,0.0,0.0,0.005319774150848389,0.004838526248931885,-0.0004812479019165039
smollm2_360m_instruct,instruct,headquarters,headquarters:7,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.038711607456207275,0.011107027530670166,-0.02760457992553711,0.0,0.0,0.0,0.0,0.0,0.0,0.0073587894439697266,-0.006254613399505615,-0.013613402843475342
smollm2_360m_instruct,instruct,headquarters,headquarters:8,chat_template,qa,0,27,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.04569709300994873,0.07935601472854614,0.03365892171859741,0.0,0.0,0.0,0.0,0.0,0.0,0.0024742484092712402,0.0018211603164672852,-0.0006530880928039551
smollm2_360m_instruct,instruct,headquarters,headquarters:9,chat_template,qa,0,27,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.027275919914245605,0.06145751476287842,0.03418159484863281,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014865994453430176,-0.0018094778060913086,-0.000322878360748291
smollm2_360m_instruct,instruct,headquarters,headquarters:10,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.02385789155960083,0.024088799953460693,0.00023090839385986328,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038633346557617188,-0.004040062427520752,-0.0001767277717590332
smollm2_360m_instruct,instruct,headquarters,headquarters:11,chat_template,qa,0,27,0.22222222222222224,0.22222222222222224,0.0,0.22222222222222224,0.22222222222222224,0.0,0.03034985065460205,0.053576648235321045,0.023226797580718994,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008423328399658203,-0.00261765718460083,-0.0017753243446350098
smollm2_360m_instruct,instruct,birth_place,birth_place:0,chat_template,qa,0,27,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,1.0,0.33333333333333337,0.039616405963897705,0.021949708461761475,-0.01766669750213623,0.0,0.0,0.0,0.0,0.0,0.0,0.014868497848510742,0.013985097408294678,-0.0008834004402160645
smollm2_360m_instruct,instruct,birth_place,birth_place:1,chat_template,qa,0,27,1.0,1.0,0.0,1.0,1.0,0.0,0.1047590970993042,0.015488743782043457,-0.08927035331726074,0.0,0.0,0.0,0.0,0.0,0.0,0.00037807226181030273,0.00041490793228149414,3.6835670471191406e-05
smollm2_360m_instruct,instruct,birth_place,birth_place:2,chat_template,qa,0,27,1.0,0.0,-1.0,1.0,-0.2857142857142857,-1.2857142857142856,0.08313959836959839,-0.038510680198669434,-0.12165027856826782,0.0,0.0,0.0,0.0,0.0,0.0,0.014022588729858398,0.016339361667633057,0.002316772937774658
smollm2_360m_instruct,instruct,birth_place,birth_place:3,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.06589072942733765,0.04651731252670288,-0.019373416900634766,0.0,0.0,0.0,0.0,0.0,0.0,0.010317623615264893,0.014783620834350586,0.004465997219085693
smollm2_360m_instruct,instruct,birth_place,birth_place:4,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.1050717830657959,0.0186958909034729,-0.086375892162323,0.0,0.0,0.0,0.0,0.0,0.0,0.0018882155418395996,-2.9921531677246094e-05,-0.0019181370735168457
smollm2_360m_instruct,instruct,birth_place,birth_place:5,chat_template,qa,0,27,0.0,0.2857142857142857,0.2857142857142857,-0.6666666666666666,0.2857142857142857,0.9523809523809523,0.05005389451980591,0.029622972011566162,-0.020430922508239746,0.0,0.0,0.0,0.0,0.0,0.0,0.017857670783996582,0.013816535472869873,-0.004041135311126709
smollm2_360m_instruct,instruct,birth_place,birth_place:6,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.07414203882217407,0.002715587615966797,-0.07142645120620728,0.0,0.0,0.0,0.0,0.0,0.0,-0.005695998668670654,-0.007778525352478027,-0.002082526683807373
smollm2_360m_instruct,instruct,birth_place,birth_place:7,chat_template,qa,0,27,0.2857142857142857,0.6666666666666666,0.38095238095238093,0.2857142857142857,0.6666666666666666,0.38095238095238093,0.14929497241973877,0.018785715103149414,-0.13050925731658936,0.0,0.0,0.0,0.0,0.0,0.0,-0.016285300254821777,-0.02355426549911499,-0.007268965244293213
smollm2_360m_instruct,instruct,birth_place,birth_place:8,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.05586600303649902,0.01079261302947998,-0.04507339000701904,0.0,0.0,0.0,0.0,0.0,0.0,0.02893620729446411,0.028784751892089844,-0.00015145540237426758
smollm2_360m_instruct,instruct,birth_place,birth_place:9,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0626298189163208,0.011029958724975586,-0.051599860191345215,0.0,0.0,0.0,0.0,0.0,0.0,0.01269686222076416,0.006626546382904053,-0.006070315837860107
smollm2_360m_instruct,instruct,birth_place,birth_place:10,chat_template,qa,0,27,1.0,0.0,-1.0,1.0,0.0,-1.0,0.130700945854187,-0.05894571542739868,-0.1896466612815857,0.0,0.0,0.0,0.0,0.0,0.0,0.0033983588218688965,-0.006974279880523682,-0.010372638702392578
smollm2_360m_instruct,instruct,birth_place,birth_place:11,chat_template,qa,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.04445207118988037,0.016370654106140137,-0.028081417083740234,0.0,0.0,0.0,0.0,0.0,0.0,0.015463650226593018,0.014791667461395264,-0.0006719827651977539
