fact_id,relation,position,mean_invariance_gap,peak_invariance_gap,invariance_depth,model_name,model_variant
capital:5,capital,subject,0.1550257444438157,0.834649964771939,0,gemma_270m_base,base
capital:6,capital,preanswer,0.016362302300053,0.1524165899238803,12,gemma_270m_base,base
capital:6,capital,subject,0.0491957092980669,0.2202422773804176,0,gemma_270m_base,base
capital:7,capital,preanswer,0.0192942374953467,0.1464807726442814,12,gemma_270m_base,base
capital:7,capital,subject,0.0494672818013752,0.2218409792350774,0,gemma_270m_base,base
capital:8,capital,preanswer,0.0157547082614015,0.1360792312206643,12,gemma_270m_base,base
capital:8,capital,subject,0.0513830984164944,0.2213326042630906,0,gemma_270m_base,base
capital:9,capital,preanswer,0.0181488140677462,0.1483024774175702,12,gemma_270m_base,base
capital:9,capital,subject,0.0506169448500053,0.2510896965466214,0,gemma_270m_base,base
currency:0,currency,preanswer,0.0152780041443528,0.1253873522986065,12,gemma_270m_base,base
currency:0,currency,subject,0.0483388998969034,0.2161249761667215,0,gemma_270m_base,base
currency:1,currency,preanswer,0.0134846861991617,0.1295997401078542,12,gemma_270m_base,base
currency:1,currency,subject,0.0461043510170534,0.201830908980672,0,gemma_270m_base,base
currency:10,currency,preanswer,0.0149233375020601,0.1205104529631859,12,gemma_270m_base,base
currency:10,currency,subject,0.0532003207973389,0.249075537695634,0,gemma_270m_base,base
currency:11,currency,preanswer,0.0134803378446535,0.1347616794660235,12,gemma_270m_base,base
currency:11,currency,subject,0.0544388370466126,0.2461297668121529,0,gemma_270m_base,base
currency:2,currency,preanswer,0.0131834770869526,0.123707982175278,12,gemma_270m_base,base
currency:2,currency,subject,0.0457996475182611,0.2096555269831284,0,gemma_270m_base,base
currency:3,currency,preanswer,0.0140334367783432,0.1316392169983098,12,gemma_270m_base,base
currency:3,currency,subject,0.0561784128470327,0.2516387519003316,0,gemma_270m_base,base
currency:4,currency,preanswer,0.0139204298995861,0.1391320251154177,12,gemma_270m_base,base
currency:4,currency,subject,0.0485974122701143,0.2110207714987072,0,gemma_270m_base,base
currency:5,currency,preanswer,0.0115058582828,0.11369801967433,12,gemma_270m_base,base
currency:5,currency,subject,0.1563410157667432,0.8560395979809321,0,gemma_270m_base,base
currency:6,currency,preanswer,0.0151534589001225,0.132679619120829,12,gemma_270m_base,base
currency:6,currency,subject,0.0502873340900673,0.2195961101432189,0,gemma_270m_base,base
currency:7,currency,preanswer,0.0162928545540229,0.1260635929577278,12,gemma_270m_base,base
currency:7,currency,subject,0.0514808046346944,0.2390951278097363,0,gemma_270m_base,base
currency:8,currency,preanswer,0.0153302572297578,0.1226067325156746,12,gemma_270m_base,base
currency:8,currency,subject,0.0538461088690505,0.2349946751880148,0,gemma_270m_base,base
currency:9,currency,preanswer,0.0175177627196065,0.1330397695754512,12,gemma_270m_base,base
currency:9,currency,subject,0.0514292202990655,0.2607430409760017,0,gemma_270m_base,base
headquarters:0,headquarters,preanswer,0.0036818745486463,0.0964378063200098,12,gemma_270m_base,base
headquarters:0,headquarters,subject,0.0591526057771861,0.3272851976481351,0,gemma_270m_base,base
headquarters:1,headquarters,preanswer,0.0033483971474748,0.0990665393571058,12,gemma_270m_base,base
headquarters:1,headquarters,subject,0.0531659008627788,0.2839242736950065,0,gemma_270m_base,base
headquarters:10,headquarters,preanswer,0.0051909393069619,0.1001244686318165,12,gemma_270m_base,base
headquarters:10,headquarters,subject,0.0551644361229858,0.2959989681839943,0,gemma_270m_base,base
headquarters:11,headquarters,preanswer,0.0084225961104386,0.1042178358995552,12,gemma_270m_base,base
headquarters:11,headquarters,subject,0.0596194492420965,0.3566865758462385,0,gemma_270m_base,base
headquarters:2,headquarters,preanswer,0.0036962294656319,0.0870425135574557,12,gemma_270m_base,base
headquarters:2,headquarters,subject,0.0479293373360076,0.2452086993690693,0,gemma_270m_base,base
headquarters:3,headquarters,preanswer,0.0025375481531876,0.0838284389764973,12,gemma_270m_base,base
headquarters:3,headquarters,subject,0.0511563575265283,0.2871058539233424,0,gemma_270m_base,base
headquarters:4,headquarters,preanswer,0.0044194045868586,0.0967818828243197,12,gemma_270m_base,base
headquarters:4,headquarters,subject,0.0683881389855184,0.3984405278143558,0,gemma_270m_base,base
headquarters:5,headquarters,preanswer,0.0022604918414695,0.0853829196456706,12,gemma_270m_base,base
headquarters:5,headquarters,subject,0.0520447934366235,0.2627983481595011,0,gemma_270m_base,base
headquarters:6,headquarters,preanswer,0.003760690258358,0.0845163076212911,12,gemma_270m_base,base
headquarters:6,headquarters,subject,0.0520252605668121,0.2718965625672629,0,gemma_270m_base,base
headquarters:7,headquarters,preanswer,0.0067810586305579,0.1006207232448187,12,gemma_270m_base,base
headquarters:7,headquarters,subject,0.0676911552515043,0.3661235305057331,0,gemma_270m_base,base
headquarters:8,headquarters,preanswer,0.0030869659450319,0.0831638785700003,12,gemma_270m_base,base
headquarters:8,headquarters,subject,0.0500293315328682,0.2917258370893472,0,gemma_270m_base,base
headquarters:9,headquarters,preanswer,0.0039073099830636,0.0847471026760159,12,gemma_270m_base,base
headquarters:9,headquarters,subject,0.0558519077703657,0.3259958488810243,0,gemma_270m_base,base
official_language:0,official_language,preanswer,0.0131019541134537,0.1081176053619746,12,gemma_270m_base,base
official_language:0,official_language,subject,0.0519611301427387,0.2377713817087087,0,gemma_270m_base,base
official_language:1,official_language,preanswer,0.0096911307148359,0.1037728684869679,12,gemma_270m_base,base
official_language:1,official_language,subject,0.0485286909055203,0.2205247052973418,0,gemma_270m_base,base
official_language:10,official_language,preanswer,0.0113008042659472,0.0971146908899148,12,gemma_270m_base,base
official_language:10,official_language,subject,0.0568796687329075,0.2784320148992155,0,gemma_270m_base,base
official_language:11,official_language,preanswer,0.0123844183699199,0.1139183289399652,12,gemma_270m_base,base
official_language:11,official_language,subject,0.0567650626231649,0.2612174918987985,0,gemma_270m_base,base
official_language:2,official_language,preanswer,0.0086180654696192,0.0941041535274549,12,gemma_270m_base,base
official_language:2,official_language,subject,0.0481389245600047,0.2269291560955797,0,gemma_270m_base,base
official_language:3,official_language,preanswer,0.0097258837881062,0.097785379624728,12,gemma_270m_base,base
official_language:3,official_language,subject,0.0587328720072704,0.2668115006703319,0,gemma_270m_base,base
official_language:4,official_language,preanswer,0.0124893676621294,0.1174433167007836,12,gemma_270m_base,base
official_language:4,official_language,subject,0.0523382691440708,0.2366350005296144,0,gemma_270m_base,base
official_language:5,official_language,preanswer,0.0081001645242575,0.0864760654442238,12,gemma_270m_base,base
official_language:5,official_language,subject,0.159321952731151,0.8873654121504815,0,gemma_270m_base,base
official_language:6,official_language,preanswer,0.0125984205779704,0.1175103637982498,12,gemma_270m_base,base
official_language:6,official_language,subject,0.0520948379101413,0.2407274664323212,0,gemma_270m_base,base
official_language:7,official_language,preanswer,0.0130975407231536,0.1053496766271012,12,gemma_270m_base,base
official_language:7,official_language,subject,0.053571840986509,0.2555372887149905,0,gemma_270m_base,base
official_language:8,official_language,preanswer,0.0096805856879863,0.0894730079806213,12,gemma_270m_base,base
official_language:8,official_language,subject,0.0542375809855614,0.2375070723973101,0,gemma_270m_base,base
official_language:9,official_language,preanswer,0.0132119954792588,0.113369757309556,12,gemma_270m_base,base
official_language:9,official_language,subject,0.0531943419952923,0.2756939518378313,0,gemma_270m_base,base
birth_place:0,birth_place,preanswer,-0.0048006749559,0.0656295231345928,12,gemma_270m_it,instruct
birth_place:0,birth_place,subject,0.045537682479053,0.1662657347253777,0,gemma_270m_it,instruct
birth_place:1,birth_place,preanswer,-0.0035510019980126,0.0821210792796178,12,gemma_270m_it,instruct
birth_place:1,birth_place,subject,0.0604088615673819,0.2583726373021349,3,gemma_270m_it,instruct
birth_place:10,birth_place,preanswer,-0.0056414306044236,0.0735953725648648,12,gemma_270m_it,instruct
birth_place:10,birth_place,subject,0.0773707723796919,0.2761662015409181,0,gemma_270m_it,instruct
birth_place:11,birth_place,preanswer,-0.0037233489624836,0.0778646495080356,12,gemma_270m_it,instruct
birth_place:11,birth_place,subject,0.0751168845528705,0.2607517434340535,0,gemma_270m_it,instruct
birth_place:2,birth_place,preanswer,-0.0051021968012186,0.0676326962808767,12,gemma_270m_it,instruct
birth_place:2,birth_place,subject,0.0811250536633586,0.2926788849925453,0,gemma_270m_it,instruct
birth_place:3,birth_place,preanswer,0.0017893182642731,0.095300391542189,12,gemma_270m_it,instruct
birth_place:3,birth_place,subject,0.0820403283192252,0.3193999859081073,0,gemma_270m_it,instruct
birth_place:4,birth_place,preanswer,-0.002565042235299,0.0840292011923862,12,gemma_270m_it,instruct
birth_place:4,birth_place,subject,0.0797251249312326,0.2967895543992971,0,gemma_270m_it,instruct
birth_place:5,birth_place,preanswer,-0.0050282289390844,0.064096463336186,12,gemma_270m_it,instruct
birth_place:5,birth_place,subject,0.0654864174310707,0.2501899702756693,0,gemma_270m_it,instruct
birth_place:6,birth_place,preanswer,-0.0012677888207384,0.0913395187394185,12,gemma_270m_it,instruct
birth_place:6,birth_place,subject,0.0778851619837742,0.3058977175122973,0,gemma_270m_it,instruct
birth_place:7,birth_place,preanswer,0.0074026299925719,0.1055405936909443,12,gemma_270m_it,instruct
birth_place:7,birth_place,subject,0.0778229923257196,0.2906860769867445,0,gemma_270m_it,instruct
birth_place:8,birth_place,preanswer,-0.003140615688277,0.0696108647142395,12,gemma_270m_it,instruct
birth_place:8,birth_place,subject,0.0496752993079861,0.2269685073671016,2,gemma_270m_it,instruct
birth_place:9,birth_place,preanswer,0.000926442116398,0.0771927545693788,12,gemma_270m_it,instruct
birth_place:9,birth_place,subject,0.0848752962659088,0.4981669188674651,3,gemma_270m_it,instruct
capital:0,capital,preanswer,0.0081771817338583,0.1041177581205512,12,gemma_270m_it,instruct
capital:0,capital,subject,0.0552427909377749,0.2506170444416278,0,gemma_270m_it,instruct
capital:1,capital,preanswer,0.0063387323937693,0.104609509534908,12,gemma_270m_it,instruct
capital:1,capital,subject,0.0514923101353775,0.2275682574307377,0,gemma_270m_it,instruct
capital:10,capital,preanswer,0.0089807355241781,0.1103319402671222,12,gemma_270m_it,instruct
capital:10,capital,subject,0.0593036543131062,0.2684763894472836,0,gemma_270m_it,instruct
capital:11,capital,preanswer,0.0100684036653228,0.117606642458475,12,gemma_270m_it,instruct
capital:11,capital,subject,0.0618670758311495,0.2786834780691248,0,gemma_270m_it,instruct
capital:2,capital,preanswer,0.0055380705112465,0.0977128805084661,12,gemma_270m_it,instruct
capital:2,capital,subject,0.0534252080163269,0.2389062409373846,0,gemma_270m_it,instruct
capital:3,capital,preanswer,0.0112020371720192,0.1318865695008726,12,gemma_270m_it,instruct
capital:3,capital,subject,0.0762843464607818,0.353879954750565,0,gemma_270m_it,instruct
capital:4,capital,preanswer,0.0070512622753287,0.1161977696147832,12,gemma_270m_it,instruct
capital:4,capital,subject,0.0548218582578078,0.2416101000977284,0,gemma_270m_it,instruct
capital:5,capital,preanswer,0.006210317684107,0.0979634375508987,12,gemma_270m_it,instruct
capital:5,capital,subject,0.1583645594590861,0.8504645960673577,0,gemma_270m_it,instruct
capital:6,capital,preanswer,0.0103678079716339,0.1163153866249503,12,gemma_270m_it,instruct
capital:6,capital,subject,0.0547809676409884,0.2493497921351456,0,gemma_270m_it,instruct
capital:7,capital,preanswer,0.0114729819213344,0.1239728174652115,12,gemma_270m_it,instruct
capital:7,capital,subject,0.056341387716401,0.2583941655713275,0,gemma_270m_it,instruct
capital:8,capital,preanswer,0.0097493966712546,0.1033421369890371,12,gemma_270m_it,instruct
capital:8,capital,subject,0.0601222830850423,0.2639263879691222,0,gemma_270m_it,instruct
capital:9,capital,preanswer,0.0143112875174288,0.1235294598295833,12,gemma_270m_it,instruct
capital:9,capital,subject,0.0584351621279712,0.2830596642399375,0,gemma_270m_it,instruct
currency:0,currency,preanswer,-0.0022451189637257,0.067793893994707,12,gemma_270m_it,instruct
currency:0,currency,subject,0.0526485919884973,0.2370894578511291,0,gemma_270m_it,instruct
currency:1,currency,preanswer,-0.001178311795915,0.0827441796886199,12,gemma_270m_it,instruct
currency:1,currency,subject,0.0500144798540657,0.2230877167912143,0,gemma_270m_it,instruct
currency:10,currency,preanswer,-0.0001634684293963,0.0798053200723546,12,gemma_270m_it,instruct
currency:10,currency,subject,0.0566637245201276,0.2618117780904427,0,gemma_270m_it,instruct
currency:11,currency,preanswer,-0.0016769425836093,0.0847058225084435,12,gemma_270m_it,instruct
currency:11,currency,subject,0.0594758791794141,0.2718947639434852,0,gemma_270m_it,instruct
currency:2,currency,preanswer,-0.0042469082956801,0.0681209834010312,12,gemma_270m_it,instruct
currency:2,currency,subject,0.0508816830589677,0.2281011767600748,0,gemma_270m_it,instruct
currency:3,currency,preanswer,-0.0005537099306869,0.0890063405262702,12,gemma_270m_it,instruct
currency:3,currency,subject,0.0693419580575179,0.3142560758684395,0,gemma_270m_it,instruct
currency:4,currency,preanswer,-0.0028854319876724,0.0844293154324546,12,gemma_270m_it,instruct
currency:4,currency,subject,0.0522444686164094,0.2333962510791465,0,gemma_270m_it,instruct
currency:5,currency,preanswer,-0.0023427140383168,0.065327823387854,12,gemma_270m_it,instruct
currency:5,currency,subject,0.1555322159045636,0.8683562057064564,0,gemma_270m_it,instruct
currency:6,currency,preanswer,-0.0038633680210984,0.0760882136722406,12,gemma_270m_it,instruct
currency:6,currency,subject,0.0530769687697843,0.2409006440729806,0,gemma_270m_it,instruct
currency:7,currency,preanswer,0.0015177006384889,0.0874365290457551,12,gemma_270m_it,instruct
currency:7,currency,subject,0.0542250649128673,0.2527264164986484,0,gemma_270m_it,instruct
currency:8,currency,preanswer,0.000375552187589,0.0767502327534285,12,gemma_270m_it,instruct
currency:8,currency,subject,0.0610996758069855,0.2741169818874561,0,gemma_270m_it,instruct
currency:9,currency,preanswer,-0.0016176005290752,0.079194154929031,12,gemma_270m_it,instruct
currency:9,currency,subject,0.0555393882597536,0.2743034823938752,0,gemma_270m_it,instruct
headquarters:0,headquarters,preanswer,-0.0042280295067263,0.1021718451696814,12,gemma_270m_it,instruct
headquarters:0,headquarters,subject,0.0572953406965943,0.3315161057381016,0,gemma_270m_it,instruct
headquarters:1,headquarters,preanswer,-0.0066638374358167,0.0928774268338175,12,gemma_270m_it,instruct
headquarters:1,headquarters,subject,0.0509534659497565,0.3087230600190884,0,gemma_270m_it,instruct
headquarters:10,headquarters,preanswer,-0.0032489389422052,0.0846935177617,12,gemma_270m_it,instruct
headquarters:10,headquarters,subject,0.049585947431373,0.2889327034918648,0,gemma_270m_it,instruct
headquarters:11,headquarters,preanswer,-0.0009045467142843,0.0938464528457685,12,gemma_270m_it,instruct
headquarters:11,headquarters,subject,0.0517451940292511,0.304529174992984,0,gemma_270m_it,instruct
headquarters:2,headquarters,preanswer,-0.0085455520675903,0.0787383948988986,12,gemma_270m_it,instruct
headquarters:2,headquarters,subject,0.0484343337911096,0.2726563771227093,0,gemma_270m_it,instruct
headquarters:3,headquarters,preanswer,-0.0088128047428479,0.073285441394105,12,gemma_270m_it,instruct
headquarters:3,headquarters,subject,0.0464870439691826,0.2701700873334299,0,gemma_270m_it,instruct
headquarters:4,headquarters,preanswer,-0.0059415546107899,0.0901156298138878,12,gemma_270m_it,instruct
headquarters:4,headquarters,subject,0.0673994888404152,0.4301015160639178,0,gemma_270m_it,instruct
headquarters:5,headquarters,preanswer,-0.0084840604574466,0.0766165342294807,12,gemma_270m_it,instruct
headquarters:5,headquarters,subject,0.0520328610495786,0.298980981788852,0,gemma_270m_it,instruct
headquarters:6,headquarters,preanswer,-0.0082903648424824,0.0720631537789647,12,gemma_270m_it,instruct
headquarters:6,headquarters,subject,0.0477955916689501,0.2632582491320191,0,gemma_270m_it,instruct
headquarters:7,headquarters,preanswer,-0.0034414277551539,0.0860935910181566,12,gemma_270m_it,instruct
headquarters:7,headquarters,subject,0.05847757891987,0.3355551997030322,0,gemma_270m_it,instruct
headquarters:8,headquarters,preanswer,-0.0041783944512209,0.0698377422311089,12,gemma_270m_it,instruct
headquarters:8,headquarters,subject,0.050986139884576,0.3136722819710319,0,gemma_270m_it,instruct
headquarters:9,headquarters,preanswer,-0.0047380602267893,0.0866599265824664,12,gemma_270m_it,instruct
headquarters:9,headquarters,subject,0.0521473426572501,0.3160423476136093,0,gemma_270m_it,instruct
official_language:0,official_language,preanswer,-0.0091967688213331,0.039145422704292,12,gemma_270m_it,instruct
official_language:0,official_language,subject,0.0562338423350769,0.2584087461741133,0,gemma_270m_it,instruct
official_language:1,official_language,preanswer,-0.0120853261476514,0.033819591570081,12,gemma_270m_it,instruct
official_language:1,official_language,subject,0.0505996870475912,0.2269553017492095,0,gemma_270m_it,instruct
official_language:10,official_language,preanswer,-0.0097643362220238,0.0363073812966997,12,gemma_270m_it,instruct
official_language:10,official_language,subject,0.0590571909554942,0.2759867759393246,0,gemma_270m_it,instruct
official_language:11,official_language,preanswer,-0.0110645228667617,0.0346391234885562,12,gemma_270m_it,instruct
official_language:11,official_language,subject,0.0632947752791572,0.2913403078687913,0,gemma_270m_it,instruct
official_language:2,official_language,preanswer,-0.0135252118559071,0.0260605194577665,12,gemma_270m_it,instruct
official_language:2,official_language,subject,0.0527654739699611,0.2415430699686773,0,gemma_270m_it,instruct
official_language:3,official_language,preanswer,-0.0089830947782756,0.0355469794435934,12,gemma_270m_it,instruct
official_language:3,official_language,subject,0.0727679839911196,0.3333152558682768,0,gemma_270m_it,instruct
official_language:4,official_language,preanswer,-0.0116542404351335,0.0345175906338475,12,gemma_270m_it,instruct
official_language:4,official_language,subject,0.0556959233808045,0.2537534783283869,0,gemma_270m_it,instruct
official_language:5,official_language,preanswer,-0.011730196195896,0.0275941497900269,12,gemma_270m_it,instruct
official_language:5,official_language,subject,0.1616612942661989,0.8558653533091826,0,gemma_270m_it,instruct
official_language:6,official_language,preanswer,-0.0103003368901107,0.0372294341072891,12,gemma_270m_it,instruct
official_language:6,official_language,subject,0.0546881190394537,0.2563780546470573,0,gemma_270m_it,instruct
official_language:7,official_language,preanswer,-0.008392339860017,0.0419683957641775,12,gemma_270m_it,instruct
official_language:7,official_language,subject,0.0570121555289673,0.2686165731936467,0,gemma_270m_it,instruct
official_language:8,official_language,preanswer,-0.0086932766505263,0.0405922673191085,12,gemma_270m_it,instruct
official_language:8,official_language,subject,0.0620808113199386,0.2874607103947324,0,gemma_270m_it,instruct
official_language:9,official_language,preanswer,-0.0090609683830805,0.0377674821877117,12,gemma_270m_it,instruct
official_language:9,official_language,subject,0.058799936055121,0.2942514413629066,0,gemma_270m_it,instruct
birth_place:0,birth_place,preanswer,-0.1145271265560601,0.0106134174786733,21,qwen2_5_0_5b_base,base
birth_place:0,birth_place,subject,0.3270462635184123,0.8580205568700738,0,qwen2_5_0_5b_base,base
birth_place:1,birth_place,preanswer,-0.1045012112959243,0.0063118795779618,-1,qwen2_5_0_5b_base,base
birth_place:1,birth_place,subject,0.3148126604483519,0.7907609696443559,0,qwen2_5_0_5b_base,base
birth_place:10,birth_place,preanswer,-0.1135403626381462,-0.010628454104969,-1,qwen2_5_0_5b_base,base
birth_place:10,birth_place,subject,0.3260026220573642,0.8575735598543553,0,qwen2_5_0_5b_base,base
birth_place:11,birth_place,preanswer,-0.1049225346953725,0.005094878714193,-1,qwen2_5_0_5b_base,base
birth_place:11,birth_place,subject,0.2939344766609379,0.8496994448224459,0,qwen2_5_0_5b_base,base
birth_place:2,birth_place,preanswer,-0.1084857659700745,-0.0154447650932001,-1,qwen2_5_0_5b_base,base
birth_place:2,birth_place,subject,0.3208278684281259,0.8520923976885212,0,qwen2_5_0_5b_base,base
birth_place:3,birth_place,preanswer,-0.0999309491095725,0.0317666535124634,21,qwen2_5_0_5b_base,base
birth_place:3,birth_place,subject,0.308777612421163,0.7987569020143852,0,qwen2_5_0_5b_base,base
birth_place:4,birth_place,preanswer,-0.1062197312695949,0.0148839316133296,21,qwen2_5_0_5b_base,base
birth_place:4,birth_place,subject,0.3168886178180841,0.8375232955484975,0,qwen2_5_0_5b_base,base
birth_place:5,birth_place,preanswer,-0.1037703441499175,0.0301024297986066,21,qwen2_5_0_5b_base,base
birth_place:5,birth_place,subject,0.2895673655606736,0.815587168707597,0,qwen2_5_0_5b_base,base
birth_place:6,birth_place,preanswer,-0.1011081169535736,0.0259009439385299,21,qwen2_5_0_5b_base,base
birth_place:6,birth_place,subject,0.3095268778887464,0.7786452433263713,0,qwen2_5_0_5b_base,base
birth_place:7,birth_place,preanswer,-0.1030351513978493,0.0105135844963969,21,qwen2_5_0_5b_base,base
birth_place:7,birth_place,subject,0.3818093901881175,0.8824318739996561,0,qwen2_5_0_5b_base,base
birth_place:8,birth_place,preanswer,-0.1057844466516263,0.0127482623652075,21,qwen2_5_0_5b_base,base
birth_place:8,birth_place,subject,0.2927745664167495,0.8022496243200185,0,qwen2_5_0_5b_base,base
birth_place:9,birth_place,preanswer,-0.1095177454952117,0.0196521211641305,21,qwen2_5_0_5b_base,base
birth_place:9,birth_place,subject,0.3015382810745087,0.8481471577348808,0,qwen2_5_0_5b_base,base
capital:0,capital,preanswer,-0.0865912234634783,0.0328863931989128,21,qwen2_5_0_5b_base,base
capital:0,capital,subject,-0.0122481322083845,0.042600238074859,0,qwen2_5_0_5b_base,base
capital:1,capital,preanswer,-0.0900614136147796,0.0218095231914158,21,qwen2_5_0_5b_base,base
capital:1,capital,subject,-0.0158061623809073,0.0390347446681874,0,qwen2_5_0_5b_base,base
capital:10,capital,preanswer,-0.0921566190830787,0.0253282966035784,21,qwen2_5_0_5b_base,base
capital:10,capital,subject,-0.0156033776122535,0.0393171667431792,0,qwen2_5_0_5b_base,base
capital:11,capital,preanswer,-0.0824061973962028,0.047881989542282,21,qwen2_5_0_5b_base,base
capital:11,capital,subject,-0.0121570353651556,0.0403848022335405,0,qwen2_5_0_5b_base,base
capital:2,capital,preanswer,-0.0865130680821898,0.0476255985823544,21,qwen2_5_0_5b_base,base
capital:2,capital,subject,-0.0151365674290432,0.0376715074490868,0,qwen2_5_0_5b_base,base
capital:3,capital,preanswer,-0.0871929418683085,0.0552670312198725,21,qwen2_5_0_5b_base,base
capital:3,capital,subject,0.5518394302366733,0.9459407129166224,0,qwen2_5_0_5b_base,base
capital:4,capital,preanswer,-0.086673494458607,0.0342835935227798,21,qwen2_5_0_5b_base,base
capital:4,capital,subject,-0.012207626996884,0.0441547319518798,0,qwen2_5_0_5b_base,base
capital:5,capital,preanswer,-0.0851084019154171,0.0559062537257417,21,qwen2_5_0_5b_base,base
capital:5,capital,subject,0.5070848560126527,0.904967346673154,0,qwen2_5_0_5b_base,base
capital:6,capital,preanswer,-0.0854734778736431,0.0580150268859033,21,qwen2_5_0_5b_base,base
capital:6,capital,subject,-0.0101434434633266,0.0431811911985278,0,qwen2_5_0_5b_base,base
capital:7,capital,preanswer,-0.088975286489737,0.0306228956941402,21,qwen2_5_0_5b_base,base
capital:7,capital,subject,-0.016861230965599,0.0406548745760863,0,qwen2_5_0_5b_base,base
capital:8,capital,preanswer,-0.0834058113658083,0.0652486595579169,21,qwen2_5_0_5b_base,base
capital:8,capital,subject,-0.0098161603632204,0.0382836404058969,0,qwen2_5_0_5b_base,base
capital:9,capital,preanswer,-0.0843900750577163,0.0642044554944292,21,qwen2_5_0_5b_base,base
capital:9,capital,subject,-0.0127894672100088,0.0382299330932173,0,qwen2_5_0_5b_base,base
currency:0,currency,preanswer,-0.0876265640212975,0.0160976257739645,21,qwen2_5_0_5b_base,base
currency:0,currency,subject,-0.0159575139121517,0.0423626452119964,0,qwen2_5_0_5b_base,base
currency:1,currency,preanswer,-0.0889213259448444,0.0124591434318007,21,qwen2_5_0_5b_base,base
currency:1,currency,subject,-0.0198400717575839,0.0388732443309642,0,qwen2_5_0_5b_base,base
currency:10,currency,preanswer,-0.0906467337620349,0.0079243163945096,21,qwen2_5_0_5b_base,base
currency:10,currency,subject,-0.0203077427152428,0.0395515193090294,1,qwen2_5_0_5b_base,base
currency:11,currency,preanswer,-0.0815800487540914,0.0344378509078964,21,qwen2_5_0_5b_base,base
currency:11,currency,subject,-0.0125496360660598,0.0403951891895496,0,qwen2_5_0_5b_base,base
currency:2,currency,preanswer,-0.0869363900942838,0.0203986782016175,21,qwen2_5_0_5b_base,base
