model_name,model_variant,relation,fact_id,best_family,worst_family,early_layer,late_layer,baseline_best_answer_f1,projected_best_answer_f1,project_best_answer_f1_delta,baseline_best_selectivity,projected_best_selectivity,project_best_selectivity_delta,baseline_best_alignment,projected_best_alignment,project_best_alignment_delta,baseline_worst_answer_f1,patched_worst_answer_f1,patch_worst_answer_f1_delta,baseline_worst_selectivity,patched_worst_selectivity,patch_worst_selectivity_delta,baseline_worst_alignment,patched_worst_alignment,patch_worst_alignment_delta
qwen2_5_0_5b_instruct,instruct,official_language,official_language:5,chat_template,declarative,0,21,1.0,1.0,0.0,0.0,0.0,0.0,0.09071952104568481,0.09450656175613403,0.0037870407104492188,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,0.030833542346954346,0.00949782133102417,-0.021335721015930176
qwen2_5_0_5b_instruct,instruct,official_language,official_language:6,chat_template,declarative,0,21,1.0,1.0,0.0,1.0,1.0,0.0,0.10164731740951538,0.0935518741607666,-0.00809544324874878,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0,0.018806517124176025,0.0175323486328125,-0.0012741684913635254
qwen2_5_0_5b_instruct,instruct,official_language,official_language:7,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0935702919960022,0.08884662389755249,-0.004723668098449707,0.33333333333333337,0.0,-0.33333333333333337,0.33333333333333337,0.0,-0.33333333333333337,0.019917666912078857,0.0196189284324646,-0.0002987384796142578
qwen2_5_0_5b_instruct,instruct,official_language,official_language:8,chat_template,declarative,0,21,1.0,1.0,0.0,0.0,0.0,0.0,0.06192135810852051,0.060158371925354004,-0.001762986183166504,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.04147446155548096,0.03964269161224365,-0.0018317699432373047
qwen2_5_0_5b_instruct,instruct,official_language,official_language:9,chat_template,declarative,0,21,0.5,0.0,-0.5,0.5,0.0,-0.5,0.06665736436843872,0.06486445665359497,-0.00179290771484375,0.4,0.33333333333333337,-0.06666666666666665,0.4,0.33333333333333337,-0.06666666666666665,0.020720362663269043,0.01960235834121704,-0.001118004322052002
qwen2_5_0_5b_instruct,instruct,official_language,official_language:10,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0720587968826294,0.07408714294433594,0.002028346061706543,0.0,0.0,0.0,0.0,0.0,0.0,0.006823837757110596,0.006645083427429199,-0.00017875432968139648
qwen2_5_0_5b_instruct,instruct,official_language,official_language:11,chat_template,declarative,0,21,1.0,1.0,0.0,0.0,0.0,0.0,0.07720369100570679,0.07566624879837036,-0.0015374422073364258,0.19999999999999998,0.2857142857142857,0.08571428571428572,0.0,0.0,0.0,0.013386428356170654,0.01268923282623291,-0.0006971955299377441
qwen2_5_0_5b_instruct,instruct,currency,currency:0,chat_template,declarative,0,21,0.5,0.5,0.0,0.5,0.5,0.0,0.08661264181137085,0.08848065137863159,0.0018680095672607422,0.1818181818181818,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.0,0.04071301221847534,0.03929084539413452,-0.0014221668243408203
qwen2_5_0_5b_instruct,instruct,currency,currency:1,chat_template,declarative,0,21,0.5,0.5,0.0,0.5,0.5,0.0,0.08789926767349243,0.09144055843353271,0.003541290760040283,0.22222222222222224,0.22222222222222224,0.0,0.22222222222222224,0.22222222222222224,0.0,0.031915366649627686,0.03094029426574707,-0.0009750723838806152
qwen2_5_0_5b_instruct,instruct,currency,currency:2,chat_template,declarative,0,21,0.4,0.4,0.0,0.4,0.4,0.0,0.11632108688354492,0.11800217628479004,0.0016810894012451172,0.4444444444444445,0.4444444444444445,0.0,0.4444444444444445,0.4444444444444445,0.0,0.04917174577713013,0.04979515075683594,0.0006234049797058105
qwen2_5_0_5b_instruct,instruct,currency,currency:3,chat_template,declarative,0,21,1.0,0.0,-1.0,1.0,0.0,-1.0,0.08755427598953247,-0.04542803764343262,-0.1329823136329651,0.0,0.0,0.0,0.0,0.0,0.0,0.06516426801681519,0.04604005813598633,-0.019124209880828857
qwen2_5_0_5b_instruct,instruct,currency,currency:4,chat_template,declarative,0,21,0.5714285714285715,0.5714285714285715,0.0,0.5714285714285715,0.5714285714285715,0.0,0.1293383240699768,0.1275818943977356,-0.001756429672241211,0.25,0.25,0.0,0.25,0.25,0.0,0.036201536655426025,0.03584486246109009,-0.0003566741943359375
qwen2_5_0_5b_instruct,instruct,currency,currency:5,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.11508965492248535,0.11833703517913818,0.003247380256652832,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.053661882877349854,0.03254902362823486,-0.02111285924911499
qwen2_5_0_5b_instruct,instruct,currency,currency:6,chat_template,declarative,0,21,0.4,0.4,0.0,0.4,0.4,0.0,0.15844041109085083,0.16308975219726562,0.004649341106414795,0.22222222222222224,0.1818181818181818,-0.04040404040404044,0.22222222222222224,0.1818181818181818,-0.04040404040404044,0.06559264659881592,0.06343811750411987,-0.002154529094696045
qwen2_5_0_5b_instruct,instruct,currency,currency:7,chat_template,declarative,0,21,0.4,0.4,0.0,0.4,0.4,0.0,0.14714574813842773,0.1505138874053955,0.0033681392669677734,0.3636363636363636,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,0.0,0.048962175846099854,0.05089116096496582,0.0019289851188659668
qwen2_5_0_5b_instruct,instruct,currency,currency:8,chat_template,declarative,0,21,0.4,0.4,0.0,0.4,0.4,0.0,0.10340774059295654,0.10373294353485107,0.00032520294189453125,0.4,0.4,0.0,0.4,0.4,0.0,0.05264514684677124,0.05168938636779785,-0.0009557604789733887
qwen2_5_0_5b_instruct,instruct,currency,currency:9,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.12795811891555786,0.12890440225601196,0.0009462833404541016,0.0,0.0,0.0,0.0,0.0,0.0,0.04947763681411743,0.046752989292144775,-0.0027246475219726562
qwen2_5_0_5b_instruct,instruct,currency,currency:10,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.13380414247512817,0.1329437494277954,-0.0008603930473327637,0.0,0.0,0.0,0.0,0.0,0.0,0.05358642339706421,0.05120807886123657,-0.0023783445358276367
qwen2_5_0_5b_instruct,instruct,currency,currency:11,chat_template,declarative,0,21,0.4444444444444445,0.4444444444444445,0.0,0.4444444444444445,0.4444444444444445,0.0,0.08621722459793091,0.08705413341522217,0.0008369088172912598,0.4444444444444445,0.4444444444444445,0.0,0.4444444444444445,0.4444444444444445,0.0,0.044494688510894775,0.044964373111724854,0.0004696846008300781
qwen2_5_0_5b_instruct,instruct,headquarters,headquarters:0,chat_template,declarative,0,21,1.0,1.0,0.0,1.0,1.0,0.0,0.11554157733917236,0.11740905046463013,0.0018674731254577637,0.0,0.0,0.0,0.0,0.0,0.0,0.09399962425231934,0.09387850761413574,-0.00012111663818359375
qwen2_5_0_5b_instruct,instruct,headquarters,headquarters:1,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.08644288778305054,0.08487957715988159,-0.0015633106231689453,0.4,0.4,0.0,0.4,0.4,0.0,0.06244230270385742,0.06472951173782349,0.0022872090339660645
qwen2_5_0_5b_instruct,instruct,headquarters,headquarters:2,chat_template,declarative,0,21,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.09823340177536011,0.098122239112854,-0.00011116266250610352,0.4444444444444444,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444,0.0,0.08677953481674194,0.08705610036849976,0.0002765655517578125
qwen2_5_0_5b_instruct,instruct,headquarters,headquarters:3,chat_template,declarative,0,21,1.0,1.0,0.0,1.0,1.0,0.0,0.08939903974533081,0.09010028839111328,0.0007012486457824707,0.0,0.0,0.0,0.0,0.0,0.0,0.0850534439086914,0.08889210224151611,0.003838658332824707
qwen2_5_0_5b_instruct,instruct,headquarters,headquarters:4,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.07133829593658447,0.07092970609664917,-0.00040858983993530273,0.0,0.0,0.0,0.0,0.0,0.0,0.056001901626586914,0.05616253614425659,0.00016063451766967773
qwen2_5_0_5b_instruct,instruct,headquarters,headquarters:5,chat_template,declarative,0,21,1.0,1.0,0.0,0.5,0.5,0.0,0.14248651266098022,0.1423967480659485,-8.976459503173828e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.09288680553436279,0.09590864181518555,0.003021836280822754
qwen2_5_0_5b_instruct,instruct,headquarters,headquarters:6,chat_template,declarative,0,21,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.09684556722640991,0.09757417440414429,0.000728607177734375,0.0,0.0,0.0,0.0,0.0,0.0,0.08491390943527222,0.08351856470108032,-0.0013953447341918945
qwen2_5_0_5b_instruct,instruct,headquarters,headquarters:7,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0917704701423645,0.09089028835296631,-0.0008801817893981934,0.0,0.0,0.0,0.0,0.0,0.0,0.09140199422836304,0.09358280897140503,0.002180814743041992
qwen2_5_0_5b_instruct,instruct,headquarters,headquarters:8,chat_template,declarative,0,21,0.5,0.5,0.0,0.5,0.5,0.0,0.10962569713592529,0.11048388481140137,0.0008581876754760742,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.09998732805252075,0.09957176446914673,-0.00041556358337402344
qwen2_5_0_5b_instruct,instruct,headquarters,headquarters:9,chat_template,declarative,0,21,1.0,1.0,0.0,1.0,1.0,0.0,0.08041566610336304,0.08200156688690186,0.0015859007835388184,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0656234622001648,0.06594216823577881,0.00031870603561401367
qwen2_5_0_5b_instruct,instruct,headquarters,headquarters:10,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.11848169565200806,0.11700785160064697,-0.001473844051361084,0.0,0.0,0.0,0.0,0.0,0.0,0.08559423685073853,0.08583903312683105,0.0002447962760925293
qwen2_5_0_5b_instruct,instruct,headquarters,headquarters:11,chat_template,declarative,0,21,0.0,0.0,0.0,-1.0,-0.6666666666666666,0.33333333333333337,0.12178981304168701,0.12270563840866089,0.000915825366973877,0.0,0.0,0.0,0.0,0.0,0.0,0.08391320705413818,0.0840224027633667,0.00010919570922851562
qwen2_5_0_5b_instruct,instruct,birth_place,birth_place:0,chat_template,declarative,0,21,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0948905348777771,-0.029252350330352783,-0.12414288520812988,0.0,0.0,0.0,0.0,0.0,0.0,0.024546802043914795,-0.03781682252883911,-0.062363624572753906
qwen2_5_0_5b_instruct,instruct,birth_place,birth_place:1,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.2043268084526062,0.06470739841461182,-0.13961941003799438,0.5714285714285715,0.5714285714285715,0.0,0.5714285714285715,0.5714285714285715,0.0,0.21901166439056396,0.2280975580215454,0.009085893630981445
qwen2_5_0_5b_instruct,instruct,birth_place,birth_place:2,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.2029561996459961,-0.048834383487701416,-0.2517905831336975,0.5714285714285715,0.0,-0.5714285714285715,0.5714285714285715,0.0,-0.5714285714285715,0.2240227460861206,0.13103795051574707,-0.09298479557037354
qwen2_5_0_5b_instruct,instruct,birth_place,birth_place:3,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.16582614183425903,-0.03639954328536987,-0.2022256851196289,0.0,0.0,0.0,0.0,0.0,0.0,0.12636590003967285,0.15457391738891602,0.028208017349243164
qwen2_5_0_5b_instruct,instruct,birth_place,birth_place:4,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,-1.0,-1.0,0.1696421504020691,-0.020390093326568604,-0.1900322437286377,0.0,0.0,0.0,0.0,0.0,0.0,0.1374097466468811,0.15582239627838135,0.018412649631500244
qwen2_5_0_5b_instruct,instruct,birth_place,birth_place:5,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.10491520166397095,0.0641675591468811,-0.040747642517089844,0.0,0.0,0.0,0.0,0.0,0.0,0.05624181032180786,0.042205095291137695,-0.014036715030670166
qwen2_5_0_5b_instruct,instruct,birth_place,birth_place:6,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.1542496681213379,-0.0728960633277893,-0.2271457314491272,0.0,0.0,0.0,0.0,0.0,0.0,0.16345328092575073,0.18171095848083496,0.01825767755508423
qwen2_5_0_5b_instruct,instruct,birth_place,birth_place:7,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.20491212606430054,0.06010329723358154,-0.144808828830719,0.0,0.0,0.0,0.0,0.0,0.0,0.24522382020950317,0.128348708152771,-0.11687511205673218
qwen2_5_0_5b_instruct,instruct,birth_place,birth_place:8,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.10425633192062378,-0.008256137371063232,-0.11251246929168701,0.0,0.0,0.0,0.0,0.0,0.0,0.11552834510803223,0.06890910863876343,-0.0466192364692688
qwen2_5_0_5b_instruct,instruct,birth_place,birth_place:9,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.13880646228790283,-0.061233580112457275,-0.2000400424003601,0.0,0.0,0.0,0.0,0.0,0.0,0.06762063503265381,-0.025767266750335693,-0.0933879017829895
qwen2_5_0_5b_instruct,instruct,birth_place,birth_place:10,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.14545053243637085,-0.04400992393493652,-0.18946045637130737,0.2222222222222222,0.0,-0.2222222222222222,0.2222222222222222,0.0,-0.2222222222222222,0.18281596899032593,0.10820382833480835,-0.07461214065551758
qwen2_5_0_5b_instruct,instruct,birth_place,birth_place:11,chat_template,declarative,0,21,0.0,0.0,0.0,0.0,-1.0,-1.0,0.158960223197937,-0.026933133602142334,-0.18589335680007935,0.0,0.0,0.0,0.0,0.0,0.0,0.14946770668029785,-0.028568923473358154,-0.178036630153656
