relation,prompt_family,metric,mean,ci_low,ci_high,count
capital,qa,answer_f1,0.0,0.0,0.0,12
capital,qa,answer_similarity,0.17001020249123236,0.12905017056365312,0.21771189457857898,12
capital,raw_question,full_exact_match,0.0,0.0,0.0,12
capital,raw_question,contains_expected,0.08333333333333333,0.0,0.25,12
capital,raw_question,answer_f1,0.1111111111111111,0.0,0.27777777777777773,12
capital,raw_question,answer_similarity,0.25165072553103796,0.11587836309191953,0.4139091556633144,12
currency,chat_template,full_exact_match,0.0,0.0,0.0,12
currency,chat_template,contains_expected,0.08333333333333333,0.0,0.25,12
currency,chat_template,answer_f1,0.12222222222222223,0.013888888888888888,0.2861111111111111,12
currency,chat_template,answer_similarity,0.3631636224189094,0.2519122445222063,0.48857467588634557,12
currency,declarative,full_exact_match,0.0,0.0,0.0,12
currency,declarative,contains_expected,0.4166666666666667,0.16666666666666666,0.6666666666666666,12
currency,declarative,answer_f1,0.25140692640692647,0.1987188852813853,0.30340097402597394,12
currency,declarative,answer_similarity,0.3962470803316047,0.3260136646118881,0.47183095609214704,12
currency,qa,full_exact_match,0.0,0.0,0.0,12
currency,qa,contains_expected,0.16666666666666666,0.0,0.4166666666666667,12
currency,qa,answer_f1,0.15867003367003366,0.06884680134680134,0.2651893939393939,12
currency,qa,answer_similarity,0.3498555002422176,0.25873575942441346,0.45792592028030654,12
currency,raw_question,full_exact_match,0.0,0.0,0.0,12
currency,raw_question,contains_expected,0.3333333333333333,0.08333333333333333,0.5833333333333334,12
currency,raw_question,answer_f1,0.24305555555555555,0.08333333333333333,0.42083333333333334,12
currency,raw_question,answer_similarity,0.46046202729954766,0.32835103422391737,0.6007867428523689,12
headquarters,chat_template,full_exact_match,0.08333333333333333,0.0,0.25,12
headquarters,chat_template,contains_expected,0.25,0.0,0.5,12
headquarters,chat_template,answer_f1,0.18055555555555555,0.020833333333333332,0.34722222222222215,12
headquarters,chat_template,answer_similarity,0.3457317306954988,0.22925170495935895,0.4792959164845485,12
headquarters,declarative,full_exact_match,0.0,0.0,0.0,12
headquarters,declarative,contains_expected,0.4166666666666667,0.16666666666666666,0.6666666666666666,12
headquarters,declarative,answer_f1,0.15601851851851853,0.07032407407407408,0.2435185185185185,12
headquarters,declarative,answer_similarity,0.3206445667311984,0.24071606657583602,0.39323628514095244,12
headquarters,qa,full_exact_match,0.0,0.0,0.0,12
headquarters,qa,contains_expected,0.3333333333333333,0.08333333333333333,0.5833333333333334,12
headquarters,qa,answer_f1,0.17745911495911496,0.06721906565656566,0.2842367123617123,12
headquarters,qa,answer_similarity,0.3387777189958611,0.22230365198938398,0.4411130922213121,12
headquarters,raw_question,full_exact_match,0.0,0.0,0.0,12
headquarters,raw_question,contains_expected,0.16666666666666666,0.0,0.4166666666666667,12
headquarters,raw_question,answer_f1,0.05218855218855218,0.0,0.10774410774410774,12
headquarters,raw_question,answer_similarity,0.21529408372155268,0.18288740102574755,0.25010204329804775,12
official_language,chat_template,full_exact_match,0.0,0.0,0.0,12
official_language,chat_template,contains_expected,0.16666666666666666,0.0,0.4166666666666667,12
official_language,chat_template,answer_f1,0.03935185185185185,0.0,0.09722222222222221,12
official_language,chat_template,answer_similarity,0.19961319179010753,0.1429698978473654,0.26361102218394816,12
official_language,declarative,full_exact_match,0.0,0.0,0.0,12
official_language,declarative,contains_expected,0.5833333333333334,0.3333333333333333,0.8333333333333334,12
official_language,declarative,answer_f1,0.12453703703703702,0.06851851851851852,0.18009259259259258,12
official_language,declarative,answer_similarity,0.22928762848887538,0.20267099386126997,0.2567999978165208,12
official_language,qa,full_exact_match,0.0,0.0,0.0,12
official_language,qa,contains_expected,0.5833333333333334,0.3333333333333333,0.8333333333333334,12
official_language,qa,answer_f1,0.12962962962962965,0.07407407407407407,0.1851851851851852,12
official_language,qa,answer_similarity,0.24702141335799632,0.19266336154326183,0.28804711989567733,12
official_language,raw_question,full_exact_match,0.0,0.0,0.0,12
official_language,raw_question,contains_expected,0.16666666666666666,0.0,0.4166666666666667,12
official_language,raw_question,answer_f1,0.03935185185185185,0.0,0.09722222222222221,12
official_language,raw_question,answer_similarity,0.19588311179948673,0.15479244681880933,0.2441179791562897,12
