model_name,relation,prompt_family,candidate_type,fact_id,baseline_answer_f1,ablated_answer_f1,answer_f1_drop,baseline_contains_expected,ablated_contains_expected,contains_drop,baseline_rank,ablated_rank,baseline_target_selectivity,ablated_target_selectivity,target_selectivity_drop,same_subject_control_f1_increase,same_relation_control_f1_increase,lexical_distractor_f1_increase,max_control_f1_increase
gemma_270m_base,capital,chat_template,invariant,capital:11,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,1.0,25,46,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,raw_question,invariant,official_language:9,0.0,0.0,0.0,0.0,0.0,0.0,40,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,declarative,invariant,official_language:9,0.19999999999999998,0.19999999999999998,0.0,1.0,1.0,0.0,2,1,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,qa,invariant,official_language:9,0.2222222222222222,0.2222222222222222,0.0,1.0,1.0,0.0,1,2,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,chat_template,invariant,official_language:9,0.0,0.25,-0.25,0.0,1.0,-1.0,13,37,0.0,0.25,-0.25,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,raw_question,invariant,official_language:10,0.0,0.0,0.0,0.0,0.0,0.0,27,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,declarative,invariant,official_language:10,0.19999999999999998,0.19999999999999998,0.0,1.0,1.0,0.0,2,2,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,qa,invariant,official_language:10,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,chat_template,invariant,official_language:10,0.2222222222222222,0.25,-0.02777777777777779,1.0,1.0,0.0,8,24,0.2222222222222222,0.25,-0.02777777777777779,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,raw_question,invariant,official_language:11,0.0,0.0,0.0,0.0,0.0,0.0,28,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,declarative,invariant,official_language:11,0.25,0.19999999999999998,0.05000000000000002,1.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,-0.05000000000000002,-0.05000000000000002
gemma_270m_base,official_language,qa,invariant,official_language:11,0.2222222222222222,0.2222222222222222,0.0,1.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,chat_template,invariant,official_language:11,0.0,0.0,0.0,0.0,0.0,0.0,5,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,raw_question,invariant,currency:9,0.25,0.0,0.25,1.0,0.0,1.0,1144,2281,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25
gemma_270m_base,currency,declarative,invariant,currency:9,0.25,0.25,0.0,1.0,1.0,0.0,17,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,qa,invariant,currency:9,0.0,0.0,0.0,0.0,0.0,0.0,83,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,chat_template,invariant,currency:9,0.0,0.0,0.0,0.0,0.0,0.0,192,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,raw_question,invariant,currency:10,0.4,0.0,0.4,0.0,0.0,0.0,26,27,0.4,0.0,0.4,0.0,0.0,0.0,0.0
gemma_270m_base,currency,declarative,invariant,currency:10,0.28571428571428575,0.2,0.08571428571428574,0.0,0.0,0.0,18,19,0.28571428571428575,0.2,0.08571428571428574,0.0,0.0,0.0,0.0
gemma_270m_base,currency,qa,invariant,currency:10,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,chat_template,invariant,currency:10,0.0,0.0,0.0,0.0,0.0,0.0,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,raw_question,invariant,currency:11,0.0,0.0,0.0,0.0,0.0,0.0,17,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,declarative,invariant,currency:11,0.2,0.1818181818181818,0.018181818181818216,0.0,0.0,0.0,6,7,0.2,0.1818181818181818,0.018181818181818216,0.0,0.0,0.0,0.0
gemma_270m_base,currency,qa,invariant,currency:11,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,chat_template,invariant,currency:11,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,raw_question,invariant,headquarters:9,0.0,0.0,0.0,0.0,0.0,0.0,24,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,declarative,invariant,headquarters:9,0.25,0.2222222222222222,0.02777777777777779,1.0,1.0,0.0,2,2,0.25,0.2222222222222222,0.02777777777777779,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,qa,invariant,headquarters:9,0.25,0.25,0.0,1.0,1.0,0.0,1,1,0.25,0.25,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,chat_template,invariant,headquarters:9,0.25,0.0,0.25,1.0,0.0,1.0,9,16,0.25,0.0,0.25,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,raw_question,invariant,headquarters:10,0.0,0.0,0.0,0.0,0.0,0.0,74,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,declarative,invariant,headquarters:10,0.0,0.0,0.0,0.0,0.0,0.0,10,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,qa,invariant,headquarters:10,0.0,0.0,0.0,0.0,0.0,0.0,11,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,chat_template,invariant,headquarters:10,0.0,0.0,0.0,0.0,0.0,0.0,62,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,raw_question,invariant,headquarters:11,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.0,6,5,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,declarative,invariant,headquarters:11,0.2,0.2,0.0,0.0,0.0,0.0,7,7,0.2,0.2,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,qa,invariant,headquarters:11,0.3636363636363636,0.3636363636363636,0.0,0.0,0.0,0.0,1,1,0.3636363636363636,0.3636363636363636,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,chat_template,invariant,headquarters:11,0.25,0.2,0.04999999999999999,0.0,0.0,0.0,3,3,-0.0357142857142857,-0.0222222222222222,-0.0134920634920635,0.0,0.0,-0.06349206349206349,-0.06349206349206349
gemma_270m_base,birth_place,raw_question,invariant,birth_place:9,0.0,0.0,0.0,0.0,0.0,0.0,1712,1872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,declarative,invariant,birth_place:9,0.0,0.0,0.0,0.0,0.0,0.0,99,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,qa,invariant,birth_place:9,0.0,0.0,0.0,0.0,0.0,0.0,392,522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,chat_template,invariant,birth_place:9,0.0,0.0,0.0,0.0,0.0,0.0,1843,2590,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,raw_question,invariant,birth_place:10,0.0,0.2,-0.2,0.0,0.0,0.0,75,151,0.0,0.2,-0.2,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,declarative,invariant,birth_place:10,0.7499999999999999,0.7499999999999999,0.0,1.0,1.0,0.0,2,2,0.7499999999999999,0.7499999999999999,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,qa,invariant,birth_place:10,0.6666666666666666,0.6,0.06666666666666665,1.0,1.0,0.0,5,9,0.6666666666666666,0.6,0.06666666666666665,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,chat_template,invariant,birth_place:10,0.0,0.0,0.0,0.0,0.0,0.0,59,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,raw_question,invariant,birth_place:11,0.0,0.0,0.0,0.0,0.0,0.0,297,468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,declarative,invariant,birth_place:11,0.0,0.0,0.0,0.0,0.0,0.0,60,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,qa,invariant,birth_place:11,0.0,0.0,0.0,0.0,0.0,0.0,50,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,chat_template,invariant,birth_place:11,0.0,0.0,0.0,0.0,0.0,0.0,104,377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,capital,raw_question,prompt_sensitive,capital:9,0.0,0.6666666666666666,-0.6666666666666666,0.0,1.0,-1.0,19,16,0.0,0.6666666666666666,-0.6666666666666666,0.0,0.0,0.0,0.0
gemma_270m_base,capital,declarative,prompt_sensitive,capital:9,0.19999999999999998,0.19999999999999998,0.0,1.0,1.0,0.0,1,1,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,capital,qa,prompt_sensitive,capital:9,0.0,0.6666666666666666,-0.6666666666666666,0.0,1.0,-1.0,3,12,0.0,0.6666666666666666,-0.6666666666666666,0.0,0.0,0.0,0.0
gemma_270m_base,capital,chat_template,prompt_sensitive,capital:9,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,8,14,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,capital,raw_question,prompt_sensitive,capital:10,0.0,0.6666666666666666,-0.6666666666666666,0.0,1.0,-1.0,11,11,0.0,0.6666666666666666,-0.6666666666666666,0.0,0.0,0.0,0.0
gemma_270m_base,capital,declarative,prompt_sensitive,capital:10,0.2222222222222222,0.19999999999999998,0.022222222222222227,1.0,1.0,0.0,1,1,0.2222222222222222,0.19999999999999998,0.022222222222222227,0.0,0.0,0.0,0.0
gemma_270m_base,capital,qa,prompt_sensitive,capital:10,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,capital,chat_template,prompt_sensitive,capital:10,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,6,7,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,capital,raw_question,prompt_sensitive,capital:11,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,31,29,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,capital,declarative,prompt_sensitive,capital:11,0.19999999999999998,0.2222222222222222,-0.022222222222222227,1.0,1.0,0.0,1,1,0.19999999999999998,0.2222222222222222,-0.022222222222222227,0.0,0.0,0.0,0.0
gemma_270m_base,capital,qa,prompt_sensitive,capital:11,0.0,0.6666666666666666,-0.6666666666666666,0.0,1.0,-1.0,4,13,0.0,0.6666666666666666,-0.6666666666666666,0.0,0.0,0.0,0.0
gemma_270m_base,capital,chat_template,prompt_sensitive,capital:11,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,25,26,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,raw_question,prompt_sensitive,official_language:9,0.0,0.0,0.0,0.0,0.0,0.0,40,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,declarative,prompt_sensitive,official_language:9,0.19999999999999998,0.19999999999999998,0.0,1.0,1.0,0.0,2,3,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,qa,prompt_sensitive,official_language:9,0.2222222222222222,0.19999999999999998,0.022222222222222227,1.0,1.0,0.0,1,8,0.2222222222222222,0.19999999999999998,0.022222222222222227,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,chat_template,prompt_sensitive,official_language:9,0.0,0.0,0.0,0.0,0.0,0.0,13,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,raw_question,prompt_sensitive,official_language:10,0.0,0.25,-0.25,0.0,1.0,-1.0,27,20,0.0,0.25,-0.25,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,declarative,prompt_sensitive,official_language:10,0.19999999999999998,0.19999999999999998,0.0,1.0,1.0,0.0,2,2,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,qa,prompt_sensitive,official_language:10,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,chat_template,prompt_sensitive,official_language:10,0.2222222222222222,0.0,0.2222222222222222,1.0,0.0,1.0,8,8,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
gemma_270m_base,official_language,raw_question,prompt_sensitive,official_language:11,0.0,0.2222222222222222,-0.2222222222222222,0.0,1.0,-1.0,28,24,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222
gemma_270m_base,official_language,declarative,prompt_sensitive,official_language:11,0.25,0.19999999999999998,0.05000000000000002,1.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,-0.05000000000000002,-0.05000000000000002
gemma_270m_base,official_language,qa,prompt_sensitive,official_language:11,0.2222222222222222,0.19999999999999998,0.022222222222222227,1.0,1.0,0.0,1,6,0.0,0.0,0.0,0.0,0.0,-0.022222222222222227,-0.022222222222222227
gemma_270m_base,official_language,chat_template,prompt_sensitive,official_language:11,0.0,0.0,0.0,0.0,0.0,0.0,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,raw_question,prompt_sensitive,currency:9,0.25,0.0,0.25,1.0,0.0,1.0,1144,316,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25
gemma_270m_base,currency,declarative,prompt_sensitive,currency:9,0.25,0.19999999999999998,0.05000000000000002,1.0,1.0,0.0,17,21,0.0,0.0,0.0,0.0,0.0,-0.05000000000000002,-0.05000000000000002
gemma_270m_base,currency,qa,prompt_sensitive,currency:9,0.0,0.0,0.0,0.0,0.0,0.0,83,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,chat_template,prompt_sensitive,currency:9,0.0,0.0,0.0,0.0,0.0,0.0,192,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,raw_question,prompt_sensitive,currency:10,0.4,0.4,0.0,0.0,0.0,0.0,26,23,0.4,0.4,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,declarative,prompt_sensitive,currency:10,0.28571428571428575,0.25,0.035714285714285754,0.0,0.0,0.0,18,28,0.28571428571428575,0.25,0.035714285714285754,0.0,0.0,0.0,0.0
gemma_270m_base,currency,qa,prompt_sensitive,currency:10,0.0,0.4,-0.4,0.0,0.0,0.0,3,5,0.0,0.4,-0.4,0.0,0.0,0.0,0.0
gemma_270m_base,currency,chat_template,prompt_sensitive,currency:10,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,raw_question,prompt_sensitive,currency:11,0.0,0.0,0.0,0.0,0.0,0.0,17,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,declarative,prompt_sensitive,currency:11,0.2,0.1818181818181818,0.018181818181818216,0.0,0.0,0.0,6,8,0.2,0.1818181818181818,0.018181818181818216,0.0,0.0,0.0,0.0
gemma_270m_base,currency,qa,prompt_sensitive,currency:11,0.0,0.0,0.0,0.0,0.0,0.0,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,currency,chat_template,prompt_sensitive,currency:11,0.0,0.2,-0.2,0.0,0.0,0.0,6,6,0.0,0.2,-0.2,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,raw_question,prompt_sensitive,headquarters:9,0.0,0.0,0.0,0.0,0.0,0.0,24,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,declarative,prompt_sensitive,headquarters:9,0.25,0.19999999999999998,0.05000000000000002,1.0,1.0,0.0,2,2,0.25,0.19999999999999998,0.05000000000000002,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,qa,prompt_sensitive,headquarters:9,0.25,0.25,0.0,1.0,1.0,0.0,1,8,0.25,0.25,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,chat_template,prompt_sensitive,headquarters:9,0.25,0.25,0.0,1.0,1.0,0.0,9,12,0.25,0.25,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,raw_question,prompt_sensitive,headquarters:10,0.0,0.0,0.0,0.0,0.0,0.0,74,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,declarative,prompt_sensitive,headquarters:10,0.0,0.0,0.0,0.0,0.0,0.0,10,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,qa,prompt_sensitive,headquarters:10,0.0,0.0,0.0,0.0,0.0,0.0,11,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,chat_template,prompt_sensitive,headquarters:10,0.0,0.0,0.0,0.0,0.0,0.0,62,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,raw_question,prompt_sensitive,headquarters:11,0.1818181818181818,0.2,-0.018181818181818216,0.0,0.0,0.0,6,6,0.1818181818181818,0.2,-0.018181818181818216,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,declarative,prompt_sensitive,headquarters:11,0.2,0.2,0.0,0.0,0.0,0.0,7,8,0.2,0.2,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,qa,prompt_sensitive,headquarters:11,0.3636363636363636,0.0,0.3636363636363636,0.0,0.0,0.0,1,3,0.3636363636363636,0.0,0.3636363636363636,0.0,0.0,0.0,0.0
gemma_270m_base,headquarters,chat_template,prompt_sensitive,headquarters:11,0.25,0.0,0.25,0.0,0.0,0.0,3,4,-0.0357142857142857,-0.6666666666666666,0.6309523809523809,0.0,0.0,0.38095238095238093,0.38095238095238093
gemma_270m_base,birth_place,raw_question,prompt_sensitive,birth_place:9,0.0,0.0,0.0,0.0,0.0,0.0,1712,1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,declarative,prompt_sensitive,birth_place:9,0.0,0.0,0.0,0.0,0.0,0.0,99,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,qa,prompt_sensitive,birth_place:9,0.0,0.0,0.0,0.0,0.0,0.0,392,1387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,chat_template,prompt_sensitive,birth_place:9,0.0,0.0,0.0,0.0,0.0,0.0,1843,1654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,raw_question,prompt_sensitive,birth_place:10,0.0,0.0,0.0,0.0,0.0,0.0,75,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,declarative,prompt_sensitive,birth_place:10,0.7499999999999999,0.7499999999999999,0.0,1.0,1.0,0.0,2,2,0.7499999999999999,0.7499999999999999,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,qa,prompt_sensitive,birth_place:10,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,1.0,5,154,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,chat_template,prompt_sensitive,birth_place:10,0.0,0.0,0.0,0.0,0.0,0.0,59,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,raw_question,prompt_sensitive,birth_place:11,0.0,0.0,0.0,0.0,0.0,0.0,297,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,declarative,prompt_sensitive,birth_place:11,0.0,0.0,0.0,0.0,0.0,0.0,60,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,qa,prompt_sensitive,birth_place:11,0.0,0.0,0.0,0.0,0.0,0.0,50,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_270m_base,birth_place,chat_template,prompt_sensitive,birth_place:11,0.0,0.0,0.0,0.0,0.0,0.0,104,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0
