position,layer,within_fact_similarity,same_relation_similarity,global_other_similarity,invariance_gap,family_centroid_separation,model_name,model_variant
preanswer,13,0.9590006793538728,0.9240559517095488,0.8968323017004878,0.0349447276443242,0.0246273279190063,gemma_270m_base,base
preanswer,14,0.9635130509734152,0.9403388906270266,0.9166146557079629,0.0231741603463887,0.022841989994049,gemma_270m_base,base
preanswer,15,0.95546752512455,0.9107663077612718,0.8744362951489165,0.0447012173632781,0.0270739197731018,gemma_270m_base,base
preanswer,16,0.9688644627730052,0.9463538739830256,0.9248786771902816,0.0225105887899796,0.0181306799252827,gemma_270m_base,base
preanswer,17,0.7992407123247782,0.7268398580451806,0.6141866696299985,0.0724008542795976,0.1632958352565765,gemma_270m_base,base
subject,0,0.9546950802517434,0.7973850490809127,0.7837062065082137,0.1573100311708307,0.0086085001627604,gemma_270m_it,instruct
subject,1,0.997188563644886,0.9917649269104004,0.9906425415072592,0.0054236367344856,0.0003847380479176,gemma_270m_it,instruct
subject,2,0.9954478477438292,0.9873735188196104,0.985921019758098,0.0080743289242187,0.000709056854248,gemma_270m_it,instruct
subject,3,0.9974205762147904,0.9375705858071643,0.929719820502214,0.0598499904076258,0.0004072189331054,gemma_270m_it,instruct
subject,4,0.9960078224539756,0.9307198458661636,0.917154781613499,0.0652879765878121,0.0007148385047912,gemma_270m_it,instruct
subject,5,0.9984243169426918,0.9758572328835726,0.971019844757393,0.0225670840591192,0.0003529787063598,gemma_270m_it,instruct
subject,6,0.9978175853689512,0.978838199004531,0.9719010027358308,0.0189793863644202,0.0004099011421203,gemma_270m_it,instruct
subject,7,0.9987189576029778,0.9882033366709948,0.9833070349413902,0.0105156209319829,0.0004611512025197,gemma_270m_it,instruct
subject,8,0.9985007286071778,0.9913197953253984,0.987592227710411,0.0071809332817792,0.0005397200584411,gemma_270m_it,instruct
subject,9,0.9984031548102696,0.9912364672869444,0.9862913890508936,0.0071666875233252,0.0006385644276936,gemma_270m_it,instruct
subject,10,0.9978808959325156,0.9921523445596298,0.9861760053783656,0.0057285513728857,0.000956525405248,gemma_270m_it,instruct
subject,11,0.9937370240688324,0.9696968777726094,0.950880263489671,0.0240401462962229,0.0033768316109975,gemma_270m_it,instruct
subject,12,0.9893016224106151,0.8912516028930744,0.8644977872725577,0.0980500195175408,0.0036785105864206,gemma_270m_it,instruct
subject,13,0.991593462228775,0.9278065136323372,0.9078122484032064,0.0637869485964377,0.0028375685214996,gemma_270m_it,instruct
subject,14,0.9890636478861172,0.9188212060679992,0.8965220522601157,0.0702424418181181,0.0042896668116251,gemma_270m_it,instruct
subject,15,0.9884961977601052,0.911427407960097,0.8877708094660193,0.077068789800008,0.0044335822264353,gemma_270m_it,instruct
subject,16,0.9908433695634206,0.9394278136392434,0.9222897623199968,0.0514155559241771,0.0038930972417195,gemma_270m_it,instruct
subject,17,0.9522413382927576,0.6775579087436199,0.5804098280903418,0.2746834295491378,0.0253515144189198,gemma_270m_it,instruct
preanswer,0,0.8040144155422847,0.8529844498882692,0.8505401889327914,-0.0489700343459844,0.1887143552303314,gemma_270m_it,instruct
preanswer,1,0.9774972314635912,0.9831092425932488,0.9824083521030844,-0.0056120111296574,0.020254095395406,gemma_270m_it,instruct
preanswer,2,0.9729042505224546,0.979655632004142,0.97838026387617,-0.0067513814816873,0.0230533679326375,gemma_270m_it,instruct
preanswer,3,0.9271145805716514,0.945311792815725,0.9418722679140046,-0.0181972122440735,0.0619399746259053,gemma_270m_it,instruct
preanswer,4,0.8730601747830709,0.9046729230632384,0.901992622227408,-0.0316127482801675,0.1201397279898325,gemma_270m_it,instruct
preanswer,5,0.954180970788002,0.9655590869486332,0.9634798597544432,-0.0113781161606312,0.0393760800361633,gemma_270m_it,instruct
preanswer,6,0.9734564185142516,0.9800031283249456,0.9771952480310574,-0.006546709810694,0.0199585755666097,gemma_270m_it,instruct
preanswer,7,0.9809783548116684,0.9856745547304552,0.984469421231188,-0.0046961999187866,0.0157853265603383,gemma_270m_it,instruct
preanswer,8,0.9847998554507892,0.9885320949057738,0.9873972425470128,-0.0037322394549845,0.0124040444691975,gemma_270m_it,instruct
preanswer,9,0.977289080619812,0.98285757265985,0.9805031874217092,-0.005568492040038,0.0186574459075927,gemma_270m_it,instruct
preanswer,10,0.9814771379033724,0.9858285884062448,0.9816533382982016,-0.0043514505028724,0.0141000747680664,gemma_270m_it,instruct
preanswer,11,0.941672118504842,0.9553505038221676,0.9402332807891072,-0.0136783853173255,0.0417544345060984,gemma_270m_it,instruct
preanswer,12,0.930973286430041,0.8539675070593754,0.8161095069022849,0.0770057793706655,0.0371387799580891,gemma_270m_it,instruct
preanswer,13,0.9468479971090952,0.9164846169451872,0.8886578255333006,0.030363380163908,0.0267392098903656,gemma_270m_it,instruct
preanswer,14,0.9498618255058924,0.9299156388888756,0.904859318723902,0.0199461866170168,0.027024894952774,gemma_270m_it,instruct
preanswer,15,0.9283029908935228,0.887984270354112,0.849581903940998,0.0403187205394108,0.0398593842983245,gemma_270m_it,instruct
preanswer,16,0.9445495242873828,0.9230295392374198,0.8967000161297619,0.0215199850499629,0.0306180516878763,gemma_270m_it,instruct
preanswer,17,0.3729697361200427,0.4452714406773642,0.3652278287572699,-0.0723017045573214,0.6989153176546097,gemma_270m_it,instruct
subject,0,0.7339898683130741,0.3321777746708108,0.282426074925587,0.4018120936422633,0.3158821711937586,qwen2_5_0_5b_base,base
subject,1,0.8368869443734487,0.4799954057981571,0.4412157686136197,0.3568915385752916,0.160919576883316,qwen2_5_0_5b_base,base
subject,2,0.7851717705527942,0.3912775222289686,0.3364941099430652,0.3938942483238255,0.2384726007779439,qwen2_5_0_5b_base,base
subject,3,0.7868522403140863,0.4711263072056075,0.4143779139063553,0.3157259331084788,0.187415212392807,qwen2_5_0_5b_base,base
subject,4,0.7870693117380142,0.5463185496938725,0.4826816856162622,0.2407507620441417,0.1313662230968475,qwen2_5_0_5b_base,base
subject,5,0.7731316337982813,0.508586356540521,0.4299005876120645,0.2645452772577603,0.1771075824896494,qwen2_5_0_5b_base,base
subject,6,0.7743327041467031,0.5169687658237915,0.4333570007060189,0.2573639383229116,0.1836254000663757,qwen2_5_0_5b_base,base
subject,7,0.7875564709305763,0.5486407888432344,0.4663823626295197,0.2389156820873419,0.1710999508698781,qwen2_5_0_5b_base,base
subject,8,0.8016657570997874,0.5806641258920232,0.4951966097345576,0.2210016312077641,0.1535573701063791,qwen2_5_0_5b_base,base
subject,9,0.8174173553784688,0.6263050496578216,0.5495672324788756,0.1911123057206472,0.1253055234750112,qwen2_5_0_5b_base,base
subject,10,0.8124765952428182,0.621455615075926,0.5375538673601113,0.1910209801668922,0.1327101588249206,qwen2_5_0_5b_base,base
subject,11,0.7998403526842595,0.5982199262206753,0.5144418031675742,0.2016204264635841,0.1497178375720977,qwen2_5_0_5b_base,base
subject,12,0.8075780419011911,0.6280984509115418,0.5472943435306661,0.1794795909896492,0.1358760992685953,qwen2_5_0_5b_base,base
subject,13,0.8007740641633669,0.6376678356279929,0.5580822631658521,0.163106228535374,0.1368373135725657,qwen2_5_0_5b_base,base
subject,14,0.7668067979315917,0.6302268754690885,0.5477705987286754,0.1365799224625031,0.1653942068417867,qwen2_5_0_5b_base,base
subject,15,0.7605960210164388,0.6170479357863466,0.5252651721821167,0.1435480852300921,0.1720930834611257,qwen2_5_0_5b_base,base
subject,16,0.7604476928710937,0.6377043737719457,0.5571298151626252,0.122743319099148,0.1516267557938893,qwen2_5_0_5b_base,base
subject,17,0.755529265354077,0.6514356206481655,0.576774453080725,0.1040936447059115,0.1558589041233062,qwen2_5_0_5b_base,base
subject,18,0.7481552302837372,0.66791007767121,0.5911543188907672,0.0802451526125271,0.1570846239725748,qwen2_5_0_5b_base,base
subject,19,0.7202203154563904,0.6629012656398118,0.5811967596819159,0.0573190498165786,0.1682835717995961,qwen2_5_0_5b_base,base
subject,20,0.7326279625296592,0.6880697858209411,0.6008661995525472,0.044558176708718,0.1577945053577423,qwen2_5_0_5b_base,base
subject,21,0.7958310859898726,0.754258818924427,0.692372604215052,0.0415722670654455,0.1135515968004862,qwen2_5_0_5b_base,base
subject,22,0.799100220700105,0.752742359911402,0.6812447021948174,0.0463578607887029,0.1139649550120035,qwen2_5_0_5b_base,base
subject,23,0.6315477258215348,0.6016985987002651,0.531481271458324,0.0298491271212697,0.2437086800734202,qwen2_5_0_5b_base,base
preanswer,0,0.356264847330749,0.5162648523536821,0.4905940330412704,-0.1600000050229331,0.6107108741998672,qwen2_5_0_5b_base,base
preanswer,1,0.5628395500282447,0.6711762227118016,0.6495978985680267,-0.1083366726835568,0.3963659902413686,qwen2_5_0_5b_base,base
preanswer,2,0.4176895207415024,0.5619797468030204,0.5327675076405285,-0.1442902260615179,0.5420092940330505,qwen2_5_0_5b_base,base
preanswer,3,0.4465665676941474,0.5836259469079474,0.5546349871030543,-0.1370593792138,0.5110245992739996,qwen2_5_0_5b_base,base
preanswer,4,0.4440883143494527,0.5787229800907274,0.5484217537916265,-0.1346346657412747,0.5140716632207235,qwen2_5_0_5b_base,base
preanswer,5,0.4464424710720777,0.5805243274196983,0.549085815413855,-0.1340818563476205,0.5105588187774023,qwen2_5_0_5b_base,base
preanswer,6,0.4515277665108442,0.5847757800171772,0.5525562019727659,-0.1332480135063329,0.5068141470352808,qwen2_5_0_5b_base,base
preanswer,7,0.4877284429967403,0.6126917857676745,0.5800708066846709,-0.1249633427709341,0.469065859913826,qwen2_5_0_5b_base,base
preanswer,8,0.4890436383585135,0.612549755970637,0.5793849331850651,-0.1235061176121234,0.4690690437952677,qwen2_5_0_5b_base,base
preanswer,9,0.5293704534570376,0.6434046161050598,0.612533796892967,-0.1140341626480222,0.427079364657402,qwen2_5_0_5b_base,base
preanswer,10,0.517358540246884,0.6339442874615391,0.6001325233839452,-0.116585747214655,0.4426778306563695,qwen2_5_0_5b_base,base
preanswer,11,0.5253130294382572,0.6408347078599036,0.6082464391074609,-0.1155216784216464,0.4332812180121739,qwen2_5_0_5b_base,base
preanswer,12,0.5377666195233662,0.6497904177134236,0.6184458060539327,-0.1120237981900573,0.4255320479472478,qwen2_5_0_5b_base,base
preanswer,13,0.5488739274442196,0.658367344426612,0.6283255662419833,-0.1094934169823924,0.4151925941308339,qwen2_5_0_5b_base,base
preanswer,14,0.6125541428724924,0.7039484350010753,0.6479614307638257,-0.0913942921285828,0.3481777509053548,qwen2_5_0_5b_base,base
preanswer,15,0.6157461365063985,0.7065458973248799,0.639805707137566,-0.0907997608184814,0.3461758494377136,qwen2_5_0_5b_base,base
preanswer,16,0.658491188287735,0.7390951353435715,0.6742763835587539,-0.0806039470558365,0.298400471607844,qwen2_5_0_5b_base,base
preanswer,17,0.7195123076438904,0.7807933950796724,0.7295567581430078,-0.0612810874357819,0.2338184217611948,qwen2_5_0_5b_base,base
preanswer,18,0.7341750924785931,0.7923726191123327,0.7320511962519959,-0.0581975266337395,0.2131075958410898,qwen2_5_0_5b_base,base
preanswer,19,0.7242362767457962,0.784233358129859,0.7158047859091312,-0.0599970813840627,0.2131831347942352,qwen2_5_0_5b_base,base
preanswer,20,0.7330762113134066,0.7708167299007376,0.6771638932055793,-0.0377405185873309,0.1955398321151733,qwen2_5_0_5b_base,base
preanswer,21,0.7586354007323582,0.7471227688714862,0.6793825404020026,0.011512631860872,0.162820279598236,qwen2_5_0_5b_base,base
preanswer,22,0.7515207077066104,0.7443047249068816,0.6806361175025814,0.0072159827997287,0.1762382388114929,qwen2_5_0_5b_base,base
preanswer,23,0.3969578835242525,0.4765967336769184,0.4082169411451161,-0.0796388501526659,0.6038624138260881,qwen2_5_0_5b_base,base
subject,0,0.7389513663947582,0.3321669906385674,0.2832574266094411,0.4067843757561907,0.3105929394563039,qwen2_5_0_5b_instruct,instruct
subject,1,0.8488296652833621,0.4792879971675575,0.4405007288791239,0.3695416681158046,0.150038997332255,qwen2_5_0_5b_instruct,instruct
subject,2,0.7988331377506256,0.3884911383346965,0.3323112565811129,0.4103419994159291,0.2243290146191915,qwen2_5_0_5b_instruct,instruct
subject,3,0.8088650643825531,0.4766295714924732,0.418473459786037,0.3322354928900798,0.1679776112238566,qwen2_5_0_5b_instruct,instruct
subject,4,0.8146227923532326,0.5656914241611958,0.501578632980818,0.2489313681920368,0.1118675768375396,qwen2_5_0_5b_instruct,instruct
subject,5,0.7961851360897223,0.5166499835128585,0.4327392540464643,0.2795351525768638,0.1590331196784973,qwen2_5_0_5b_instruct,instruct
subject,6,0.8006864835818609,0.5298999907138447,0.4425385196518618,0.2707864928680161,0.1624587873617808,qwen2_5_0_5b_instruct,instruct
subject,7,0.8176044546067714,0.5688483741755287,0.4828309075557627,0.2487560804312427,0.1425176660219828,qwen2_5_0_5b_instruct,instruct
subject,8,0.8332791636387508,0.6085783764099081,0.5215539447264745,0.2247007872288426,0.1231447259585062,qwen2_5_0_5b_instruct,instruct
subject,9,0.8447229772806167,0.6498946371177833,0.5730518524418585,0.1948283401628334,0.1018429895242055,qwen2_5_0_5b_instruct,instruct
subject,10,0.8483238602677982,0.6577283643186093,0.5756319763022475,0.1905954959491889,0.1027355392773946,qwen2_5_0_5b_instruct,instruct
subject,11,0.8306423445542653,0.6314373669524987,0.5472142324433662,0.1992049776017666,0.12057559688886,qwen2_5_0_5b_instruct,instruct
subject,12,0.8396025364597638,0.6639039345085621,0.5859483416192234,0.1756986019512016,0.1070659061272939,qwen2_5_0_5b_instruct,instruct
subject,13,0.8435447032252947,0.6824177976076802,0.6081665704026818,0.1611269056176145,0.100025991598765,qwen2_5_0_5b_instruct,instruct
subject,14,0.8117285400629044,0.6666293599332372,0.589629510010127,0.1450991801296671,0.1224642395973205,qwen2_5_0_5b_instruct,instruct
subject,15,0.7874863170087337,0.6327876087899009,0.5473870029032696,0.1546987082188328,0.1453171571095784,qwen2_5_0_5b_instruct,instruct
subject,16,0.7852180443704129,0.6438690817604462,0.5714212871040217,0.1413489626099666,0.1291360159715016,qwen2_5_0_5b_instruct,instruct
subject,17,0.7772388324141503,0.6554830334459741,0.5878064571297728,0.1217557989681761,0.1357334156831105,qwen2_5_0_5b_instruct,instruct
subject,18,0.7655765821536382,0.6715443984294931,0.603583870921284,0.0940321837241451,0.1448519627253214,qwen2_5_0_5b_instruct,instruct
subject,19,0.7301120479901632,0.6582159394708772,0.5874885324505158,0.0718961085192859,0.1602854927380879,qwen2_5_0_5b_instruct,instruct
subject,20,0.7389942554136117,0.6835604214419921,0.6078676796401851,0.0554338339716196,0.1500553488731384,qwen2_5_0_5b_instruct,instruct
subject,21,0.7865378009776275,0.7410565006236235,0.6864666627836413,0.0454813003540039,0.1174001395702362,qwen2_5_0_5b_instruct,instruct
subject,22,0.785612228512764,0.7413860077659289,0.6814094985369593,0.0442262207468351,0.1262030998865763,qwen2_5_0_5b_instruct,instruct
subject,23,0.5902394637465477,0.5418617870192974,0.4701936934055993,0.0483776767272502,0.2807418902715047,qwen2_5_0_5b_instruct,instruct
preanswer,0,0.3728064411009351,0.5287607135716825,0.5026147111464525,-0.1559542724707474,0.5925209273894628,qwen2_5_0_5b_instruct,instruct
preanswer,1,0.593785593410333,0.6944518420224388,0.6727498208987527,-0.1006662486121058,0.3636724452177683,qwen2_5_0_5b_instruct,instruct
preanswer,2,0.4296132636566956,0.5708972348210712,0.5411082689242903,-0.1412839711643755,0.5291776955127716,qwen2_5_0_5b_instruct,instruct
preanswer,3,0.4556895018865665,0.5903887350422641,0.5607056772103534,-0.1346992331556976,0.5004171927769979,qwen2_5_0_5b_instruct,instruct
preanswer,4,0.4661501981317997,0.5941459711330632,0.5626177605823613,-0.1279957730012635,0.48855988184611,qwen2_5_0_5b_instruct,instruct
preanswer,5,0.4764335794995228,0.6027877523563803,0.5701382786035538,-0.1263541728568574,0.4780075798432032,qwen2_5_0_5b_instruct,instruct
preanswer,6,0.5118332661688327,0.6299842169508338,0.5976777585980017,-0.1181509507820011,0.4437017987171809,qwen2_5_0_5b_instruct,instruct
preanswer,7,0.5472512654960155,0.657333469328781,0.6251074542931747,-0.1100822038327654,0.4061976422866185,qwen2_5_0_5b_instruct,instruct
preanswer,8,0.5582706895967324,0.6644559430579344,0.631734253175091,-0.106185253461202,0.3965813219547272,qwen2_5_0_5b_instruct,instruct
preanswer,9,0.5916080792744954,0.6899347327028712,0.659456803870853,-0.0983266534283757,0.3637449343999226,qwen2_5_0_5b_instruct,instruct
preanswer,10,0.5768213286995888,0.6781548461566369,0.6430748885963112,-0.1013335174570481,0.380580668648084,qwen2_5_0_5b_instruct,instruct
preanswer,11,0.5728319699565569,0.6759202872092526,0.6422381102456711,-0.1030883172526956,0.3841092238823573,qwen2_5_0_5b_instruct,instruct
preanswer,12,0.5868625722825527,0.6860305612906814,0.6532424429315142,-0.0991679890081287,0.3752605020999908,qwen2_5_0_5b_instruct,instruct
preanswer,13,0.5974932889143626,0.6941608081882199,0.6626322059426457,-0.0966675192738573,0.3640544811884562,qwen2_5_0_5b_instruct,instruct
preanswer,14,0.6539074649413427,0.732314954449733,0.6627368516172283,-0.0784074895083903,0.3072865506013234,qwen2_5_0_5b_instruct,instruct
preanswer,15,0.6470192737877369,0.7268392510091265,0.6324803404277191,-0.0798199772213895,0.3198848664760589,qwen2_5_0_5b_instruct,instruct
preanswer,16,0.6936686900754769,0.7624680433422327,0.66547582577914,-0.0687993532667557,0.2643942832946777,qwen2_5_0_5b_instruct,instruct
preanswer,17,0.7431277131040891,0.789830535153548,0.7114682200015523,-0.0467028220494588,0.2089539070924123,qwen2_5_0_5b_instruct,instruct
preanswer,18,0.7685461968183518,0.8105798146377007,0.7127775637432933,-0.0420336178193488,0.1803436080614725,qwen2_5_0_5b_instruct,instruct
preanswer,19,0.7406526803970337,0.7884196439137061,0.6700266853324137,-0.0477669635166724,0.1999032000700632,qwen2_5_0_5b_instruct,instruct
preanswer,20,0.7474255601565043,0.762030138572057,0.5995665403199382,-0.0146045784155527,0.1987356543540954,qwen2_5_0_5b_instruct,instruct
preanswer,21,0.7850375816226005,0.7037299650410811,0.5819771686510649,0.0813076165815194,0.1517806649208068,qwen2_5_0_5b_instruct,instruct
preanswer,22,0.7841031178832054,0.7201241385191679,0.6191536535392516,0.0639789793640375,0.1474534372488657,qwen2_5_0_5b_instruct,instruct
preanswer,23,0.4715395663535067,0.4679810408712,0.3501063322340513,0.0035585254823066,0.5839754627862325,qwen2_5_0_5b_instruct,instruct
subject,0,0.9127637406190235,0.6744730481257041,0.6523259796318598,0.2382906924933195,0.0604646106561025,smollm2_360m_base,base
subject,1,0.9398483475049336,0.7146732101216913,0.7076024162699468,0.2251751373832423,0.0387252469857533,smollm2_360m_base,base
subject,2,0.9390611330668132,0.7188303074489037,0.7078585509676486,0.2202308256179094,0.0388485193252563,smollm2_360m_base,base
subject,3,0.9156267126401264,0.6761493466173609,0.6529389274655841,0.2394773660227656,0.0521755615870157,smollm2_360m_base,base
subject,4,0.9097362806399664,0.658387316390872,0.6276704598334618,0.2513489642490943,0.0625310738881429,smollm2_360m_base,base
subject,5,0.8995400905609131,0.6339860854670405,0.6030417459784075,0.2655540050938726,0.0730265776316324,smollm2_360m_base,base
subject,6,0.9037719811002414,0.6802785743648807,0.6571910502854734,0.2234934067353606,0.0593182742595672,smollm2_360m_base,base
subject,7,0.9052033548553784,0.7074689963211616,0.6745484724640847,0.1977343585342169,0.0541209578514099,smollm2_360m_base,base
subject,8,0.904842174053192,0.7011428151279688,0.6658513799891808,0.2036993589252232,0.0576718350251515,smollm2_360m_base,base
subject,9,0.9037721996506056,0.709040694932143,0.6737218222930096,0.1947315047184625,0.0563451250394185,smollm2_360m_base,base
subject,10,0.8958684181173643,0.7075825247913599,0.6674088460858911,0.1882858933260044,0.061305950085322,smollm2_360m_base,base
subject,11,0.8955145210027695,0.7106650488451123,0.6682478315662592,0.1848494721576572,0.0618175665537516,smollm2_360m_base,base
subject,12,0.8986108819643657,0.7147963962207238,0.6663920989609323,0.1838144857436419,0.0613184571266174,smollm2_360m_base,base
subject,13,0.9000710959235827,0.7370471944411595,0.6874956393497996,0.1630239014824231,0.055269181728363,smollm2_360m_base,base
subject,14,0.9089916984240214,0.768069394553701,0.7182191661093384,0.1409223038703203,0.0476224521795908,smollm2_360m_base,base
subject,15,0.9207248732447624,0.7827463238189618,0.7247476600809023,0.1379785494258005,0.0447089274724324,smollm2_360m_base,base
subject,16,0.9292700658241908,0.7950888010362784,0.7347921557258814,0.1341812647879123,0.0411154131094614,smollm2_360m_base,base
subject,17,0.9272141550978024,0.7915278435995181,0.7322591661009937,0.1356863114982843,0.0428404211997985,smollm2_360m_base,base
subject,18,0.922284231086572,0.7865017058948676,0.7250401686877013,0.1357825251917044,0.0458629131317138,smollm2_360m_base,base
subject,19,0.921518991390864,0.8123795070995887,0.7517997357295826,0.1091394842912752,0.0433679223060607,smollm2_360m_base,base
subject,20,0.9129122669498124,0.7995631725837787,0.7354358866112307,0.1133490943660338,0.0484982430934906,smollm2_360m_base,base
subject,21,0.9119526421030364,0.8157261244952678,0.7550147996982559,0.0962265176077684,0.0521701176961263,smollm2_360m_base,base
subject,22,0.9041382441918056,0.8157723831633726,0.7593372549628838,0.0883658610284329,0.0532064835230509,smollm2_360m_base,base
subject,23,0.8908041233817736,0.8041689649224282,0.7359793168026953,0.0866351584593454,0.0583284497261047,smollm2_360m_base,base
subject,24,0.9012592415014904,0.8301526589939991,0.7702336509013549,0.0711065825074911,0.0506869852542877,smollm2_360m_base,base
subject,25,0.8886874382694562,0.816738170509537,0.747276937845163,0.0719492677599191,0.0569647550582885,smollm2_360m_base,base
subject,26,0.8811209852496783,0.8122701941678921,0.7368673013639636,0.0688507910817861,0.0543957948684692,smollm2_360m_base,base
subject,27,0.8759227588772773,0.8056218923379977,0.7320526858675294,0.0703008665392795,0.0534896651903788,smollm2_360m_base,base
subject,28,0.8809107646346093,0.8220066018402576,0.7525232384679839,0.0589041627943516,0.0470486283302307,smollm2_360m_base,base
subject,29,0.9005907187859218,0.8555604284008343,0.7960236291866749,0.0450302903850874,0.0359301765759786,smollm2_360m_base,base
subject,30,0.9067408243815104,0.8654995866119861,0.8112837297841906,0.0412412377695242,0.0333953897158304,smollm2_360m_base,base
subject,31,0.8489802318314711,0.8215267245347301,0.7636811166303232,0.027453507296741,0.0779065489768982,smollm2_360m_base,base
preanswer,0,0.7842364609241486,0.838125628978014,0.8294030430028215,-0.0538891680538654,0.1946024000644683,smollm2_360m_base,base
preanswer,1,0.8380100925763448,0.8782611425966025,0.8716468799160794,-0.0402510500202576,0.1452388564745585,smollm2_360m_base,base
preanswer,2,0.8091949939727783,0.8564570606996615,0.8478278829716146,-0.0472620667268832,0.1703050931294759,smollm2_360m_base,base
preanswer,3,0.7627401014169057,0.8214388618866603,0.8090311826672405,-0.0586987604697545,0.209676722685496,smollm2_360m_base,base
preanswer,4,0.7449478765328725,0.8080997746437788,0.7946686803828925,-0.0631518981109062,0.2251995702584584,smollm2_360m_base,base
preanswer,5,0.7252231379350026,0.7932596113532782,0.7743933653691784,-0.0680364734182755,0.240707794825236,smollm2_360m_base,base
preanswer,6,0.7068896472454071,0.7795767134676377,0.7613925052108244,-0.0726870662222305,0.2578018804391225,smollm2_360m_base,base
preanswer,7,0.7163696606953939,0.7853736493736505,0.7654250458814204,-0.0690039886782566,0.2491779526074727,smollm2_360m_base,base
preanswer,8,0.7308487887183825,0.7960447813073794,0.7758352191653103,-0.0651959925889968,0.2337220807870229,smollm2_360m_base,base
preanswer,9,0.7467754751443862,0.8078037445743879,0.7884886876214295,-0.0610282694300016,0.2173628807067871,smollm2_360m_base,base
preanswer,10,0.7429825330773989,0.8050048260639111,0.7861376875080168,-0.0620222929865121,0.2217656274636586,smollm2_360m_base,base
preanswer,11,0.7415271629889806,0.8038760592540105,0.7851002702256664,-0.0623488962650299,0.2233684758345286,smollm2_360m_base,base
