fact_id,relation,position,mean_invariance_gap,peak_invariance_gap,invariance_depth,split_eval,analysis_variant,model_name,model_variant
capital:0,capital,subject,0.046416947392905,0.2118905502572363,0,all,all_families,gemma_270m_base,base
capital:1,capital,preanswer,0.0155567625225044,0.1440139698485533,12,all,all_families,gemma_270m_base,base
capital:1,capital,subject,0.0445761055511083,0.1997019880286911,0,all,all_families,gemma_270m_base,base
capital:10,capital,preanswer,0.0168726973637354,0.1389985508194156,12,all,all_families,gemma_270m_base,base
capital:10,capital,subject,0.0507172880626297,0.2343864324137422,0,all,all_families,gemma_270m_base,base
capital:11,capital,preanswer,0.0142454648215916,0.1438537782021597,12,all,all_families,gemma_270m_base,base
capital:11,capital,subject,0.0476964803327337,0.2136751408962642,0,all,all_families,gemma_270m_base,base
capital:12,capital,preanswer,0.0176369620990292,0.1526195517942017,12,all,all_families,gemma_270m_base,base
capital:12,capital,subject,0.0518382961764396,0.2509481662373041,0,all,all_families,gemma_270m_base,base
capital:13,capital,preanswer,0.0157355765623399,0.1332231582525898,12,all,all_families,gemma_270m_base,base
capital:13,capital,subject,0.0472917034770595,0.2339609355811833,0,all,all_families,gemma_270m_base,base
capital:14,capital,preanswer,0.0135285159865138,0.1409082189202308,12,all,all_families,gemma_270m_base,base
capital:14,capital,subject,0.0441490964799681,0.2017417438510877,0,all,all_families,gemma_270m_base,base
capital:15,capital,preanswer,0.0192962193614062,0.1506462402495683,12,all,all_families,gemma_270m_base,base
capital:15,capital,subject,0.0486068590813009,0.2142035336525855,0,all,all_families,gemma_270m_base,base
capital:16,capital,preanswer,0.0166443099342854,0.1481078280245557,12,all,all_families,gemma_270m_base,base
capital:16,capital,subject,0.0474408047145926,0.2134882627858543,0,all,all_families,gemma_270m_base,base
capital:17,capital,preanswer,0.0167164235256109,0.1444690887834511,12,all,all_families,gemma_270m_base,base
capital:17,capital,subject,0.053842157123444,0.3026020670784455,0,all,all_families,gemma_270m_base,base
capital:2,capital,preanswer,0.0141766697456471,0.1410391115236516,12,all,all_families,gemma_270m_base,base
capital:2,capital,subject,0.042367668805161,0.1910659527113917,0,all,all_families,gemma_270m_base,base
capital:3,capital,preanswer,0.0158423744304377,0.1427706893460424,12,all,all_families,gemma_270m_base,base
capital:3,capital,subject,0.0582615986571917,0.2765564545258587,0,all,all_families,gemma_270m_base,base
capital:4,capital,preanswer,0.015715646652874,0.1559735725031179,12,all,all_families,gemma_270m_base,base
capital:4,capital,subject,0.0466599282220184,0.2089860742619517,0,all,all_families,gemma_270m_base,base
capital:5,capital,preanswer,0.0102327816586024,0.1173743805026307,12,all,all_families,gemma_270m_base,base
capital:5,capital,subject,0.1533385465055509,0.8238285135331691,0,all,all_families,gemma_270m_base,base
capital:6,capital,preanswer,0.0171875089695088,0.1570488755755564,12,all,all_families,gemma_270m_base,base
capital:6,capital,subject,0.0482271355536232,0.2215114604572162,0,all,all_families,gemma_270m_base,base
capital:7,capital,preanswer,0.0203226863311234,0.1531917277504416,12,all,all_families,gemma_270m_base,base
capital:7,capital,subject,0.0471191914130229,0.2132385887260384,0,all,all_families,gemma_270m_base,base
capital:8,capital,preanswer,0.0158586005511853,0.1393877958842352,12,all,all_families,gemma_270m_base,base
capital:8,capital,subject,0.0485184137072325,0.2060714704988925,0,all,all_families,gemma_270m_base,base
capital:9,capital,preanswer,0.0192078522554637,0.1559705989910107,12,all,all_families,gemma_270m_base,base
capital:9,capital,subject,0.0496009563720807,0.2523186992598222,0,all,all_families,gemma_270m_base,base
currency:0,currency,preanswer,0.0157445797408588,0.128897547502728,12,all,all_families,gemma_270m_base,base
currency:0,currency,subject,0.0455397045227632,0.2061065737450239,0,all,all_families,gemma_270m_base,base
currency:1,currency,preanswer,0.0138914559669549,0.1305036419162564,12,all,all_families,gemma_270m_base,base
currency:1,currency,subject,0.0438573191562273,0.195324279358793,0,all,all_families,gemma_270m_base,base
currency:10,currency,preanswer,0.0152874547046708,0.1224875641511935,12,all,all_families,gemma_270m_base,base
currency:10,currency,subject,0.0497254014863837,0.2349202680976733,0,all,all_families,gemma_270m_base,base
currency:11,currency,preanswer,0.0116850055961145,0.1245403192645194,12,all,all_families,gemma_270m_base,base
currency:11,currency,subject,0.048227257518329,0.2188651318680129,0,all,all_families,gemma_270m_base,base
currency:12,currency,preanswer,0.0164650390492772,0.136519901162269,12,all,all_families,gemma_270m_base,base
currency:12,currency,subject,0.0488717052689905,0.2307229209873897,0,all,all_families,gemma_270m_base,base
currency:13,currency,preanswer,0.01414968856166,0.1164990900193944,12,all,all_families,gemma_270m_base,base
currency:13,currency,subject,0.0469944982663657,0.2282025905179918,0,all,all_families,gemma_270m_base,base
currency:14,currency,preanswer,0.0123003032586024,0.1237931445825334,12,all,all_families,gemma_270m_base,base
currency:14,currency,subject,0.0423995831256939,0.1898097274824977,0,all,all_families,gemma_270m_base,base
currency:15,currency,preanswer,0.016303354774831,0.1269486288667893,12,all,all_families,gemma_270m_base,base
currency:15,currency,subject,0.0491299873470554,0.2299681486032319,0,all,all_families,gemma_270m_base,base
currency:16,currency,preanswer,0.0143928708435565,0.1289011106333312,12,all,all_families,gemma_270m_base,base
currency:16,currency,subject,0.0470169488490763,0.210845608118118,0,all,all_families,gemma_270m_base,base
currency:17,currency,preanswer,0.0134461603445976,0.1171755387502557,12,all,all_families,gemma_270m_base,base
currency:17,currency,subject,0.0516944807032955,0.2820043129042959,0,all,all_families,gemma_270m_base,base
currency:2,currency,preanswer,0.0134624595873561,0.1237559734168006,12,all,all_families,gemma_270m_base,base
currency:2,currency,subject,0.0424315478568511,0.1960964952047694,0,all,all_families,gemma_270m_base,base
currency:3,currency,preanswer,0.0146942054690521,0.1333872631338297,12,all,all_families,gemma_270m_base,base
currency:3,currency,subject,0.0539568128228625,0.2460095109418034,0,all,all_families,gemma_270m_base,base
currency:4,currency,preanswer,0.0139001354997194,0.1382536948749833,12,all,all_families,gemma_270m_base,base
currency:4,currency,subject,0.0457811318895899,0.2024087387082331,0,all,all_families,gemma_270m_base,base
currency:5,currency,preanswer,0.0102011609522215,0.1070236833948714,12,all,all_families,gemma_270m_base,base
currency:5,currency,subject,0.154497464953527,0.8438917533426052,0,all,all_families,gemma_270m_base,base
currency:6,currency,preanswer,0.0158445921205065,0.13560832700893,12,all,all_families,gemma_270m_base,base
currency:6,currency,subject,0.0490838193886534,0.2169091299577963,0,all,all_families,gemma_270m_base,base
currency:7,currency,preanswer,0.0173635709064978,0.1322436842556094,12,all,all_families,gemma_270m_base,base
currency:7,currency,subject,0.0484866740332697,0.2258904600999883,0,all,all_families,gemma_270m_base,base
currency:8,currency,preanswer,0.0154242549996522,0.1247808281697478,12,all,all_families,gemma_270m_base,base
currency:8,currency,subject,0.0505539383987788,0.2144692920824037,0,all,all_families,gemma_270m_base,base
currency:9,currency,preanswer,0.0183257961803986,0.1383000507804692,12,all,all_families,gemma_270m_base,base
currency:9,currency,subject,0.0498770735322189,0.2574960416589188,0,all,all_families,gemma_270m_base,base
headquarters:0,headquarters,preanswer,0.0046978054369327,0.0938223257806956,12,all,all_families,gemma_270m_base,base
headquarters:0,headquarters,subject,0.060962566677765,0.3362479948749145,0,all,all_families,gemma_270m_base,base
headquarters:1,headquarters,preanswer,0.0038282613073169,0.096588500866703,12,all,all_families,gemma_270m_base,base
headquarters:1,headquarters,subject,0.0606501714949352,0.3315806468839154,0,all,all_families,gemma_270m_base,base
headquarters:10,headquarters,preanswer,0.0064317883623354,0.1047213611503442,12,all,all_families,gemma_270m_base,base
headquarters:10,headquarters,subject,0.0547030041996624,0.2888526649889992,0,all,all_families,gemma_270m_base,base
headquarters:11,headquarters,preanswer,0.0034759611232218,0.0972057892119183,12,all,all_families,gemma_270m_base,base
headquarters:11,headquarters,subject,0.052616675818554,0.2717405370272258,0,all,all_families,gemma_270m_base,base
headquarters:12,headquarters,preanswer,0.0067692733996736,0.1004716098746832,12,all,all_families,gemma_270m_base,base
headquarters:12,headquarters,subject,0.0687017576801458,0.3680990479667397,0,all,all_families,gemma_270m_base,base
headquarters:13,headquarters,preanswer,0.0034679012385263,0.0841177487928492,12,all,all_families,gemma_270m_base,base
headquarters:13,headquarters,subject,0.0537227236955936,0.3079479483924076,0,all,all_families,gemma_270m_base,base
headquarters:14,headquarters,preanswer,0.0047864629227611,0.0872113769691365,12,all,all_families,gemma_270m_base,base
headquarters:14,headquarters,subject,0.0588675155760902,0.336377952649605,0,all,all_families,gemma_270m_base,base
headquarters:15,headquarters,preanswer,0.0040773394069185,0.0659439002766328,12,all,all_families,gemma_270m_base,base
headquarters:15,headquarters,subject,0.1047224310533121,0.4800768289715051,0,all,all_families,gemma_270m_base,base
headquarters:16,headquarters,preanswer,0.0049099181342488,0.0979586016459791,12,all,all_families,gemma_270m_base,base
headquarters:16,headquarters,subject,0.0569861065535471,0.3016981319250429,0,all,all_families,gemma_270m_base,base
headquarters:17,headquarters,preanswer,0.0096531692924777,0.1080528235464703,12,all,all_families,gemma_270m_base,base
headquarters:17,headquarters,subject,0.0630257551889046,0.3706027664901579,0,all,all_families,gemma_270m_base,base
headquarters:2,headquarters,preanswer,0.0032827867913284,0.0987932584157176,12,all,all_families,gemma_270m_base,base
headquarters:2,headquarters,subject,0.0556382576596145,0.2886603764240064,0,all,all_families,gemma_270m_base,base
headquarters:3,headquarters,preanswer,0.0030791585887569,0.0842363095166637,12,all,all_families,gemma_270m_base,base
headquarters:3,headquarters,subject,0.0537060388913763,0.2991330010414708,0,all,all_families,gemma_270m_base,base
headquarters:4,headquarters,preanswer,0.0013544366031495,0.0875287002646455,12,all,all_families,gemma_270m_base,base
headquarters:4,headquarters,subject,0.0535064992801264,0.2828330229967832,0,all,all_families,gemma_270m_base,base
headquarters:5,headquarters,preanswer,0.0036383769789422,0.0871309232624137,12,all,all_families,gemma_270m_base,base
headquarters:5,headquarters,subject,0.0499739052955069,0.2474804969467953,0,all,all_families,gemma_270m_base,base
headquarters:6,headquarters,preanswer,0.0019925986426782,0.080347286573812,12,all,all_families,gemma_270m_base,base
headquarters:6,headquarters,subject,0.0533340173897238,0.2929436970940408,0,all,all_families,gemma_270m_base,base
headquarters:7,headquarters,preanswer,0.00397757035812,0.0940226588909531,12,all,all_families,gemma_270m_base,base
headquarters:7,headquarters,subject,0.0697150969398989,0.4066483085865483,0,all,all_families,gemma_270m_base,base
headquarters:8,headquarters,preanswer,0.0021083814564743,0.0848462521737697,12,all,all_families,gemma_270m_base,base
headquarters:8,headquarters,subject,0.0537675893287253,0.2623001220179539,0,all,all_families,gemma_270m_base,base
headquarters:9,headquarters,preanswer,0.0030648468837369,0.0810627887646356,12,all,all_families,gemma_270m_base,base
headquarters:9,headquarters,subject,0.05228789699972,0.2627326392148639,0,all,all_families,gemma_270m_base,base
official_language:0,official_language,preanswer,0.0135729201422083,0.109312046538381,12,all,all_families,gemma_270m_base,base
official_language:0,official_language,subject,0.0492589094073456,0.2259936098228482,0,all,all_families,gemma_270m_base,base
official_language:1,official_language,preanswer,0.0101712745429708,0.1046182469410055,12,all,all_families,gemma_270m_base,base
official_language:1,official_language,subject,0.0463878153600123,0.2134252775862228,0,all,all_families,gemma_270m_base,base
official_language:10,official_language,preanswer,0.0116264117244541,0.0987179714675043,12,all,all_families,gemma_270m_base,base
official_language:10,official_language,subject,0.0536213996249488,0.2630798800747987,0,all,all_families,gemma_270m_base,base
official_language:11,official_language,preanswer,0.0109456464149106,0.1049973215980856,12,all,all_families,gemma_270m_base,base
official_language:11,official_language,subject,0.050523791183192,0.2321235535520256,0,all,all_families,gemma_270m_base,base
official_language:12,official_language,preanswer,0.0127317275413695,0.1088755190664646,12,all,all_families,gemma_270m_base,base
official_language:12,official_language,subject,0.0537101062738046,0.2623652517886869,0,all,all_families,gemma_270m_base,base
official_language:13,official_language,preanswer,0.0120442483334727,0.1218141269523139,12,all,all_families,gemma_270m_base,base
official_language:13,official_language,subject,0.0483829537624684,0.2394969870482444,0,all,all_families,gemma_270m_base,base
official_language:14,official_language,preanswer,0.0093246105153414,0.0947535582909397,12,all,all_families,gemma_270m_base,base
official_language:14,official_language,subject,0.0463036677124453,0.2170616103080557,0,all,all_families,gemma_270m_base,base
official_language:15,official_language,preanswer,0.0144932455827597,0.1188722288637769,12,all,all_families,gemma_270m_base,base
official_language:15,official_language,subject,0.0519854892795998,0.2488189456509608,0,all,all_families,gemma_270m_base,base
official_language:16,official_language,preanswer,0.0115489584468873,0.1015679835542744,12,all,all_families,gemma_270m_base,base
official_language:16,official_language,subject,0.0497255398484032,0.230447143973673,0,all,all_families,gemma_270m_base,base
official_language:17,official_language,preanswer,0.0110470655441186,0.0958451868637519,12,all,all_families,gemma_270m_base,base
official_language:17,official_language,subject,0.0543054730371695,0.296259496014054,0,all,all_families,gemma_270m_base,base
official_language:2,official_language,preanswer,0.0089238711829603,0.0936920239644891,12,all,all_families,gemma_270m_base,base
official_language:2,official_language,subject,0.0448295880156753,0.2128562531616611,0,all,all_families,gemma_270m_base,base
official_language:3,official_language,preanswer,0.0102134765732489,0.0978102135453738,12,all,all_families,gemma_270m_base,base
official_language:3,official_language,subject,0.0564914181917775,0.2610079248015786,0,all,all_families,gemma_270m_base,base
official_language:4,official_language,preanswer,0.0125479593361709,0.1153344303807791,12,all,all_families,gemma_270m_base,base
official_language:4,official_language,subject,0.0497223521138425,0.2295274425517109,0,all,all_families,gemma_270m_base,base
official_language:5,official_language,preanswer,0.0070278223011488,0.0801229083947107,12,all,all_families,gemma_270m_base,base
official_language:5,official_language,subject,0.1574314881520942,0.8756445918652211,0,all,all_families,gemma_270m_base,base
official_language:6,official_language,preanswer,0.0134012892939685,0.1243706047534942,12,all,all_families,gemma_270m_base,base
official_language:6,official_language,subject,0.0509325551586367,0.2390835829645249,0,all,all_families,gemma_270m_base,base
official_language:7,official_language,preanswer,0.0138669092459746,0.1093807247485599,12,all,all_families,gemma_270m_base,base
official_language:7,official_language,subject,0.0507401152917697,0.240522173142024,0,all,all_families,gemma_270m_base,base
official_language:8,official_language,preanswer,0.0097593304930429,0.0903310354287718,12,all,all_families,gemma_270m_base,base
official_language:8,official_language,subject,0.0509985571674909,0.2170809908614804,0,all,all_families,gemma_270m_base,base
official_language:9,official_language,preanswer,0.0140253653392715,0.1184812436866409,12,all,all_families,gemma_270m_base,base
official_language:9,official_language,subject,0.0517774519397956,0.2725107521823077,0,all,all_families,gemma_270m_base,base
birth_place:0,birth_place,preanswer,-0.0051761704460477,0.0661166324919345,12,all,all_families,gemma_270m_it,instruct
birth_place:0,birth_place,subject,0.0444970614224071,0.1761627477210234,0,all,all_families,gemma_270m_it,instruct
birth_place:1,birth_place,preanswer,0.0017627677236329,0.0875411573432239,12,all,all_families,gemma_270m_it,instruct
birth_place:1,birth_place,subject,0.072498950579717,0.2612449118465769,0,all,all_families,gemma_270m_it,instruct
birth_place:10,birth_place,preanswer,0.0064393018271555,0.1019383340927899,12,all,all_families,gemma_270m_it,instruct
birth_place:10,birth_place,subject,0.0734255661272843,0.2751158425292256,0,all,all_families,gemma_270m_it,instruct
birth_place:11,birth_place,preanswer,-0.0011469058108222,0.0806008944762688,12,all,all_families,gemma_270m_it,instruct
birth_place:11,birth_place,subject,0.0691829130717011,0.2468543889950595,0,all,all_families,gemma_270m_it,instruct
birth_place:12,birth_place,preanswer,-0.0033284887942028,0.0724222245169621,12,all,all_families,gemma_270m_it,instruct
birth_place:12,birth_place,subject,0.0529412249283771,0.241128330831142,3,all,all_families,gemma_270m_it,instruct
birth_place:13,birth_place,preanswer,-0.000682950203907,0.078709556483755,12,all,all_families,gemma_270m_it,instruct
birth_place:13,birth_place,subject,0.087046442791114,0.4403062827175246,0,all,all_families,gemma_270m_it,instruct
birth_place:14,birth_place,preanswer,-0.0042065170109827,0.0671217093865076,12,all,all_families,gemma_270m_it,instruct
birth_place:14,birth_place,subject,0.047137356551532,0.2124392312458333,2,all,all_families,gemma_270m_it,instruct
birth_place:15,birth_place,preanswer,-0.0001694604365786,0.0714836315635372,12,all,all_families,gemma_270m_it,instruct
birth_place:15,birth_place,subject,0.0841794343833223,0.4965746294451402,3,all,all_families,gemma_270m_it,instruct
birth_place:16,birth_place,preanswer,-0.0063314755256005,0.0716336096326509,12,all,all_families,gemma_270m_it,instruct
birth_place:16,birth_place,subject,0.0752110130382876,0.2687183135718691,0,all,all_families,gemma_270m_it,instruct
birth_place:17,birth_place,preanswer,-0.0040620519386942,0.078165815084004,12,all,all_families,gemma_270m_it,instruct
birth_place:17,birth_place,subject,0.0738554995340621,0.2553074674717351,0,all,all_families,gemma_270m_it,instruct
birth_place:2,birth_place,preanswer,-0.0044751638363783,0.0797992721199989,12,all,all_families,gemma_270m_it,instruct
birth_place:2,birth_place,subject,0.0593262424601268,0.253493620484483,3,all,all_families,gemma_270m_it,instruct
birth_place:3,birth_place,preanswer,-0.0066355406870689,0.0628054450978251,12,all,all_families,gemma_270m_it,instruct
birth_place:3,birth_place,subject,0.0415445417804899,0.1773267625009312,0,all,all_families,gemma_270m_it,instruct
birth_place:4,birth_place,preanswer,-0.005793923217514,0.0661067836278793,12,all,all_families,gemma_270m_it,instruct
birth_place:4,birth_place,subject,0.0787094300744694,0.2861030186142992,0,all,all_families,gemma_270m_it,instruct
birth_place:5,birth_place,preanswer,0.0006719067638416,0.089301768398168,12,all,all_families,gemma_270m_it,instruct
birth_place:5,birth_place,subject,0.0793271200155153,0.3038457359242088,0,all,all_families,gemma_270m_it,instruct
birth_place:6,birth_place,preanswer,-0.002928793006262,0.0836983619659554,12,all,all_families,gemma_270m_it,instruct
birth_place:6,birth_place,subject,0.0780250858708258,0.2881150436496325,0,all,all_families,gemma_270m_it,instruct
birth_place:7,birth_place,preanswer,-0.0056653565604545,0.063534066081047,12,all,all_families,gemma_270m_it,instruct
birth_place:7,birth_place,subject,0.0627110601972975,0.2366860063710049,0,all,all_families,gemma_270m_it,instruct
birth_place:8,birth_place,preanswer,-0.0038908069880202,0.0685209641415698,12,all,all_families,gemma_270m_it,instruct
birth_place:8,birth_place,subject,0.0749457864738059,0.279118670826303,0,all,all_families,gemma_270m_it,instruct
birth_place:9,birth_place,preanswer,-0.0016453589298005,0.0914355422205784,12,all,all_families,gemma_270m_it,instruct
birth_place:9,birth_place,subject,0.076172739883412,0.2989159983938888,0,all,all_families,gemma_270m_it,instruct
capital:0,capital,preanswer,0.0086168943198255,0.1096113273033909,12,all,all_families,gemma_270m_it,instruct
capital:0,capital,subject,0.0522863203923426,0.2407725527152127,0,all,all_families,gemma_270m_it,instruct
capital:1,capital,preanswer,0.0074942877344253,0.1120695444006545,12,all,all_families,gemma_270m_it,instruct
capital:1,capital,subject,0.0492149335281489,0.2208935021258452,0,all,all_families,gemma_270m_it,instruct
capital:10,capital,preanswer,0.0097858080233235,0.11690812725939,12,all,all_families,gemma_270m_it,instruct
capital:10,capital,subject,0.0564184541604025,0.2601530004712735,0,all,all_families,gemma_270m_it,instruct
capital:11,capital,preanswer,0.0084316403659763,0.1131800109995346,12,all,all_families,gemma_270m_it,instruct
capital:11,capital,subject,0.0561765843600619,0.2542448148277461,0,all,all_families,gemma_270m_it,instruct
capital:12,capital,preanswer,0.0127434021014738,0.1309684284177481,12,all,all_families,gemma_270m_it,instruct
capital:12,capital,subject,0.0582319740266874,0.3042442075469914,0,all,all_families,gemma_270m_it,instruct
capital:13,capital,preanswer,0.0111738558318964,0.1038020267059989,12,all,all_families,gemma_270m_it,instruct
capital:13,capital,subject,0.0518893762324248,0.2565711048322127,0,all,all_families,gemma_270m_it,instruct
capital:14,capital,preanswer,0.0076420661198961,0.1247480972578711,12,all,all_families,gemma_270m_it,instruct
capital:14,capital,subject,0.0522732780444839,0.248728653689956,0,all,all_families,gemma_270m_it,instruct
capital:15,capital,preanswer,0.0134240138373324,0.1322480157455977,12,all,all_families,gemma_270m_it,instruct
capital:15,capital,subject,0.0547455477141237,0.2461347296039628,0,all,all_families,gemma_270m_it,instruct
capital:16,capital,preanswer,0.0122652870208925,0.1239668641458539,12,all,all_families,gemma_270m_it,instruct
capital:16,capital,subject,0.0540853089724986,0.2502622069772698,0,all,all_families,gemma_270m_it,instruct
capital:17,capital,preanswer,0.009432192142143,0.1259416249745032,12,all,all_families,gemma_270m_it,instruct
capital:17,capital,subject,0.0572640914581553,0.2950241270785531,0,all,all_families,gemma_270m_it,instruct
capital:2,capital,preanswer,0.0055654407820395,0.0999545299393289,12,all,all_families,gemma_270m_it,instruct
capital:2,capital,subject,0.0495265200247172,0.2256478290347492,0,all,all_families,gemma_270m_it,instruct
capital:3,capital,preanswer,0.0117826932708137,0.1362579814797523,12,all,all_families,gemma_270m_it,instruct
capital:3,capital,subject,0.0738604357395085,0.3511137408478295,0,all,all_families,gemma_270m_it,instruct
capital:4,capital,preanswer,0.0066448318580084,0.115933622507488,12,all,all_families,gemma_270m_it,instruct
capital:4,capital,subject,0.0512059997353289,0.2304543573044094,0,all,all_families,gemma_270m_it,instruct
capital:5,capital,preanswer,0.0045399839797337,0.0931513496473723,12,all,all_families,gemma_270m_it,instruct
capital:5,capital,subject,0.15646335740385,0.8485440104359798,0,all,all_families,gemma_270m_it,instruct
capital:6,capital,preanswer,0.0116083225339057,0.1248699350684297,12,all,all_families,gemma_270m_it,instruct
capital:6,capital,subject,0.0534153902027674,0.2492849758241836,0,all,all_families,gemma_270m_it,instruct
capital:7,capital,preanswer,0.0126507669558998,0.1319295864040945,12,all,all_families,gemma_270m_it,instruct
capital:7,capital,subject,0.0534759179860442,0.2460063595744763,0,all,all_families,gemma_270m_it,instruct
capital:8,capital,preanswer,0.00974271335304,0.1077619112443689,12,all,all_families,gemma_270m_it,instruct
capital:8,capital,subject,0.0563345859763121,0.2483511031011813,0,all,all_families,gemma_270m_it,instruct
capital:9,capital,preanswer,0.01532955440214,0.1334326023272439,12,all,all_families,gemma_270m_it,instruct
capital:9,capital,subject,0.0567644688631519,0.2813614084220984,0,all,all_families,gemma_270m_it,instruct
currency:0,currency,preanswer,-0.0018118462856419,0.0714546797760561,12,all,all_families,gemma_270m_it,instruct
currency:0,currency,subject,0.0495885297344603,0.2263575104320897,0,all,all_families,gemma_270m_it,instruct
currency:1,currency,preanswer,-0.0003562135612267,0.0877064676115326,12,all,all_families,gemma_270m_it,instruct
currency:1,currency,subject,0.047823152801099,0.2170718419274278,0,all,all_families,gemma_270m_it,instruct
currency:10,currency,preanswer,0.0006340885497821,0.0842127138931376,12,all,all_families,gemma_270m_it,instruct
currency:10,currency,subject,0.0535971031662214,0.2527487338064056,0,all,all_families,gemma_270m_it,instruct
currency:11,currency,preanswer,-0.0023103011739956,0.0820520020583096,12,all,all_families,gemma_270m_it,instruct
currency:11,currency,subject,0.0542012770241227,0.2491314578527474,0,all,all_families,gemma_270m_it,instruct
currency:12,currency,preanswer,0.0029819663527761,0.0963378326565611,12,all,all_families,gemma_270m_it,instruct
currency:12,currency,subject,0.0555549458327169,0.291631650275496,0,all,all_families,gemma_270m_it,instruct
currency:13,currency,preanswer,0.0019055455505168,0.0770224139240443,12,all,all_families,gemma_270m_it,instruct
currency:13,currency,subject,0.0497985243102868,0.2458075625484115,0,all,all_families,gemma_270m_it,instruct
currency:14,currency,preanswer,-0.0025768086787471,0.0853925458356446,12,all,all_families,gemma_270m_it,instruct
currency:14,currency,subject,0.0495183144458661,0.2371493933320629,0,all,all_families,gemma_270m_it,instruct
currency:15,currency,preanswer,0.0017731152960578,0.0895739066250184,12,all,all_families,gemma_270m_it,instruct
currency:15,currency,subject,0.0531011226319166,0.2491576717801246,0,all,all_families,gemma_270m_it,instruct
currency:16,currency,preanswer,-0.0003276819962813,0.0864504598373291,12,all,all_families,gemma_270m_it,instruct
currency:16,currency,subject,0.0520777943394956,0.2438711519535703,0,all,all_families,gemma_270m_it,instruct
