relation,metric,family_a,family_b,mean_diff,ci_low,ci_high,sign_test_pvalue,num_pairs,model_name
headquarters,answer_f1,qa,raw_question,-0.1105619688953022,-0.2083789281705948,-0.0217288961038961,0.34375,18,gemma_270m_base
official_language,answer_f1,chat_template,declarative,0.0719135802469135,0.0111033950617283,0.131520061728395,0.34375,18,gemma_270m_base
official_language,answer_f1,chat_template,qa,0.0873456790123456,0.0009182098765432,0.1631712962962961,0.057373046875,18,gemma_270m_base
official_language,answer_f1,chat_template,raw_question,-0.0222222222222222,-0.0594753086419753,0.0135802469135802,0.625,18,gemma_270m_base
official_language,answer_f1,declarative,qa,0.0154320987654321,-0.0429243827160493,0.0762345679012345,0.7744140625,18,gemma_270m_base
official_language,answer_f1,declarative,raw_question,-0.0941358024691357,-0.1454398148148148,-0.0425694444444444,0.0390625,18,gemma_270m_base
official_language,answer_f1,qa,raw_question,-0.1095679012345679,-0.1728395061728395,-0.0339506172839506,0.0224609375,18,gemma_270m_base
birth_place,answer_f1,chat_template,declarative,-0.0042328042328042,-0.1958465608465608,0.1624603174603174,0.453125,18,gemma_270m_it
birth_place,answer_f1,chat_template,qa,0.0462962962962962,-0.1298611111111111,0.2222222222222222,1.0,18,gemma_270m_it
birth_place,answer_f1,chat_template,raw_question,0.0993827160493827,-0.0709876543209876,0.2808796296296296,0.2890625,18,gemma_270m_it
birth_place,answer_f1,declarative,qa,0.0505291005291005,-0.0338756613756613,0.142063492063492,0.6875,18,gemma_270m_it
birth_place,answer_f1,declarative,raw_question,0.1036155202821869,0.007444885361552,0.211818783068783,0.125,18,gemma_270m_it
birth_place,answer_f1,qa,raw_question,0.0530864197530864,-0.074074074074074,0.1704166666666666,0.375,18,gemma_270m_it
capital,answer_f1,chat_template,declarative,-0.1705467372134038,-0.3861496913580247,0.0461507936507936,1.0,18,gemma_270m_it
capital,answer_f1,chat_template,qa,-0.1598765432098765,-0.3697685185185185,0.0617283950617283,0.7744140625,18,gemma_270m_it
capital,answer_f1,chat_template,raw_question,-0.0824074074074074,-0.3019212962962962,0.1418055555555554,0.548828125,18,gemma_270m_it
capital,answer_f1,declarative,qa,0.0106701940035273,-0.0900881834215167,0.1132716049382716,0.266845703125,18,gemma_270m_it
capital,answer_f1,declarative,raw_question,0.0881393298059964,-0.0544918430335096,0.2280864197530864,0.1795654296875,18,gemma_270m_it
capital,answer_f1,qa,raw_question,0.0774691358024691,-0.045679012345679,0.1858179012345678,0.3876953125,18,gemma_270m_it
currency,answer_f1,chat_template,declarative,0.1238095238095238,0.0354298941798942,0.2093937389770723,0.11846923828125,18,gemma_270m_it
currency,answer_f1,chat_template,qa,0.053395061728395,-0.0549845679012345,0.1597453703703702,0.5078125,18,gemma_270m_it
currency,answer_f1,chat_template,raw_question,0.2277777777777777,0.0648148148148148,0.3703703703703704,0.012939453125,18,gemma_270m_it
currency,answer_f1,declarative,qa,-0.0704144620811287,-0.17173721340388,0.0261507936507936,0.803619384765625,18,gemma_270m_it
currency,answer_f1,declarative,raw_question,0.1039682539682539,-0.0173743386243386,0.2246384479717812,0.076812744140625,18,gemma_270m_it
currency,answer_f1,qa,raw_question,0.1743827160493827,0.04,0.324128086419753,0.09228515625,18,gemma_270m_it
headquarters,answer_f1,chat_template,declarative,-0.0229517396184062,-0.191084455667789,0.1383557800224466,1.0,18,gemma_270m_it
headquarters,answer_f1,chat_template,qa,0.002749719416386,-0.1902539281705948,0.1735528900112233,1.0,18,gemma_270m_it
headquarters,answer_f1,chat_template,raw_question,-0.0875220458553791,-0.2585405643738977,0.0863668430335095,0.7265625,18,gemma_270m_it
headquarters,answer_f1,declarative,qa,0.0257014590347923,-0.0348281425364758,0.0979496352413019,1.0,18,gemma_270m_it
headquarters,answer_f1,declarative,raw_question,-0.0645703062369729,-0.1521565856982523,0.0143650793650793,1.0,18,gemma_270m_it
headquarters,answer_f1,qa,raw_question,-0.0902717652717652,-0.1878376022126022,-0.0169537638287638,1.0,18,gemma_270m_it
official_language,answer_f1,chat_template,declarative,-0.2416666666666666,-0.466875,-0.0331944444444445,0.7265625,18,gemma_270m_it
official_language,answer_f1,chat_template,qa,-0.2320987654320987,-0.4543518518518519,-0.040679012345679,0.7265625,18,gemma_270m_it
official_language,answer_f1,chat_template,raw_question,0.0481481481481481,-0.1944907407407407,0.2630555555555555,0.4239501953125,18,gemma_270m_it
official_language,answer_f1,declarative,qa,0.0095679012345678,-0.0404629629629629,0.0606095679012344,1.0,18,gemma_270m_it
official_language,answer_f1,declarative,raw_question,0.2898148148148148,0.1730787037037037,0.3963425925925926,0.00341796875,18,gemma_270m_it
official_language,answer_f1,qa,raw_question,0.2802469135802469,0.1832716049382716,0.3722530864197531,0.00048828125,18,gemma_270m_it
birth_place,answer_f1,chat_template,declarative,-0.1275132275132275,-0.2203703703703703,-0.0346395502645502,0.015625,18,qwen2_5_0_5b_base
birth_place,answer_f1,chat_template,qa,-0.0444444444444444,-0.1372222222222222,0.0222222222222222,1.0,18,qwen2_5_0_5b_base
birth_place,answer_f1,chat_template,raw_question,-0.1481481481481481,-0.2962962962962963,-0.037037037037037,0.125,18,qwen2_5_0_5b_base
birth_place,answer_f1,declarative,qa,0.083068783068783,-0.0002876984126984,0.1711474867724866,0.21875,18,qwen2_5_0_5b_base
birth_place,answer_f1,declarative,raw_question,-0.0206349206349206,-0.1416964285714285,0.0814980158730158,1.0,18,qwen2_5_0_5b_base
birth_place,answer_f1,qa,raw_question,-0.1037037037037037,-0.2518518518518518,0.0,0.25,18,qwen2_5_0_5b_base
capital,answer_f1,chat_template,declarative,-0.0909090909090909,-0.1856818181818181,0.0095636924803591,0.1795654296875,18,qwen2_5_0_5b_base
capital,answer_f1,chat_template,qa,0.5888888888888889,0.4227469135802469,0.729945987654321,0.000274658203125,18,qwen2_5_0_5b_base
capital,answer_f1,chat_template,raw_question,0.0026094276094276,-0.1701087261503928,0.1685760381593714,1.0,18,qwen2_5_0_5b_base
capital,answer_f1,declarative,qa,0.6797979797979797,0.5220012626262626,0.8208473625140292,3.0517578125e-05,18,qwen2_5_0_5b_base
capital,answer_f1,declarative,raw_question,0.0935185185185185,-0.0702335858585858,0.2650533108866442,1.0,18,qwen2_5_0_5b_base
capital,answer_f1,qa,raw_question,-0.5862794612794613,-0.7917403198653198,-0.3669297138047138,0.00048828125,18,qwen2_5_0_5b_base
currency,answer_f1,chat_template,declarative,0.0731200897867564,-0.0302063291646625,0.1789595358345358,0.4239501953125,18,qwen2_5_0_5b_base
currency,answer_f1,chat_template,qa,0.2541406124739458,0.1437656325156325,0.3437097162097161,0.0009765625,18,qwen2_5_0_5b_base
currency,answer_f1,chat_template,raw_question,-0.1141534391534391,-0.2747222222222222,0.0818055555555555,0.5810546875,18,qwen2_5_0_5b_base
currency,answer_f1,declarative,qa,0.1810205226871893,0.0722992825076158,0.2977517235850569,0.021270751953125,18,qwen2_5_0_5b_base
currency,answer_f1,declarative,raw_question,-0.1872735289401955,-0.3102128427128428,-0.0412545093795094,0.076812744140625,18,qwen2_5_0_5b_base
currency,answer_f1,qa,raw_question,-0.3682940516273849,-0.5648554994388328,-0.1643195847362514,0.0224609375,18,qwen2_5_0_5b_base
headquarters,answer_f1,chat_template,declarative,-0.1437590187590187,-0.2828511303511303,-0.0305652757736091,0.79052734375,18,qwen2_5_0_5b_base
headquarters,answer_f1,chat_template,qa,0.0187149270482603,-0.0959104938271605,0.1443483445566778,0.5078125,18,qwen2_5_0_5b_base
headquarters,answer_f1,chat_template,raw_question,-0.0432459515792849,-0.1540709676126342,0.0534431617764951,0.5810546875,18,qwen2_5_0_5b_base
headquarters,answer_f1,declarative,qa,0.1624739458072791,0.0384812409812409,0.2993801106301105,0.3017578125,18,qwen2_5_0_5b_base
headquarters,answer_f1,declarative,raw_question,0.1005130671797338,-0.0305969416386083,0.2350771604938271,0.266845703125,18,qwen2_5_0_5b_base
headquarters,answer_f1,qa,raw_question,-0.0619608786275453,-0.2521550825717492,0.087898428731762,0.3017578125,18,qwen2_5_0_5b_base
official_language,answer_f1,chat_template,declarative,0.2407407407407407,0.166574074074074,0.3111111111111111,0.0009765625,18,qwen2_5_0_5b_base
official_language,answer_f1,chat_template,qa,0.6694444444444445,0.4249305555555556,0.8888888888888888,0.0018310546875,18,qwen2_5_0_5b_base
official_language,answer_f1,chat_template,raw_question,0.0259259259259259,-0.0197839506172839,0.074074074074074,0.625,18,qwen2_5_0_5b_base
official_language,answer_f1,declarative,qa,0.4287037037037037,0.1804166666666666,0.6444444444444444,0.143463134765625,18,qwen2_5_0_5b_base
official_language,answer_f1,declarative,raw_question,-0.2148148148148148,-0.2777777777777778,-0.1407098765432099,0.0001220703125,18,qwen2_5_0_5b_base
official_language,answer_f1,qa,raw_question,-0.6435185185185186,-0.8410493827160495,-0.4336419753086419,0.000244140625,18,qwen2_5_0_5b_base
birth_place,answer_f1,chat_template,declarative,0.0202821869488536,-0.1349206349206349,0.1587301587301587,0.625,18,qwen2_5_0_5b_instruct
birth_place,answer_f1,chat_template,qa,0.0358024691358024,-0.1311419753086419,0.1914197530864197,0.625,18,qwen2_5_0_5b_instruct
birth_place,answer_f1,chat_template,raw_question,-0.0185185185185185,-0.1666666666666666,0.0925925925925925,1.0,18,qwen2_5_0_5b_instruct
birth_place,answer_f1,declarative,qa,0.0155202821869488,-0.0964726631393298,0.1596119929453262,0.625,18,qwen2_5_0_5b_instruct
birth_place,answer_f1,declarative,raw_question,-0.0388007054673721,-0.164021164021164,0.074074074074074,0.625,18,qwen2_5_0_5b_instruct
birth_place,answer_f1,qa,raw_question,-0.0543209876543209,-0.2076234567901234,0.074074074074074,0.625,18,qwen2_5_0_5b_instruct
capital,answer_f1,chat_template,declarative,-0.594656886323553,-0.77302088343755,-0.4427709636042971,0.000244140625,18,qwen2_5_0_5b_instruct
capital,answer_f1,chat_template,qa,-0.4989417989417989,-0.6906757054673721,-0.3229982363315697,0.049041748046875,18,qwen2_5_0_5b_instruct
capital,answer_f1,chat_template,raw_question,-0.3499999999999999,-0.5371759259259259,-0.1748379629629631,0.021270751953125,18,qwen2_5_0_5b_instruct
capital,answer_f1,declarative,qa,0.095715087381754,0.0321119929453262,0.1466058401475068,0.1795654296875,18,qwen2_5_0_5b_instruct
capital,answer_f1,declarative,raw_question,0.2446568863235529,0.1366045374378707,0.3525832732082731,0.0001220703125,18,qwen2_5_0_5b_instruct
capital,answer_f1,qa,raw_question,0.1489417989417989,0.0654320987654321,0.2315123456790123,0.00738525390625,18,qwen2_5_0_5b_instruct
currency,answer_f1,chat_template,declarative,-0.0930535513868847,-0.2593203864037197,0.0585782427449093,0.4239501953125,18,qwen2_5_0_5b_instruct
currency,answer_f1,chat_template,qa,-0.0142376142376142,-0.2051861872695205,0.1586554032387366,0.7744140625,18,qwen2_5_0_5b_instruct
currency,answer_f1,chat_template,raw_question,-0.0306798140131473,-0.2009223184223184,0.1081022526855858,1.0,18,qwen2_5_0_5b_instruct
currency,answer_f1,declarative,qa,0.0788159371492705,-0.0092136644219977,0.1764478114478114,0.5810546875,18,qwen2_5_0_5b_instruct
currency,answer_f1,declarative,raw_question,0.0623737373737373,-0.0478338945005611,0.179773428731762,1.0,18,qwen2_5_0_5b_instruct
currency,answer_f1,qa,raw_question,-0.0164421997755331,-0.1367676767676768,0.1135802469135802,1.0,18,qwen2_5_0_5b_instruct
headquarters,answer_f1,chat_template,declarative,-0.3211720378387045,-0.5306082651915986,-0.0968646785313452,0.057373046875,18,qwen2_5_0_5b_instruct
headquarters,answer_f1,chat_template,qa,-0.2998316498316498,-0.4726921997755333,-0.1000953984287318,0.11846923828125,18,qwen2_5_0_5b_instruct
headquarters,answer_f1,chat_template,raw_question,-0.3405804072470739,-0.5031262025012024,-0.1656335177168511,0.0224609375,18,qwen2_5_0_5b_instruct
headquarters,answer_f1,declarative,qa,0.0213403880070546,-0.1293025493025493,0.1643358185024851,1.0,18,qwen2_5_0_5b_instruct
headquarters,answer_f1,declarative,raw_question,-0.0194083694083694,-0.1554709796376462,0.1182975589225589,0.5810546875,18,qwen2_5_0_5b_instruct
headquarters,answer_f1,qa,raw_question,-0.040748757415424,-0.1290713684463684,0.0340563371813371,1.0,18,qwen2_5_0_5b_instruct
official_language,answer_f1,chat_template,declarative,-0.2391534391534391,-0.4511044973544973,-0.005734126984127,0.1795654296875,18,qwen2_5_0_5b_instruct
official_language,answer_f1,chat_template,qa,-0.3342592592592592,-0.5322376543209878,-0.12,0.1795654296875,18,qwen2_5_0_5b_instruct
official_language,answer_f1,chat_template,raw_question,-0.3854938271604938,-0.6025617283950618,-0.1591512345679013,0.09228515625,18,qwen2_5_0_5b_instruct
official_language,answer_f1,declarative,qa,-0.0951058201058201,-0.1706172839506173,-0.0188172398589065,0.076812744140625,18,qwen2_5_0_5b_instruct
official_language,answer_f1,declarative,raw_question,-0.1463403880070547,-0.2232153880070547,-0.0626410934744268,0.00738525390625,18,qwen2_5_0_5b_instruct
official_language,answer_f1,qa,raw_question,-0.0512345679012345,-0.106520061728395,0.0027854938271604,0.1796875,18,qwen2_5_0_5b_instruct
birth_place,answer_f1,chat_template,declarative,0.1113756613756613,-0.0377744708994708,0.2540178571428571,0.21875,18,smollm2_360m_base
birth_place,answer_f1,chat_template,qa,0.1916225749559083,0.0339351851851851,0.3635846560846561,0.0703125,18,smollm2_360m_base
birth_place,answer_f1,chat_template,raw_question,0.1925925925925926,0.0444444444444444,0.3594444444444443,0.0625,18,smollm2_360m_base
birth_place,answer_f1,declarative,qa,0.0802469135802469,-0.0326763668430335,0.1934115961199294,0.7265625,18,smollm2_360m_base
birth_place,answer_f1,declarative,raw_question,0.0812169312169312,-0.089861111111111,0.2398478835978836,0.453125,18,smollm2_360m_base
birth_place,answer_f1,qa,raw_question,0.0009700176366843,-0.1987103174603174,0.2006261022927689,0.5078125,18,smollm2_360m_base
capital,answer_f1,chat_template,declarative,-0.1616402116402116,-0.3428604497354497,0.0102369929453262,0.143463134765625,18,smollm2_360m_base
capital,answer_f1,chat_template,qa,-0.1596119929453262,-0.3412268518518518,0.003585758377425,0.210113525390625,18,smollm2_360m_base
capital,answer_f1,chat_template,raw_question,-0.0753968253968254,-0.2691137566137566,0.1207738095238093,0.34375,18,smollm2_360m_base
capital,answer_f1,declarative,qa,0.0020282186948853,-0.0217956349206349,0.0227083333333333,0.3876953125,18,smollm2_360m_base
capital,answer_f1,declarative,raw_question,0.0862433862433862,-0.0846020723104056,0.2582120811287478,0.629058837890625,18,smollm2_360m_base
capital,answer_f1,qa,raw_question,0.0842151675485008,-0.0741203703703703,0.2521351410934744,0.803619384765625,18,smollm2_360m_base
currency,answer_f1,chat_template,declarative,-0.0558641975308642,-0.2053185626102292,0.1084413580246913,0.454498291015625,18,smollm2_360m_base
currency,answer_f1,chat_template,qa,-0.0022045855379188,-0.0999625220458553,0.1025573192239859,0.34375,18,smollm2_360m_base
currency,answer_f1,chat_template,raw_question,-0.2545855379188712,-0.4189219576719576,-0.0893187830687831,0.00738525390625,18,smollm2_360m_base
currency,answer_f1,declarative,qa,0.0536596119929453,-0.0825738536155202,0.1888073192239858,0.629058837890625,18,smollm2_360m_base
currency,answer_f1,declarative,raw_question,-0.198721340388007,-0.3347145061728395,-0.0640101410934745,0.049041748046875,18,smollm2_360m_base
currency,answer_f1,qa,raw_question,-0.2523809523809524,-0.3641181657848324,-0.1329805996472663,0.00048828125,18,smollm2_360m_base
headquarters,answer_f1,chat_template,declarative,0.1621693121693121,0.0580390211640211,0.2889869929453261,0.0018310546875,18,smollm2_360m_base
headquarters,answer_f1,chat_template,qa,0.2312610229276896,0.1071957671957672,0.3500749559082891,0.001953125,18,smollm2_360m_base
headquarters,answer_f1,chat_template,raw_question,0.0080246913580247,-0.0936926807760141,0.096847442680776,1.0,18,smollm2_360m_base
headquarters,answer_f1,declarative,qa,0.0690917107583774,-0.0765035273368606,0.2136805555555554,0.79052734375,18,smollm2_360m_base
headquarters,answer_f1,declarative,raw_question,-0.1541446208112874,-0.2752414021164021,-0.0227766754850088,0.0224609375,18,smollm2_360m_base
headquarters,answer_f1,qa,raw_question,-0.2232363315696649,-0.3265729717813051,-0.1009589947089946,0.0018310546875,18,smollm2_360m_base
official_language,answer_f1,chat_template,declarative,0.0142857142857142,-0.054375,0.0928670634920634,0.75390625,18,smollm2_360m_base
official_language,answer_f1,chat_template,qa,0.0253968253968253,-0.0440674603174603,0.0956547619047618,1.0,18,smollm2_360m_base
official_language,answer_f1,chat_template,raw_question,-0.0209876543209876,-0.0947608024691357,0.0552546296296296,0.7265625,18,smollm2_360m_base
official_language,answer_f1,declarative,qa,0.0111111111111111,-0.0206547619047619,0.044454365079365,0.7265625,18,smollm2_360m_base
official_language,answer_f1,declarative,raw_question,-0.0352733686067019,-0.111494708994709,0.0397872574955907,1.0,18,smollm2_360m_base
official_language,answer_f1,qa,raw_question,-0.046384479717813,-0.1162885802469135,0.0270282186948853,0.34375,18,smollm2_360m_base
birth_place,answer_f1,chat_template,declarative,-0.2177248677248677,-0.4095469576719577,-0.0536574074074074,0.0703125,18,smollm2_360m_instruct
birth_place,answer_f1,chat_template,qa,-0.3306878306878307,-0.5555555555555556,-0.1480820105820106,0.015625,18,smollm2_360m_instruct
birth_place,answer_f1,chat_template,raw_question,-0.3306878306878307,-0.5555555555555556,-0.1480820105820106,0.015625,18,smollm2_360m_instruct
birth_place,answer_f1,declarative,qa,-0.1129629629629629,-0.2271296296296296,-0.0111111111111111,0.125,18,smollm2_360m_instruct
birth_place,answer_f1,declarative,raw_question,-0.1129629629629629,-0.2271296296296296,-0.0111111111111111,0.125,18,smollm2_360m_instruct
birth_place,answer_f1,qa,raw_question,0.0,0.0,0.0,1.0,18,smollm2_360m_instruct
capital,answer_f1,chat_template,declarative,-0.3217813051146384,-0.5099503968253969,-0.118179012345679,0.049041748046875,18,smollm2_360m_instruct
capital,answer_f1,chat_template,qa,-0.6037037037037037,-0.7925925925925925,-0.4147222222222222,0.000244140625,18,smollm2_360m_instruct
capital,answer_f1,chat_template,raw_question,-0.6037037037037037,-0.7925925925925925,-0.4147222222222222,0.000244140625,18,smollm2_360m_instruct
capital,answer_f1,declarative,qa,-0.2819223985890653,-0.3560119047619047,-0.2069069664902998,3.0517578125e-05,18,smollm2_360m_instruct
capital,answer_f1,declarative,raw_question,-0.2819223985890653,-0.3560119047619047,-0.2069069664902998,3.0517578125e-05,18,smollm2_360m_instruct
capital,answer_f1,qa,raw_question,0.0,0.0,0.0,1.0,18,smollm2_360m_instruct
currency,answer_f1,chat_template,declarative,0.0658690075356742,-0.0508548781465448,0.1789923039923039,1.0,18,smollm2_360m_instruct
currency,answer_f1,chat_template,qa,-0.2152597402597402,-0.3403081409331409,-0.1129070466570466,0.001953125,18,smollm2_360m_instruct
currency,answer_f1,chat_template,raw_question,-0.2152597402597402,-0.3403081409331409,-0.1129070466570466,0.001953125,18,smollm2_360m_instruct
currency,answer_f1,declarative,qa,-0.2811287477954145,-0.3542835097001764,-0.2141743827160494,3.0517578125e-05,18,smollm2_360m_instruct
currency,answer_f1,declarative,raw_question,-0.2811287477954145,-0.3542835097001764,-0.2141743827160494,3.0517578125e-05,18,smollm2_360m_instruct
currency,answer_f1,qa,raw_question,0.0,0.0,0.0,1.0,18,smollm2_360m_instruct
headquarters,answer_f1,chat_template,declarative,0.1249959916626583,0.0268320105820105,0.2231322150072149,0.00738525390625,18,smollm2_360m_instruct
headquarters,answer_f1,chat_template,qa,-0.3415023248356582,-0.4337349687349686,-0.2248180214846881,0.0001220703125,18,smollm2_360m_instruct
headquarters,answer_f1,chat_template,raw_question,-0.3415023248356582,-0.4337349687349686,-0.2248180214846881,0.0001220703125,18,smollm2_360m_instruct
headquarters,answer_f1,declarative,qa,-0.4664983164983164,-0.5825565175565176,-0.3098998917748918,0.0001220703125,18,smollm2_360m_instruct
headquarters,answer_f1,declarative,raw_question,-0.4664983164983164,-0.5825565175565176,-0.3098998917748918,0.0001220703125,18,smollm2_360m_instruct
headquarters,answer_f1,qa,raw_question,0.0,0.0,0.0,1.0,18,smollm2_360m_instruct
official_language,answer_f1,chat_template,declarative,-0.0183862433862433,-0.0790321869488536,0.0398170194003527,0.2265625,18,smollm2_360m_instruct
official_language,answer_f1,chat_template,qa,-0.1712962962962963,-0.2268518518518519,-0.1111111111111111,0.00048828125,18,smollm2_360m_instruct
official_language,answer_f1,chat_template,raw_question,-0.1589506172839506,-0.2145061728395061,-0.0987654320987654,0.00048828125,18,smollm2_360m_instruct
official_language,answer_f1,declarative,qa,-0.1529100529100529,-0.2026014109347442,-0.0996913580246913,0.00048828125,18,smollm2_360m_instruct
official_language,answer_f1,declarative,raw_question,-0.1405643738977072,-0.1889770723104056,-0.0912566137566137,0.00048828125,18,smollm2_360m_instruct
official_language,answer_f1,qa,raw_question,0.0123456790123456,0.0,0.037037037037037,1.0,18,smollm2_360m_instruct
