relation,metric,family_a,family_b,mean_diff,ci_low,ci_high,sign_test_pvalue,num_pairs,model_name
birth_place,answer_f1,chat_template,raw_question,-0.1666666666666666,-0.5,0.0,1.0,4,qwen2_5_0_5b_base
birth_place,answer_f1,declarative,qa,0.1404761904761904,0.0,0.2947023809523807,0.5,4,qwen2_5_0_5b_base
birth_place,answer_f1,declarative,raw_question,0.0904761904761904,0.0,0.2047619047619047,0.5,4,qwen2_5_0_5b_base
birth_place,answer_f1,qa,raw_question,-0.0499999999999999,-0.1499999999999999,0.0,1.0,4,qwen2_5_0_5b_base
capital,answer_f1,chat_template,declarative,-0.0458333333333333,-0.2361111111111111,0.1444444444444444,1.0,4,qwen2_5_0_5b_base
capital,answer_f1,chat_template,qa,0.4652777777777777,0.0069444444444444,0.8069444444444439,0.625,4,qwen2_5_0_5b_base
capital,answer_f1,chat_template,raw_question,0.139520202020202,-0.1875,0.587310606060606,1.0,4,qwen2_5_0_5b_base
capital,answer_f1,declarative,qa,0.5111111111111111,0.1333333333333333,0.8166666666666667,0.25,4,qwen2_5_0_5b_base
capital,answer_f1,declarative,raw_question,0.1853535353535353,-0.1666666666666666,0.740909090909091,1.0,4,qwen2_5_0_5b_base
capital,answer_f1,qa,raw_question,-0.3257575757575757,-0.75,0.0,0.5,4,qwen2_5_0_5b_base
currency,answer_f1,chat_template,declarative,0.0277777777777777,-0.0277777777777777,0.1249999999999999,1.0,4,qwen2_5_0_5b_base
currency,answer_f1,chat_template,qa,0.1944444444444444,0.0589583333333333,0.3,0.25,4,qwen2_5_0_5b_base
currency,answer_f1,chat_template,raw_question,-0.2055555555555555,-0.5,0.1122222222222218,1.0,4,qwen2_5_0_5b_base
currency,answer_f1,declarative,qa,0.1666666666666666,0.0333333333333333,0.2841666666666664,0.25,4,qwen2_5_0_5b_base
currency,answer_f1,declarative,raw_question,-0.2333333333333333,-0.611111111111111,0.1122222222222218,1.0,4,qwen2_5_0_5b_base
currency,answer_f1,qa,raw_question,-0.4,-0.8,0.0,0.5,4,qwen2_5_0_5b_base
headquarters,answer_f1,chat_template,declarative,-0.1467532467532467,-0.4256060606060606,0.0696969696969696,1.0,4,qwen2_5_0_5b_base
headquarters,answer_f1,chat_template,qa,0.0671717171717171,-0.1717171717171717,0.4371212121212121,0.625,4,qwen2_5_0_5b_base
headquarters,answer_f1,chat_template,raw_question,-0.0179292929292929,-0.2136363636363636,0.1772727272727272,1.0,4,qwen2_5_0_5b_base
headquarters,answer_f1,declarative,qa,0.2139249639249639,-0.0757575757575757,0.4818181818181818,0.625,4,qwen2_5_0_5b_base
headquarters,answer_f1,declarative,raw_question,0.1288239538239538,-0.2148106060606061,0.4556881313131312,0.625,4,qwen2_5_0_5b_base
headquarters,answer_f1,qa,raw_question,-0.0851010101010101,-0.6555555555555556,0.3083333333333333,0.625,4,qwen2_5_0_5b_base
official_language,answer_f1,chat_template,declarative,0.2666666666666667,0.0833333333333333,0.3666666666666667,0.25,4,qwen2_5_0_5b_base
official_language,answer_f1,chat_template,qa,0.3125,0.0,0.7828124999999995,0.5,4,qwen2_5_0_5b_base
official_language,answer_f1,chat_template,raw_question,0.0,0.0,0.0,1.0,4,qwen2_5_0_5b_base
official_language,answer_f1,declarative,qa,0.0458333333333333,-0.3333333333333333,0.6907291666666663,0.625,4,qwen2_5_0_5b_base
official_language,answer_f1,declarative,raw_question,-0.2666666666666667,-0.3666666666666667,-0.0833333333333333,0.25,4,qwen2_5_0_5b_base
official_language,answer_f1,qa,raw_question,-0.3125,-0.7828125,0.0,0.5,4,qwen2_5_0_5b_base
birth_place,answer_f1,chat_template,declarative,0.0357142857142857,-0.6821428571428572,0.5714285714285715,1.0,4,qwen2_5_0_5b_instruct
birth_place,answer_f1,chat_template,qa,-0.1388888888888889,-0.75,0.3333333333333333,1.0,4,qwen2_5_0_5b_instruct
birth_place,answer_f1,chat_template,raw_question,-0.25,-0.75,0.0,1.0,4,qwen2_5_0_5b_instruct
birth_place,answer_f1,declarative,qa,-0.1746031746031746,-0.4452380952380952,0.0,0.5,4,qwen2_5_0_5b_instruct
birth_place,answer_f1,declarative,raw_question,-0.2857142857142857,-0.5714285714285715,0.0,0.5,4,qwen2_5_0_5b_instruct
birth_place,answer_f1,qa,raw_question,-0.1111111111111111,-0.3333333333333333,0.0,1.0,4,qwen2_5_0_5b_instruct
capital,answer_f1,chat_template,declarative,-0.3541666666666666,-0.7192708333333333,0.0,0.5,4,qwen2_5_0_5b_instruct
capital,answer_f1,chat_template,qa,-0.3111111111111111,-0.7508333333333332,0.1402777777777773,1.0,4,qwen2_5_0_5b_instruct
capital,answer_f1,chat_template,raw_question,-0.125,-0.54375,0.3156249999999989,1.0,4,qwen2_5_0_5b_instruct
capital,answer_f1,declarative,qa,0.0430555555555555,-0.0375,0.1666666666666666,1.0,4,qwen2_5_0_5b_instruct
capital,answer_f1,declarative,raw_question,0.2291666666666666,0.0,0.375,0.5,4,qwen2_5_0_5b_instruct
capital,answer_f1,qa,raw_question,0.1861111111111111,0.0,0.35,0.5,4,qwen2_5_0_5b_instruct
currency,answer_f1,chat_template,declarative,-0.3878787878787879,-0.8247474747474748,-0.0361111111111111,0.625,4,qwen2_5_0_5b_instruct
currency,answer_f1,chat_template,qa,-0.1166666666666666,-0.73625,0.375,1.0,4,qwen2_5_0_5b_instruct
currency,answer_f1,chat_template,raw_question,-0.2712121212121212,-0.8045454545454546,0.1150378787878778,0.625,4,qwen2_5_0_5b_instruct
currency,answer_f1,declarative,qa,0.2712121212121212,0.0558712121212121,0.4958333333333329,0.25,4,qwen2_5_0_5b_instruct
currency,answer_f1,declarative,raw_question,0.1166666666666666,-0.1590909090909091,0.3676767676767677,1.0,4,qwen2_5_0_5b_instruct
currency,answer_f1,qa,raw_question,-0.1545454545454545,-0.4636363636363637,0.0,1.0,4,qwen2_5_0_5b_instruct
headquarters,answer_f1,chat_template,declarative,-0.4555555555555555,-1.0,0.1705555555555542,0.625,4,qwen2_5_0_5b_instruct
headquarters,answer_f1,chat_template,qa,-0.3535353535353536,-0.6065656565656566,0.0327651515151511,0.625,4,qwen2_5_0_5b_instruct
headquarters,answer_f1,chat_template,raw_question,-0.3023088023088023,-0.6065656565656566,0.1471590909090903,0.625,4,qwen2_5_0_5b_instruct
headquarters,answer_f1,declarative,qa,0.102020202020202,-0.2111111111111111,0.4146464646464645,1.0,4,qwen2_5_0_5b_instruct
headquarters,answer_f1,declarative,raw_question,0.1532467532467532,-0.1281385281385281,0.4146464646464645,1.0,4,qwen2_5_0_5b_instruct
headquarters,answer_f1,qa,raw_question,0.0512265512265512,0.0,0.1143939393939392,0.5,4,qwen2_5_0_5b_instruct
official_language,answer_f1,chat_template,declarative,0.1547619047619047,0.0,0.3157738095238094,0.5,4,qwen2_5_0_5b_instruct
official_language,answer_f1,chat_template,qa,0.1124999999999999,0.0,0.2190624999999998,0.5,4,qwen2_5_0_5b_instruct
official_language,answer_f1,chat_template,raw_question,0.0555555555555555,0.0,0.1666666666666666,1.0,4,qwen2_5_0_5b_instruct
official_language,answer_f1,declarative,qa,-0.0422619047619047,-0.26125,0.1773214285714283,1.0,4,qwen2_5_0_5b_instruct
official_language,answer_f1,declarative,raw_question,-0.0992063492063492,-0.2583333333333333,0.0,0.5,4,qwen2_5_0_5b_instruct
official_language,answer_f1,qa,raw_question,-0.0569444444444444,-0.1875,0.0166666666666666,1.0,4,qwen2_5_0_5b_instruct
birth_place,answer_f1,chat_template,declarative,-0.6166666666666667,-0.95,-0.1825000000000002,0.25,4,smollm2_360m_instruct
birth_place,answer_f1,chat_template,qa,-0.6666666666666666,-1.0,-0.2062500000000007,0.25,4,smollm2_360m_instruct
birth_place,answer_f1,chat_template,raw_question,-0.6666666666666666,-1.0,-0.2062500000000007,0.25,4,smollm2_360m_instruct
birth_place,answer_f1,declarative,qa,-0.05,-0.15,0.0,1.0,4,smollm2_360m_instruct
birth_place,answer_f1,declarative,raw_question,-0.05,-0.15,0.0,1.0,4,smollm2_360m_instruct
birth_place,answer_f1,qa,raw_question,0.0,0.0,0.0,1.0,4,smollm2_360m_instruct
capital,answer_f1,chat_template,declarative,-0.2986111111111111,-0.7222222222222222,0.0953124999999994,1.0,4,smollm2_360m_instruct
capital,answer_f1,chat_template,qa,-0.4166666666666666,-0.8333333333333333,0.0,0.5,4,smollm2_360m_instruct
capital,answer_f1,chat_template,raw_question,-0.4166666666666666,-0.8333333333333333,0.0,0.5,4,smollm2_360m_instruct
capital,answer_f1,declarative,qa,-0.1180555555555555,-0.1875,0.0,0.5,4,smollm2_360m_instruct
capital,answer_f1,declarative,raw_question,-0.1180555555555555,-0.1875,0.0,0.5,4,smollm2_360m_instruct
capital,answer_f1,qa,raw_question,0.0,0.0,0.0,1.0,4,smollm2_360m_instruct
currency,answer_f1,chat_template,declarative,-0.0248015873015873,-0.2033730158730158,0.1752728174603174,0.625,4,smollm2_360m_instruct
currency,answer_f1,chat_template,qa,-0.2053571428571428,-0.2767857142857143,-0.0625,0.25,4,smollm2_360m_instruct
currency,answer_f1,chat_template,raw_question,-0.2053571428571428,-0.2767857142857143,-0.0625,0.25,4,smollm2_360m_instruct
currency,answer_f1,declarative,qa,-0.1805555555555555,-0.25,-0.0555555555555555,0.25,4,smollm2_360m_instruct
currency,answer_f1,declarative,raw_question,-0.1805555555555555,-0.25,-0.0555555555555555,0.25,4,smollm2_360m_instruct
currency,answer_f1,qa,raw_question,0.0,0.0,0.0,1.0,4,smollm2_360m_instruct
headquarters,answer_f1,chat_template,declarative,0.3267857142857143,0.1004017857142857,0.6553124999999997,0.125,4,smollm2_360m_instruct
headquarters,answer_f1,chat_template,qa,-0.3464285714285714,-0.563125,-0.1053571428571434,0.25,4,smollm2_360m_instruct
headquarters,answer_f1,chat_template,raw_question,-0.3464285714285714,-0.563125,-0.1053571428571434,0.25,4,smollm2_360m_instruct
headquarters,answer_f1,declarative,qa,-0.6732142857142858,-0.775,-0.5714285714285715,0.125,4,smollm2_360m_instruct
headquarters,answer_f1,declarative,raw_question,-0.6732142857142858,-0.775,-0.5714285714285715,0.125,4,smollm2_360m_instruct
headquarters,answer_f1,qa,raw_question,0.0,0.0,0.0,1.0,4,smollm2_360m_instruct
official_language,answer_f1,chat_template,declarative,-0.0208333333333333,-0.25,0.1875,1.0,4,smollm2_360m_instruct
official_language,answer_f1,chat_template,qa,-0.0833333333333333,-0.25,0.0,1.0,4,smollm2_360m_instruct
official_language,answer_f1,chat_template,raw_question,-0.0833333333333333,-0.25,0.0,1.0,4,smollm2_360m_instruct
official_language,answer_f1,declarative,qa,-0.0625,-0.1875,0.0,1.0,4,smollm2_360m_instruct
official_language,answer_f1,declarative,raw_question,-0.0625,-0.1875,0.0,1.0,4,smollm2_360m_instruct
official_language,answer_f1,qa,raw_question,0.0,0.0,0.0,1.0,4,smollm2_360m_instruct
