relation,metric,family_a,family_b,mean_diff,ci_low,ci_high,sign_test_pvalue,num_pairs,model_name
capital,target_selectivity,declarative,qa,0.0263888888888888,-0.0837962962962963,0.1714120370370369,0.2890625,12,gemma_270m_it
capital,target_selectivity,declarative,raw_question,0.1129629629629629,-0.0900462962962962,0.2849421296296294,0.1796875,12,gemma_270m_it
capital,target_selectivity,qa,raw_question,0.0865740740740741,-0.0578935185185185,0.2203703703703704,0.5078125,12,gemma_270m_it
currency,target_selectivity,chat_template,declarative,0.1575396825396825,0.0545899470899471,0.2497420634920635,0.109375,12,gemma_270m_it
currency,target_selectivity,chat_template,qa,0.0625,-0.0459375,0.1666666666666666,0.375,12,gemma_270m_it
currency,target_selectivity,chat_template,raw_question,0.1583333333333333,-0.041875,0.3420833333333329,0.2890625,12,gemma_270m_it
currency,target_selectivity,declarative,qa,-0.0950396825396825,-0.1780737433862433,-0.011479828042328,0.75390625,12,gemma_270m_it
currency,target_selectivity,declarative,raw_question,0.0007936507936507,-0.1349603174603174,0.1381084656084655,0.75390625,12,gemma_270m_it
currency,target_selectivity,qa,raw_question,0.0958333333333333,-0.0709374999999999,0.2666666666666666,0.453125,12,gemma_270m_it
headquarters,target_selectivity,chat_template,declarative,-0.0346380471380471,-0.2896180555555555,0.2111931818181814,1.0,12,gemma_270m_it
headquarters,target_selectivity,chat_template,qa,0.0272727272727272,-0.2052946127946127,0.2529671717171716,0.75390625,12,gemma_270m_it
headquarters,target_selectivity,chat_template,raw_question,-0.0771164021164021,-0.347989417989418,0.1875396825396825,1.0,12,gemma_270m_it
headquarters,target_selectivity,declarative,qa,0.0619107744107744,-0.0010258838383838,0.129364478114478,0.75390625,12,gemma_270m_it
headquarters,target_selectivity,declarative,raw_question,-0.0424783549783549,-0.1765271765271765,0.0747767857142856,1.0,12,gemma_270m_it
headquarters,target_selectivity,qa,raw_question,-0.1043891293891294,-0.2362334656084656,-0.0136883718133718,1.0,12,gemma_270m_it
official_language,target_selectivity,chat_template,declarative,-0.0166666666666666,-0.25,0.1166666666666666,0.625,12,gemma_270m_it
official_language,target_selectivity,chat_template,qa,-0.0166666666666666,-0.25,0.1333333333333333,0.625,12,gemma_270m_it
official_language,target_selectivity,chat_template,raw_question,0.2055555555555555,0.0,0.3777777777777777,0.125,12,gemma_270m_it
official_language,target_selectivity,declarative,qa,0.0,-0.0499999999999999,0.0499999999999999,1.0,12,gemma_270m_it
official_language,target_selectivity,declarative,raw_question,0.2222222222222222,0.0747916666666666,0.3777777777777777,0.125,12,gemma_270m_it
official_language,target_selectivity,qa,raw_question,0.2222222222222222,0.0944444444444444,0.3503472222222219,0.03125,12,gemma_270m_it
birth_place,target_selectivity,chat_template,declarative,-0.106547619047619,-0.2339831349206348,-0.0111111111111111,0.21875,12,qwen2_5_0_5b_base
birth_place,target_selectivity,chat_template,qa,-0.1333333333333333,-0.3555555555555555,0.0333333333333333,1.0,12,qwen2_5_0_5b_base
birth_place,target_selectivity,chat_template,raw_question,-0.2055555555555555,-0.4277777777777778,0.0,0.25,12,qwen2_5_0_5b_base
birth_place,target_selectivity,declarative,qa,-0.0267857142857142,-0.2463690476190476,0.1206547619047618,1.0,12,qwen2_5_0_5b_base
birth_place,target_selectivity,declarative,raw_question,-0.0990079365079365,-0.3013988095238095,0.0492757936507935,1.0,12,qwen2_5_0_5b_base
birth_place,target_selectivity,qa,raw_question,-0.0722222222222222,-0.1833333333333333,0.0,0.5,12,qwen2_5_0_5b_base
capital,target_selectivity,chat_template,declarative,-0.0669191919191919,-0.167388468013468,0.0368013468013467,0.34375,12,qwen2_5_0_5b_base
capital,target_selectivity,chat_template,qa,0.6055555555555555,0.4155324074074074,0.770949074074074,0.00634765625,12,qwen2_5_0_5b_base
capital,target_selectivity,chat_template,raw_question,0.0594696969696969,-0.135234638047138,0.2829387626262625,1.0,12,qwen2_5_0_5b_base
capital,target_selectivity,declarative,qa,0.6724747474747476,0.5054629629629629,0.8370370370370369,0.0009765625,12,qwen2_5_0_5b_base
capital,target_selectivity,declarative,raw_question,0.1263888888888889,-0.0695738636363636,0.3528956228956228,1.0,12,qwen2_5_0_5b_base
capital,target_selectivity,qa,raw_question,-0.5460858585858586,-0.7708333333333334,-0.2960858585858585,0.0078125,12,qwen2_5_0_5b_base
currency,target_selectivity,chat_template,declarative,0.1176106301106301,0.0036637205387205,0.2369301647426647,0.2890625,12,qwen2_5_0_5b_base
currency,target_selectivity,chat_template,qa,0.2037037037037037,0.0952314814814814,0.3074074074074074,0.0078125,12,qwen2_5_0_5b_base
currency,target_selectivity,chat_template,raw_question,-0.0518518518518518,-0.2259259259259259,0.1288425925925924,1.0,12,qwen2_5_0_5b_base
currency,target_selectivity,declarative,qa,0.0860930735930736,0.0076187469937469,0.1671702140452139,0.1796875,12,qwen2_5_0_5b_base
currency,target_selectivity,declarative,raw_question,-0.169462481962482,-0.3073713323713324,-0.0221711159211159,0.1796875,12,qwen2_5_0_5b_base
currency,target_selectivity,qa,raw_question,-0.2555555555555556,-0.4444444444444443,-0.0777777777777778,0.125,12,qwen2_5_0_5b_base
headquarters,target_selectivity,chat_template,declarative,-0.1204244829244829,-0.266492303992304,0.0068628246753245,1.0,12,qwen2_5_0_5b_base
headquarters,target_selectivity,chat_template,qa,0.0432239057239057,-0.0514920033670033,0.163415404040404,0.6875,12,qwen2_5_0_5b_base
headquarters,target_selectivity,chat_template,raw_question,-0.0306517556517556,-0.1328401575276575,0.06949044011544,0.7265625,12,qwen2_5_0_5b_base
headquarters,target_selectivity,declarative,qa,0.1636483886483886,0.0127281746031746,0.3594621813371813,0.5078125,12,qwen2_5_0_5b_base
headquarters,target_selectivity,declarative,raw_question,0.0897727272727272,-0.0433161976911976,0.231283219095719,0.1796875,12,qwen2_5_0_5b_base
headquarters,target_selectivity,qa,raw_question,-0.0738756613756613,-0.2674484427609427,0.1001424963924962,1.0,12,qwen2_5_0_5b_base
official_language,target_selectivity,chat_template,declarative,0.204040404040404,0.0928914141414141,0.2970454545454544,0.0390625,12,qwen2_5_0_5b_base
official_language,target_selectivity,chat_template,qa,0.3526515151515151,0.0916287878787878,0.6329924242424242,0.21875,12,qwen2_5_0_5b_base
official_language,target_selectivity,chat_template,raw_question,0.017003367003367,-0.0348484848484848,0.074074074074074,1.0,12,qwen2_5_0_5b_base
official_language,target_selectivity,declarative,qa,0.1486111111111111,-0.0918402777777777,0.4166666666666667,1.0,12,qwen2_5_0_5b_base
official_language,target_selectivity,declarative,raw_question,-0.187037037037037,-0.2723148148148148,-0.0888888888888889,0.015625,12,qwen2_5_0_5b_base
official_language,target_selectivity,qa,raw_question,-0.3356481481481481,-0.5833333333333334,-0.1064236111111111,0.0625,12,qwen2_5_0_5b_base
birth_place,target_selectivity,chat_template,declarative,0.0304232804232804,-0.2023809523809523,0.2275132275132275,0.625,12,qwen2_5_0_5b_instruct
birth_place,target_selectivity,chat_template,qa,-0.0504629629629629,-0.2502314814814814,0.0910532407407404,1.0,12,qwen2_5_0_5b_instruct
birth_place,target_selectivity,chat_template,raw_question,-0.1685185185185185,-0.3540277777777777,-0.0185185185185185,0.25,12,qwen2_5_0_5b_instruct
birth_place,target_selectivity,declarative,qa,-0.0808862433862434,-0.1851107804232804,-0.0105820105820105,0.125,12,qwen2_5_0_5b_instruct
birth_place,target_selectivity,declarative,raw_question,-0.1989417989417989,-0.3795767195767196,-0.0476190476190476,0.125,12,qwen2_5_0_5b_instruct
birth_place,target_selectivity,qa,raw_question,-0.1180555555555555,-0.287037037037037,0.0046296296296296,1.0,12,qwen2_5_0_5b_instruct
capital,target_selectivity,chat_template,declarative,-0.6009800384800386,-0.800065386002886,-0.3780505952380955,0.00390625,12,qwen2_5_0_5b_instruct
capital,target_selectivity,chat_template,qa,-0.5081349206349206,-0.6964781746031747,-0.2700446428571429,0.0654296875,12,qwen2_5_0_5b_instruct
capital,target_selectivity,chat_template,raw_question,-0.3569444444444444,-0.5071180555555554,-0.1526736111111112,0.021484375,12,qwen2_5_0_5b_instruct
capital,target_selectivity,declarative,qa,0.0928451178451178,0.018931277056277,0.1609650072150071,0.34375,12,qwen2_5_0_5b_instruct
capital,target_selectivity,declarative,raw_question,0.244035594035594,0.1120508658008658,0.3750825216450216,0.00390625,12,qwen2_5_0_5b_instruct
capital,target_selectivity,qa,raw_question,0.1511904761904762,0.0442344576719576,0.2688525132275132,0.109375,12,qwen2_5_0_5b_instruct
currency,target_selectivity,chat_template,declarative,-0.1554052429052429,-0.3194001022126022,-0.01555765993266,0.2890625,12,qwen2_5_0_5b_instruct
currency,target_selectivity,chat_template,qa,-0.1213564213564213,-0.3150276575276575,0.0546173039923039,0.2890625,12,qwen2_5_0_5b_instruct
currency,target_selectivity,chat_template,raw_question,-0.0654641654641654,-0.2835278379028379,0.1067827080327079,1.0,12,qwen2_5_0_5b_instruct
currency,target_selectivity,declarative,qa,0.0340488215488215,-0.0661584595959595,0.1590119949494949,1.0,12,qwen2_5_0_5b_instruct
currency,target_selectivity,declarative,raw_question,0.0899410774410774,-0.0577356902356902,0.2393613215488212,1.0,12,qwen2_5_0_5b_instruct
currency,target_selectivity,qa,raw_question,0.0558922558922558,-0.106489898989899,0.2039814814814812,0.625,12,qwen2_5_0_5b_instruct
headquarters,target_selectivity,chat_template,declarative,-0.2153439153439153,-0.4792724867724868,0.1098015873015871,0.1796875,12,qwen2_5_0_5b_instruct
headquarters,target_selectivity,chat_template,qa,-0.0998316498316498,-0.3751409932659933,0.2019823232323231,0.75390625,12,qwen2_5_0_5b_instruct
headquarters,target_selectivity,chat_template,raw_question,-0.1278739778739779,-0.3735016835016834,0.142848124098124,0.5078125,12,qwen2_5_0_5b_instruct
headquarters,target_selectivity,declarative,qa,0.1155122655122655,-0.0008441558441558,0.2548184223184221,0.75390625,12,qwen2_5_0_5b_instruct
headquarters,target_selectivity,declarative,raw_question,0.0874699374699374,-0.0086123136123136,0.2066618566618566,1.0,12,qwen2_5_0_5b_instruct
headquarters,target_selectivity,qa,raw_question,-0.028042328042328,-0.1006012506012505,0.0313852813852813,1.0,12,qwen2_5_0_5b_instruct
official_language,target_selectivity,chat_template,declarative,0.0571428571428571,-0.1428571428571428,0.2139980158730157,0.6875,12,qwen2_5_0_5b_instruct
official_language,target_selectivity,chat_template,qa,-0.0375,-0.2166666666666666,0.0958333333333333,1.0,12,qwen2_5_0_5b_instruct
official_language,target_selectivity,chat_template,raw_question,-0.0523148148148148,-0.2278819444444444,0.0627430555555553,1.0,12,qwen2_5_0_5b_instruct
official_language,target_selectivity,declarative,qa,-0.0946428571428571,-0.1877281746031746,-0.0001636904761905,0.125,12,qwen2_5_0_5b_instruct
official_language,target_selectivity,declarative,raw_question,-0.1094576719576719,-0.2208548280423281,-0.0010962301587301,0.125,12,qwen2_5_0_5b_instruct
official_language,target_selectivity,qa,raw_question,-0.0148148148148148,-0.0792708333333333,0.0476851851851851,1.0,12,qwen2_5_0_5b_instruct
birth_place,target_selectivity,chat_template,declarative,0.1267857142857142,-0.0357142857142857,0.2869494047619048,0.375,12,smollm2_360m_base
birth_place,target_selectivity,chat_template,qa,0.1564814814814814,-0.0556712962962962,0.3371064814814814,0.21875,12,smollm2_360m_base
birth_place,target_selectivity,chat_template,raw_question,0.0833333333333333,-0.1666666666666666,0.3333333333333333,1.0,12,smollm2_360m_base
birth_place,target_selectivity,declarative,qa,0.0296957671957671,-0.1350661375661375,0.1783201058201058,1.0,12,smollm2_360m_base
birth_place,target_selectivity,declarative,raw_question,-0.0434523809523809,-0.251845238095238,0.1547619047619047,1.0,12,smollm2_360m_base
birth_place,target_selectivity,qa,raw_question,-0.0731481481481481,-0.2954398148148148,0.2040509259259256,0.453125,12,smollm2_360m_base
capital,target_selectivity,chat_template,declarative,-0.1013227513227513,-0.310775462962963,0.0770568783068781,0.548828125,12,smollm2_360m_base
capital,target_selectivity,chat_template,qa,-0.0961640211640211,-0.3055803571428571,0.0817344576719576,0.548828125,12,smollm2_360m_base
capital,target_selectivity,chat_template,raw_question,0.0297619047619047,-0.1874007936507936,0.2579365079365079,0.7265625,12,smollm2_360m_base
capital,target_selectivity,declarative,qa,0.0051587301587301,-0.0152199074074073,0.024209656084656,0.453125,12,smollm2_360m_base
capital,target_selectivity,declarative,raw_question,0.131084656084656,-0.0638508597883597,0.3064550264550264,0.548828125,12,smollm2_360m_base
capital,target_selectivity,qa,raw_question,0.1259259259259259,-0.0642195767195767,0.2923181216931216,0.548828125,12,smollm2_360m_base
currency,target_selectivity,chat_template,declarative,-0.0113756613756613,-0.1899834656084655,0.1889351851851851,0.75390625,12,smollm2_360m_base
currency,target_selectivity,chat_template,qa,0.0009259259259259,-0.0778472222222222,0.1065972222222221,0.625,12,smollm2_360m_base
currency,target_selectivity,chat_template,raw_question,-0.1583333333333333,-0.2891666666666666,-0.0082638888888889,0.0703125,12,smollm2_360m_base
currency,target_selectivity,declarative,qa,0.0123015873015873,-0.1815509259259258,0.1734589947089947,0.75390625,12,smollm2_360m_base
currency,target_selectivity,declarative,raw_question,-0.1469576719576719,-0.3296626984126984,0.0434027777777777,0.2265625,12,smollm2_360m_base
currency,target_selectivity,qa,raw_question,-0.1592592592592592,-0.2759722222222222,-0.048888888888889,0.03125,12,smollm2_360m_base
headquarters,target_selectivity,chat_template,declarative,0.1378968253968254,0.0078125,0.2915674603174601,0.021484375,12,smollm2_360m_base
headquarters,target_selectivity,chat_template,qa,0.3051587301587301,0.137266865079365,0.496845238095238,0.015625,12,smollm2_360m_base
headquarters,target_selectivity,chat_template,raw_question,0.0832671957671957,-0.0326140873015872,0.1944477513227513,0.2890625,12,smollm2_360m_base
headquarters,target_selectivity,declarative,qa,0.1672619047619047,-0.0044609788359788,0.3443386243386242,0.75390625,12,smollm2_360m_base
headquarters,target_selectivity,declarative,raw_question,-0.0546296296296296,-0.1969642857142856,0.0629298941798941,0.453125,12,smollm2_360m_base
headquarters,target_selectivity,qa,raw_question,-0.2218915343915343,-0.3835648148148148,-0.0479265873015874,0.1796875,12,smollm2_360m_base
official_language,target_selectivity,chat_template,declarative,0.0642857142857142,-0.0090029761904761,0.1476190476190476,1.0,12,smollm2_360m_base
official_language,target_selectivity,chat_template,qa,0.0422619047619047,-0.006547619047619,0.1101339285714285,0.375,12,smollm2_360m_base
official_language,target_selectivity,chat_template,raw_question,-0.0310185185185185,-0.1185185185185185,0.0416666666666666,1.0,12,smollm2_360m_base
official_language,target_selectivity,declarative,qa,-0.0220238095238095,-0.069672619047619,0.019047619047619,1.0,12,smollm2_360m_base
official_language,target_selectivity,declarative,raw_question,-0.0953042328042328,-0.2170767195767195,0.0035218253968253,0.6875,12,smollm2_360m_base
official_language,target_selectivity,qa,raw_question,-0.0732804232804232,-0.162594246031746,0.0101273148148147,0.21875,12,smollm2_360m_base
birth_place,target_selectivity,chat_template,declarative,-0.2279761904761904,-0.4281894841269841,-0.0364335317460318,0.21875,12,smollm2_360m_instruct
birth_place,target_selectivity,chat_template,qa,-0.2738095238095238,-0.5484126984126984,0.0040674603174602,0.21875,12,smollm2_360m_instruct
birth_place,target_selectivity,chat_template,raw_question,-0.2738095238095238,-0.5484126984126984,0.0040674603174602,0.21875,12,smollm2_360m_instruct
birth_place,target_selectivity,declarative,qa,-0.0458333333333333,-0.1874999999999999,0.1,1.0,12,smollm2_360m_instruct
birth_place,target_selectivity,declarative,raw_question,-0.0458333333333333,-0.1874999999999999,0.1,1.0,12,smollm2_360m_instruct
birth_place,target_selectivity,qa,raw_question,0.0,0.0,0.0,1.0,12,smollm2_360m_instruct
capital,target_selectivity,chat_template,declarative,-0.348611111111111,-0.5621412037037038,-0.1230787037037037,0.0654296875,12,smollm2_360m_instruct
capital,target_selectivity,chat_template,qa,-0.6222222222222222,-0.8388888888888889,-0.3830555555555557,0.00390625,12,smollm2_360m_instruct
capital,target_selectivity,chat_template,raw_question,-0.6222222222222222,-0.8388888888888889,-0.3830555555555557,0.00390625,12,smollm2_360m_instruct
capital,target_selectivity,declarative,qa,-0.2736111111111111,-0.3712962962962963,-0.1874074074074075,0.001953125,12,smollm2_360m_instruct
capital,target_selectivity,declarative,raw_question,-0.2736111111111111,-0.3712962962962963,-0.1874074074074075,0.001953125,12,smollm2_360m_instruct
capital,target_selectivity,qa,raw_question,0.0,0.0,0.0,1.0,12,smollm2_360m_instruct
currency,target_selectivity,chat_template,declarative,0.0728775853775853,-0.0351911976911976,0.1886449314574314,0.75390625,12,smollm2_360m_instruct
currency,target_selectivity,chat_template,qa,-0.1391594516594516,-0.2533143939393939,-0.0389610389610389,0.0625,12,smollm2_360m_instruct
currency,target_selectivity,chat_template,raw_question,-0.1391594516594516,-0.2533143939393939,-0.0389610389610389,0.0625,12,smollm2_360m_instruct
currency,target_selectivity,declarative,qa,-0.212037037037037,-0.2977314814814815,-0.1305324074074074,0.00390625,12,smollm2_360m_instruct
currency,target_selectivity,declarative,raw_question,-0.212037037037037,-0.2977314814814815,-0.1305324074074074,0.00390625,12,smollm2_360m_instruct
currency,target_selectivity,qa,raw_question,0.0,0.0,0.0,1.0,12,smollm2_360m_instruct
headquarters,target_selectivity,chat_template,declarative,0.1709114959114959,0.0758618927368927,0.2975186387686387,0.00390625,12,smollm2_360m_instruct
headquarters,target_selectivity,chat_template,qa,-0.2441137566137566,-0.3619064153439153,-0.1308945105820106,0.0078125,12,smollm2_360m_instruct
headquarters,target_selectivity,chat_template,raw_question,-0.2441137566137566,-0.3619064153439153,-0.1308945105820106,0.0078125,12,smollm2_360m_instruct
headquarters,target_selectivity,declarative,qa,-0.4150252525252524,-0.5770008116883116,-0.2520495129870131,0.00390625,12,smollm2_360m_instruct
headquarters,target_selectivity,declarative,raw_question,-0.4150252525252524,-0.5770008116883116,-0.2520495129870131,0.00390625,12,smollm2_360m_instruct
headquarters,target_selectivity,qa,raw_question,0.0,0.0,0.0,1.0,12,smollm2_360m_instruct
official_language,target_selectivity,chat_template,declarative,0.0062169312169312,-0.0690922619047619,0.0823544973544973,1.0,12,smollm2_360m_instruct
official_language,target_selectivity,chat_template,qa,-0.0902777777777777,-0.1668402777777777,-0.0208333333333333,0.125,12,smollm2_360m_instruct
official_language,target_selectivity,chat_template,raw_question,-0.0902777777777777,-0.1668402777777777,-0.0208333333333333,0.125,12,smollm2_360m_instruct
official_language,target_selectivity,declarative,qa,-0.0964947089947089,-0.1585598544973545,-0.0375,0.0625,12,smollm2_360m_instruct
official_language,target_selectivity,declarative,raw_question,-0.0964947089947089,-0.1585598544973545,-0.0375,0.0625,12,smollm2_360m_instruct
official_language,target_selectivity,qa,raw_question,0.0,0.0,0.0,1.0,12,smollm2_360m_instruct
