model_name,relation,prompt_family,candidate_type,fact_id,baseline_answer_f1,ablated_answer_f1,answer_f1_drop,baseline_contains_expected,ablated_contains_expected,contains_drop,baseline_rank,ablated_rank
qwen2_5_0_5b_base,headquarters,qa,invariant,headquarters:6,0.3636363636363636,0.3636363636363636,0.0,1.0,1.0,0.0,7,6
qwen2_5_0_5b_base,headquarters,chat_template,invariant,headquarters:6,0.3636363636363636,0.3636363636363636,0.0,1.0,1.0,0.0,66895,74838
qwen2_5_0_5b_base,headquarters,raw_question,invariant,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,4115,4104
qwen2_5_0_5b_base,headquarters,declarative,invariant,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,222,271
qwen2_5_0_5b_base,headquarters,qa,invariant,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,172,181
qwen2_5_0_5b_base,headquarters,chat_template,invariant,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,104350,102824
qwen2_5_0_5b_base,birth_place,raw_question,invariant,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,5426,4013
qwen2_5_0_5b_base,birth_place,declarative,invariant,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,22,22
qwen2_5_0_5b_base,birth_place,qa,invariant,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,200,111
qwen2_5_0_5b_base,birth_place,chat_template,invariant,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,146431,145523
qwen2_5_0_5b_base,birth_place,raw_question,invariant,birth_place:7,0.0,0.0,0.0,0.0,0.0,0.0,94,74
qwen2_5_0_5b_base,birth_place,declarative,invariant,birth_place:7,0.4,0.4,0.0,1.0,1.0,0.0,3,3
qwen2_5_0_5b_base,birth_place,qa,invariant,birth_place:7,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,1.0,12,11
qwen2_5_0_5b_base,birth_place,chat_template,invariant,birth_place:7,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,53020,66350
qwen2_5_0_5b_base,capital,raw_question,prompt_sensitive,capital:6,1.0,1.0,0.0,1.0,1.0,0.0,4,5
qwen2_5_0_5b_base,capital,declarative,prompt_sensitive,capital:6,0.3636363636363636,0.5,-0.1363636363636364,1.0,1.0,0.0,1,8
qwen2_5_0_5b_base,capital,qa,prompt_sensitive,capital:6,1.0,1.0,0.0,1.0,1.0,0.0,1,1
qwen2_5_0_5b_base,capital,chat_template,prompt_sensitive,capital:6,0.4444444444444445,0.8,-0.35555555555555557,1.0,1.0,0.0,71,78
qwen2_5_0_5b_base,capital,raw_question,prompt_sensitive,capital:7,0.0,1.0,-1.0,0.0,1.0,-1.0,84,72
qwen2_5_0_5b_base,capital,declarative,prompt_sensitive,capital:7,0.0,0.0,0.0,0.0,0.0,0.0,3,3
qwen2_5_0_5b_base,capital,qa,prompt_sensitive,capital:7,1.0,1.0,0.0,1.0,1.0,0.0,1,1
qwen2_5_0_5b_base,capital,chat_template,prompt_sensitive,capital:7,0.0,0.6666666666666666,-0.6666666666666666,0.0,1.0,-1.0,128745,72226
qwen2_5_0_5b_base,official_language,raw_question,prompt_sensitive,official_language:6,0.2222222222222222,0.0,0.2222222222222222,1.0,0.0,1.0,17,9
qwen2_5_0_5b_base,official_language,declarative,prompt_sensitive,official_language:6,0.33333333333333337,0.33333333333333337,0.0,1.0,1.0,0.0,5,5
qwen2_5_0_5b_base,official_language,qa,prompt_sensitive,official_language:6,1.0,1.0,0.0,1.0,1.0,0.0,1,1
qwen2_5_0_5b_base,official_language,chat_template,prompt_sensitive,official_language:6,0.0,0.0,0.0,0.0,0.0,0.0,61211,71564
qwen2_5_0_5b_base,official_language,raw_question,prompt_sensitive,official_language:7,0.0,0.0,0.0,0.0,0.0,0.0,2,2
qwen2_5_0_5b_base,official_language,declarative,prompt_sensitive,official_language:7,0.0,0.19999999999999998,-0.19999999999999998,0.0,1.0,-1.0,1,4
qwen2_5_0_5b_base,official_language,qa,prompt_sensitive,official_language:7,0.0,0.0,0.0,0.0,0.0,0.0,1,1
qwen2_5_0_5b_base,official_language,chat_template,prompt_sensitive,official_language:7,0.19999999999999998,0.0,0.19999999999999998,1.0,0.0,1.0,2,4
qwen2_5_0_5b_base,currency,raw_question,prompt_sensitive,currency:6,0.0,0.0,0.0,0.0,0.0,0.0,4,4
qwen2_5_0_5b_base,currency,declarative,prompt_sensitive,currency:6,0.1818181818181818,0.22222222222222224,-0.04040404040404044,0.0,0.0,0.0,4,4
qwen2_5_0_5b_base,currency,qa,prompt_sensitive,currency:6,0.5,0.5,0.0,0.0,0.0,0.0,1,1
qwen2_5_0_5b_base,currency,chat_template,prompt_sensitive,currency:6,0.4444444444444445,0.4444444444444445,0.0,1.0,1.0,0.0,4,4
qwen2_5_0_5b_base,currency,raw_question,prompt_sensitive,currency:7,0.0,0.0,0.0,0.0,0.0,0.0,3,3
qwen2_5_0_5b_base,currency,declarative,prompt_sensitive,currency:7,0.3636363636363636,0.1818181818181818,0.1818181818181818,1.0,0.0,1.0,8,17
qwen2_5_0_5b_base,currency,qa,prompt_sensitive,currency:7,0.5,0.5,0.0,0.0,0.0,0.0,1,1
qwen2_5_0_5b_base,currency,chat_template,prompt_sensitive,currency:7,0.0,0.0,0.0,0.0,0.0,0.0,5,7
qwen2_5_0_5b_base,headquarters,raw_question,prompt_sensitive,headquarters:6,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,877,841
qwen2_5_0_5b_base,headquarters,declarative,prompt_sensitive,headquarters:6,0.6,0.0,0.6,1.0,0.0,1.0,1,7
qwen2_5_0_5b_base,headquarters,qa,prompt_sensitive,headquarters:6,0.3636363636363636,0.3636363636363636,0.0,1.0,1.0,0.0,7,9
qwen2_5_0_5b_base,headquarters,chat_template,prompt_sensitive,headquarters:6,0.3636363636363636,1.0,-0.6363636363636365,1.0,1.0,0.0,66895,46027
qwen2_5_0_5b_base,headquarters,raw_question,prompt_sensitive,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,4115,4575
qwen2_5_0_5b_base,headquarters,declarative,prompt_sensitive,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,222,419
qwen2_5_0_5b_base,headquarters,qa,prompt_sensitive,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,172,331
qwen2_5_0_5b_base,headquarters,chat_template,prompt_sensitive,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,104350,67002
qwen2_5_0_5b_base,birth_place,raw_question,prompt_sensitive,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,5426,7928
qwen2_5_0_5b_base,birth_place,declarative,prompt_sensitive,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,22,31
qwen2_5_0_5b_base,birth_place,qa,prompt_sensitive,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,200,300
qwen2_5_0_5b_base,birth_place,chat_template,prompt_sensitive,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,146431,143217
qwen2_5_0_5b_base,birth_place,raw_question,prompt_sensitive,birth_place:7,0.0,0.0,0.0,0.0,0.0,0.0,94,126
qwen2_5_0_5b_base,birth_place,declarative,prompt_sensitive,birth_place:7,0.4,0.0,0.4,1.0,0.0,1.0,3,7
qwen2_5_0_5b_base,birth_place,qa,prompt_sensitive,birth_place:7,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,1.0,12,22
qwen2_5_0_5b_base,birth_place,chat_template,prompt_sensitive,birth_place:7,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,53020,57691
