relation,prompt_family,metric,mean,ci_low,ci_high,count
capital,raw_question,answer_similarity,0.5930937265616629,0.4623723328129066,0.7035105726033583,8
currency,chat_template,full_exact_match,0.125,0.0,0.375,8
currency,chat_template,contains_expected,0.25,0.0,0.625,8
currency,chat_template,answer_f1,0.4714285714285714,0.2653125,0.6596875,8
currency,chat_template,answer_similarity,0.7779751503343102,0.5238323210706475,0.9157379845284076,8
currency,declarative,full_exact_match,0.0,0.0,0.0,8
currency,declarative,contains_expected,0.25,0.0,0.5,8
currency,declarative,answer_f1,0.23832070707070707,0.1476010101010101,0.3116398358585859,8
currency,declarative,answer_similarity,0.357213652884106,0.27105799439053135,0.435580173304416,8
currency,qa,full_exact_match,0.0,0.0,0.0,8
currency,qa,contains_expected,0.25,0.0,0.5,8
currency,qa,answer_f1,0.319949494949495,0.12080176767676767,0.5070075757575758,8
currency,qa,answer_similarity,0.48031616723535975,0.30798075958745214,0.635461895882755,8
currency,raw_question,full_exact_match,0.0,0.0,0.0,8
currency,raw_question,contains_expected,0.375,0.0,0.625,8
currency,raw_question,answer_f1,0.3704545454545455,0.15441287878787877,0.531060606060606,8
currency,raw_question,answer_similarity,0.4953207875853749,0.30320600297770606,0.6448656584571106,8
headquarters,chat_template,full_exact_match,0.375,0.125,0.75,8
headquarters,chat_template,contains_expected,0.375,0.125,0.75,8
headquarters,chat_template,answer_f1,0.5,0.25,0.8333333333333333,8
headquarters,chat_template,answer_similarity,0.6277236190919055,0.419022154316272,0.871148528581393,8
headquarters,declarative,full_exact_match,0.0,0.0,0.0,8
headquarters,declarative,contains_expected,0.125,0.0,0.375,8
headquarters,declarative,answer_f1,0.10555555555555556,0.0,0.21666666666666667,8
headquarters,declarative,answer_similarity,0.2881776216807753,0.1721363531313721,0.3805555299503572,8
headquarters,qa,full_exact_match,0.0,0.0,0.0,8
headquarters,qa,contains_expected,0.75,0.5,1.0,8
headquarters,qa,answer_f1,0.30303030303030304,0.21969696969696967,0.3939393939393939,8
headquarters,qa,answer_similarity,0.35721530265845536,0.26828469690035184,0.43709192989681317,8
headquarters,raw_question,full_exact_match,0.0,0.0,0.0,8
headquarters,raw_question,contains_expected,0.75,0.5,1.0,8
headquarters,raw_question,answer_f1,0.28318903318903316,0.1623376623376623,0.3844787157287157,8
headquarters,raw_question,answer_similarity,0.3463228300369364,0.2369230201407067,0.43474923722349346,8
official_language,chat_template,full_exact_match,0.25,0.0,0.625,8
official_language,chat_template,contains_expected,0.25,0.0,0.625,8
official_language,chat_template,answer_f1,0.25,0.0,0.625,8
official_language,chat_template,answer_similarity,0.5406155731523379,0.2855218938536953,0.7889470211161388,8
official_language,declarative,full_exact_match,0.0,0.0,0.0,8
official_language,declarative,contains_expected,0.75,0.375,1.0,8
official_language,declarative,answer_f1,0.24821428571428572,0.11947916666666668,0.3478125,8
official_language,declarative,answer_similarity,0.3812270090548953,0.2705771169354839,0.4845635257498585,8
official_language,qa,full_exact_match,0.0,0.0,0.0,8
official_language,qa,contains_expected,0.625,0.375,0.875,8
official_language,qa,answer_f1,0.13402777777777775,0.075,0.2021527777777778,8
official_language,qa,answer_similarity,0.23816504461611526,0.2132586952120006,0.26424006986650095,8
official_language,raw_question,full_exact_match,0.0,0.0,0.0,8
official_language,raw_question,contains_expected,0.25,0.0,0.5968750000000007,8
official_language,raw_question,answer_f1,0.05277777777777777,0.0,0.12125000000000008,8
official_language,raw_question,answer_similarity,0.21070542363773884,0.16885167578575358,0.2489498451760105,8
