model_name,relation,prompt_family,candidate_type,fact_id,baseline_answer_f1,ablated_answer_f1,answer_f1_drop,baseline_contains_expected,ablated_contains_expected,contains_drop,baseline_rank,ablated_rank
qwen2_5_0_5b_instruct,headquarters,qa,prompt_sensitive,headquarters:6,0.3636363636363636,0.3636363636363636,0.0,1.0,1.0,0.0,5,7
qwen2_5_0_5b_instruct,headquarters,chat_template,prompt_sensitive,headquarters:6,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,83,71
qwen2_5_0_5b_instruct,headquarters,raw_question,prompt_sensitive,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,2966,3377
qwen2_5_0_5b_instruct,headquarters,declarative,prompt_sensitive,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,391,520
qwen2_5_0_5b_instruct,headquarters,qa,prompt_sensitive,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,365,549
qwen2_5_0_5b_instruct,headquarters,chat_template,prompt_sensitive,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,3169,1779
qwen2_5_0_5b_instruct,birth_place,raw_question,prompt_sensitive,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,3752,5041
qwen2_5_0_5b_instruct,birth_place,declarative,prompt_sensitive,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,20,23
qwen2_5_0_5b_instruct,birth_place,qa,prompt_sensitive,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,122,193
qwen2_5_0_5b_instruct,birth_place,chat_template,prompt_sensitive,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,868,662
qwen2_5_0_5b_instruct,birth_place,raw_question,prompt_sensitive,birth_place:7,0.0,0.0,0.0,0.0,0.0,0.0,123,156
qwen2_5_0_5b_instruct,birth_place,declarative,prompt_sensitive,birth_place:7,0.0,0.0,0.0,0.0,0.0,0.0,2,3
qwen2_5_0_5b_instruct,birth_place,qa,prompt_sensitive,birth_place:7,0.0,0.0,0.0,0.0,0.0,0.0,8,15
qwen2_5_0_5b_instruct,birth_place,chat_template,prompt_sensitive,birth_place:7,0.0,0.0,0.0,0.0,0.0,0.0,125,237
