model_name,relation,prompt_family,candidate_type,fact_id,baseline_answer_f1,ablated_answer_f1,answer_f1_drop,baseline_contains_expected,ablated_contains_expected,contains_drop,baseline_rank,ablated_rank
gemma_270m_base,currency,chat_template,prompt_sensitive,currency:6,0.8,0.0,0.8,1.0,0.0,1.0,15,14
gemma_270m_base,currency,raw_question,prompt_sensitive,currency:7,0.8,0.8,0.0,1.0,1.0,0.0,21,20
gemma_270m_base,currency,declarative,prompt_sensitive,currency:7,0.4,0.4,0.0,1.0,1.0,0.0,15,31
gemma_270m_base,currency,qa,prompt_sensitive,currency:7,0.4,0.8,-0.4,1.0,1.0,0.0,2,6
gemma_270m_base,currency,chat_template,prompt_sensitive,currency:7,0.0,0.0,0.0,0.0,0.0,0.0,6,4
gemma_270m_base,headquarters,raw_question,prompt_sensitive,headquarters:6,0.0,0.0,0.0,0.0,0.0,0.0,242,118
gemma_270m_base,headquarters,declarative,prompt_sensitive,headquarters:6,0.0,0.0,0.0,0.0,0.0,0.0,4,4
gemma_270m_base,headquarters,qa,prompt_sensitive,headquarters:6,0.0,0.0,0.0,0.0,0.0,0.0,12,71
gemma_270m_base,headquarters,chat_template,prompt_sensitive,headquarters:6,0.0,0.0,0.0,0.0,0.0,0.0,91,74
gemma_270m_base,headquarters,raw_question,prompt_sensitive,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,2036,1633
gemma_270m_base,headquarters,declarative,prompt_sensitive,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,894,836
gemma_270m_base,headquarters,qa,prompt_sensitive,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,809,1064
gemma_270m_base,headquarters,chat_template,prompt_sensitive,headquarters:7,0.0,0.0,0.0,0.0,0.0,0.0,1281,1478
gemma_270m_base,birth_place,raw_question,prompt_sensitive,birth_place:6,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,1.0,193,145
gemma_270m_base,birth_place,declarative,prompt_sensitive,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,3,2
gemma_270m_base,birth_place,qa,prompt_sensitive,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,44,444
gemma_270m_base,birth_place,chat_template,prompt_sensitive,birth_place:6,0.0,0.0,0.0,0.0,0.0,0.0,468,435
gemma_270m_base,birth_place,raw_question,prompt_sensitive,birth_place:7,0.5,0.0,0.5,1.0,0.0,1.0,307,99
gemma_270m_base,birth_place,declarative,prompt_sensitive,birth_place:7,0.0,0.0,0.0,0.0,0.0,0.0,2,3
gemma_270m_base,birth_place,qa,prompt_sensitive,birth_place:7,0.25,0.0,0.25,1.0,0.0,1.0,12,374
gemma_270m_base,birth_place,chat_template,prompt_sensitive,birth_place:7,0.0,0.0,0.0,0.0,0.0,0.0,143,108
