fact_id,relation,position,mean_invariance_gap,peak_invariance_gap,invariance_depth,split_eval,analysis_variant
birth_place:6,birth_place,subject,0.23437351104803383,0.5055015995075889,0,all,all_families
birth_place:7,birth_place,preanswer,-0.04313085071158176,0.05166660234624265,26,all,all_families
birth_place:7,birth_place,subject,0.21844497777227145,0.5286249784277934,0,all,all_families
birth_place:8,birth_place,preanswer,-0.046380539034383696,0.02930654548839018,27,all,all_families
birth_place:8,birth_place,subject,0.210244910552979,0.5225709404650272,0,all,all_families
birth_place:9,birth_place,preanswer,-0.03821051913067042,0.05903397095115748,26,all,all_families
birth_place:9,birth_place,subject,0.22943915251765729,0.5629829474377867,0,all,all_families
capital:0,capital,preanswer,-0.015938413453827082,0.18347299982811882,26,all,all_families
capital:0,capital,subject,0.043736720852572096,0.07378138437428894,0,all,all_families
capital:1,capital,preanswer,-0.023295203206704612,0.16475330278569578,26,all,all_families
capital:1,capital,subject,0.036487746999745115,0.07236813589492264,0,all,all_families
capital:10,capital,preanswer,-0.01881540824051983,0.16780678927898407,26,all,all_families
capital:10,capital,subject,0.04074908103953645,0.07467513703101991,0,all,all_families
capital:11,capital,preanswer,-0.019915840683240153,0.16280090005374415,26,all,all_families
capital:11,capital,subject,0.04410359901649988,0.07614588511048581,0,all,all_families
capital:12,capital,preanswer,-0.02397541572709624,0.1552123665517452,26,all,all_families
capital:12,capital,subject,0.3256471555499707,0.49317811173843396,0,all,all_families
capital:13,capital,preanswer,-0.017304308840311037,0.1722716372460127,26,all,all_families
capital:13,capital,subject,0.042843413154603736,0.0721256520745217,0,all,all_families
capital:14,capital,preanswer,-0.023446934065991538,0.146230374736821,26,all,all_families
capital:14,capital,subject,0.3036991700897559,0.4648196256774313,0,all,all_families
capital:15,capital,preanswer,-0.020182120782670135,0.17263070406282655,26,all,all_families
capital:15,capital,subject,0.03817585279466585,0.07386141226572152,0,all,all_families
capital:16,capital,preanswer,-0.01988728995681466,0.1595041429733529,26,all,all_families
capital:16,capital,subject,0.043682064570020884,0.07530933085317704,0,all,all_families
capital:17,capital,preanswer,-0.024353882291025537,0.14365218901166732,26,all,all_families
capital:17,capital,subject,0.04026935187250595,0.07462235434236486,0,all,all_families
capital:2,capital,preanswer,-0.021331783721917418,0.1615372006142256,26,all,all_families
capital:2,capital,subject,0.038793646448574894,0.07251146008424902,0,all,all_families
capital:3,capital,preanswer,-0.02501754206034592,0.11489327646353664,26,all,all_families
capital:3,capital,subject,0.3663325990406413,0.6638115330361853,0,all,all_families
capital:4,capital,preanswer,-0.022255864270561043,0.1521128539507295,26,all,all_families
capital:4,capital,subject,0.0371260534579336,0.0740761099127577,0,all,all_families
capital:5,capital,preanswer,-0.02948599645192278,0.1492251772798744,26,all,all_families
capital:5,capital,subject,0.35038359462872476,0.5880209335363378,0,all,all_families
capital:6,capital,preanswer,-0.019607121576829,0.16174828239223538,26,all,all_families
capital:6,capital,subject,0.041763083310797824,0.0715194665918164,0,all,all_families
capital:7,capital,preanswer,-0.02262717660963901,0.14392560494004514,26,all,all_families
capital:7,capital,subject,0.039846588475127495,0.07325691083336583,0,all,all_families
capital:8,capital,preanswer,-0.01746089357252727,0.16037391411031,26,all,all_families
capital:8,capital,subject,0.046413209614590466,0.07481837122901991,0,all,all_families
capital:9,capital,preanswer,-0.018686254555587752,0.16798317414142339,26,all,all_families
capital:9,capital,subject,0.04167428579724705,0.07347195281409757,0,all,all_families
currency:0,currency,preanswer,-0.035765902101582675,0.04548178540140979,26,all,all_families
currency:0,currency,subject,0.03385496615003064,0.07376998673905344,0,all,all_families
currency:1,currency,preanswer,-0.039957275842407755,0.03379259068591922,27,all,all_families
currency:1,currency,subject,0.029324390121973014,0.07184497548230717,0,all,all_families
currency:10,currency,preanswer,-0.03813636054024647,0.034706847924812156,27,all,all_families
currency:10,currency,subject,0.031662561689896104,0.07508180998996183,0,all,all_families
currency:11,currency,preanswer,-0.036265680938502604,0.04769424765425567,26,all,all_families
currency:11,currency,subject,0.0391914115125295,0.07728385329976961,0,all,all_families
currency:12,currency,preanswer,-0.04309123394526907,0.0293902185763798,27,all,all_families
currency:12,currency,subject,0.3220063362387009,0.4943994911131905,0,all,all_families
currency:13,currency,preanswer,-0.035825194384647055,0.04126843839299443,26,all,all_families
currency:13,currency,subject,0.033271880538485864,0.07245222504670712,0,all,all_families
currency:14,currency,preanswer,-0.03798147675343881,0.045377121325216985,27,all,all_families
currency:14,currency,subject,0.29613186076840425,0.4627541858045494,0,all,all_families
currency:15,currency,preanswer,-0.04084605602410567,0.038151060395381076,27,all,all_families
currency:15,currency,subject,0.02861056949454815,0.07365812540200412,0,all,all_families
currency:16,currency,preanswer,-0.03482096699093852,0.050706843023791026,26,all,all_families
currency:16,currency,subject,0.0344540725288657,0.07446788021308537,0,all,all_families
currency:17,currency,preanswer,-0.03828272419894917,0.04089872363735647,27,all,all_families
currency:17,currency,subject,0.0359310036395019,0.07493698085639999,0,all,all_families
currency:2,currency,preanswer,-0.03954905635955761,0.034735803437583535,27,all,all_families
currency:2,currency,subject,0.03046034840643223,0.07199361485739553,0,all,all_families
currency:3,currency,preanswer,-0.038508319313062686,0.04128125624037249,27,all,all_families
currency:3,currency,subject,0.35625490230079015,0.6610695633525943,0,all,all_families
currency:4,currency,preanswer,-0.04120843256390015,0.030869136400082486,27,all,all_families
currency:4,currency,subject,0.02886010383885793,0.07428622749798441,0,all,all_families
currency:5,currency,preanswer,-0.04739290670327403,0.03261107009123354,27,all,all_families
currency:5,currency,subject,0.3457483961167015,0.5905488452636729,0,all,all_families
currency:6,currency,preanswer,-0.03828646510145535,0.03845583304178479,26,all,all_families
currency:6,currency,subject,0.03174375864111033,0.07145349451285954,0,all,all_families
currency:7,currency,preanswer,-0.037123409457112136,0.04223060038159876,26,all,all_families
currency:7,currency,subject,0.032133948377461405,0.07239219889629123,0,all,all_families
currency:8,currency,preanswer,-0.034547119554333094,0.051365760392418025,26,all,all_families
currency:8,currency,subject,0.03686837668247593,0.07180642040775098,0,all,all_families
currency:9,currency,preanswer,-0.03521053554540427,0.05261107483038718,26,all,all_families
currency:9,currency,subject,0.03292868375622979,0.07154596644435451,0,all,all_families
headquarters:0,headquarters,preanswer,-0.04879058956844257,0.017776210518444246,27,all,all_families
headquarters:0,headquarters,subject,0.055942430271648386,0.09762627660643819,0,all,all_families
headquarters:1,headquarters,preanswer,-0.046653064563596525,0.026184426364945446,27,all,all_families
headquarters:1,headquarters,subject,0.054442823676200694,0.09775325699764137,0,all,all_families
headquarters:10,headquarters,preanswer,-0.05031558199256074,-0.001045686576296334,-1,all,all_families
headquarters:10,headquarters,subject,0.3348126991414556,0.542849108686342,0,all,all_families
headquarters:11,headquarters,preanswer,-0.046729984576813884,0.015950587450289322,27,all,all_families
headquarters:11,headquarters,subject,0.3376200962115499,0.593990038642112,0,all,all_families
headquarters:12,headquarters,preanswer,-0.04400376967775324,0.02546372534889796,27,all,all_families
headquarters:12,headquarters,subject,0.33078936080439203,0.4901540159229555,0,all,all_families
headquarters:13,headquarters,preanswer,-0.04441055950854777,0.034172679644589254,26,all,all_families
headquarters:13,headquarters,subject,0.054335968275600145,0.0969235915325436,0,all,all_families
headquarters:14,headquarters,preanswer,-0.044319833037626065,0.030384542603118736,27,all,all_families
headquarters:14,headquarters,subject,0.054411289069856345,0.09655979790670033,0,all,all_families
headquarters:15,headquarters,preanswer,-0.04791535242853285,0.01604824783463099,27,all,all_families
headquarters:15,headquarters,subject,0.323784487647251,0.5751725682148747,0,all,all_families
headquarters:16,headquarters,preanswer,-0.047935619904641416,0.015873664442230706,27,all,all_families
headquarters:16,headquarters,subject,0.05507231165664088,0.09624417418358366,0,all,all_families
headquarters:17,headquarters,preanswer,-0.042522440454466084,0.0377695388069339,26,all,all_families
headquarters:17,headquarters,subject,0.056854445449597044,0.09661231584408703,0,all,all_families
headquarters:2,headquarters,preanswer,-0.045663327515107016,0.018553300669380213,27,all,all_families
headquarters:2,headquarters,subject,0.05456416182763253,0.10182431906315625,0,all,all_families
headquarters:3,headquarters,preanswer,-0.04915867232051039,0.016543569664160374,27,all,all_families
headquarters:3,headquarters,subject,0.05573600807852641,0.09756832120611392,0,all,all_families
headquarters:4,headquarters,preanswer,-0.04770236825296547,0.015314827435741307,27,all,all_families
headquarters:4,headquarters,subject,0.05462794748760359,0.1013542952417743,0,all,all_families
headquarters:5,headquarters,preanswer,-0.04678475721647925,0.021216009688727944,27,all,all_families
headquarters:5,headquarters,subject,0.05499812610237402,0.0960305160021081,0,all,all_families
headquarters:6,headquarters,preanswer,-0.0480979936078702,0.008716368207744574,27,all,all_families
headquarters:6,headquarters,subject,0.054930257157870005,0.09796348181279269,0,all,all_families
headquarters:7,headquarters,preanswer,-0.04355810633540956,0.03327052894176219,27,all,all_families
headquarters:7,headquarters,subject,0.06203867787011333,0.10660469747495416,0,all,all_families
headquarters:8,headquarters,preanswer,-0.04753311125643769,0.014778079939823607,27,all,all_families
headquarters:8,headquarters,subject,0.054185428682888184,0.0991149893140092,0,all,all_families
headquarters:9,headquarters,preanswer,-0.05089557168128735,0.0021500674386819574,-1,all,all_families
headquarters:9,headquarters,subject,0.31239921624849865,0.4923202214287776,0,all,all_families
official_language:0,official_language,preanswer,-0.03402495886057652,0.07287311868048174,26,all,all_families
official_language:0,official_language,subject,0.03594597181939867,0.07327333165734418,0,all,all_families
official_language:1,official_language,preanswer,-0.03751458056891957,0.056985838667434785,26,all,all_families
official_language:1,official_language,subject,0.03316843923975658,0.0721138725239856,0,all,all_families
official_language:10,official_language,preanswer,-0.03243755748011537,0.06834347458446732,26,all,all_families
official_language:10,official_language,subject,0.036427896419613096,0.07557218182174597,0,all,all_families
official_language:11,official_language,preanswer,-0.03364082832030915,0.05514500567726066,26,all,all_families
official_language:11,official_language,subject,0.04257817871471428,0.08013928155688677,0,all,all_families
official_language:12,official_language,preanswer,-0.038416790343391904,0.04863802453174315,26,all,all_families
official_language:12,official_language,subject,0.3311927889749937,0.48773990560542135,0,all,all_families
official_language:13,official_language,preanswer,-0.031600987538695335,0.07702052410618931,26,all,all_families
official_language:13,official_language,subject,0.03767419225814771,0.07269381205825243,0,all,all_families
official_language:14,official_language,preanswer,-0.03719295045205703,0.05284294770920983,26,all,all_families
official_language:14,official_language,subject,0.3111572155087511,0.48234222314375286,0,all,all_families
official_language:15,official_language,preanswer,-0.03584138245330941,0.060383198746279176,26,all,all_families
official_language:15,official_language,subject,0.033297879903294234,0.07460761986965059,0,all,all_families
official_language:16,official_language,preanswer,-0.03347122384573095,0.06530828372228381,26,all,all_families
official_language:16,official_language,subject,0.03623012933702044,0.07475930474260273,0,all,all_families
official_language:17,official_language,preanswer,-0.03893521514164247,0.041823985018566545,26,all,all_families
official_language:17,official_language,subject,0.03490765549027926,0.07679379300451739,0,all,all_families
official_language:2,official_language,preanswer,-0.03406296758433146,0.06995424620953261,26,all,all_families
official_language:2,official_language,subject,0.033786691978628575,0.07332080774301408,0,all,all_families
official_language:3,official_language,preanswer,-0.035500677160955244,0.04941518181094939,26,all,all_families
official_language:3,official_language,subject,0.3620866117679386,0.6619896614084058,0,all,all_families
official_language:4,official_language,preanswer,-0.035855282443876875,0.06126205922633998,26,all,all_families
official_language:4,official_language,subject,0.032853552893571114,0.07503307713013074,0,all,all_families
official_language:5,official_language,preanswer,-0.040354500488177236,0.0537491811110693,26,all,all_families
official_language:5,official_language,subject,0.3577201325713438,0.6137872993507806,0,all,all_families
official_language:6,official_language,preanswer,-0.034276309514454775,0.06324052109437828,26,all,all_families
official_language:6,official_language,subject,0.03492708071523036,0.07197887618459908,0,all,all_families
official_language:7,official_language,preanswer,-0.03350500007475014,0.0654163264176425,26,all,all_families
official_language:7,official_language,subject,0.03512507610767167,0.07297931337619534,0,all,all_families
official_language:8,official_language,preanswer,-0.03343013975559279,0.06151098385453224,26,all,all_families
official_language:8,official_language,subject,0.03984237843028764,0.07252515538358228,0,all,all_families
official_language:9,official_language,preanswer,-0.03240924276749366,0.07214356505987685,26,all,all_families
official_language:9,official_language,subject,0.035284379947994486,0.0731118496361316,0,all,all_families
birth_place:0,birth_place,preanswer,-0.06436264485705132,0.03780708671395294,27,all,no_chat
birth_place:0,birth_place,subject,0.2187110982664855,0.4660330001824821,0,all,no_chat
birth_place:1,birth_place,preanswer,-0.06126171256129454,0.06106075099091124,26,all,no_chat
birth_place:1,birth_place,subject,0.21798961780040094,0.44521570965355517,0,all,no_chat
birth_place:10,birth_place,preanswer,-0.0506170250998895,0.10622862896888086,26,all,no_chat
birth_place:10,birth_place,subject,0.25358199941761356,0.5306957666001288,0,all,no_chat
birth_place:11,birth_place,preanswer,-0.06628375644095583,0.04523200225206769,27,all,no_chat
birth_place:11,birth_place,subject,0.19698108994444602,0.5171022214531119,0,all,no_chat
birth_place:12,birth_place,preanswer,-0.06806444058961729,0.057439968282101184,26,all,no_chat
birth_place:12,birth_place,subject,0.2013153755014726,0.4822152708870133,0,all,no_chat
birth_place:13,birth_place,preanswer,-0.05980629269398896,0.08291752159205912,26,all,no_chat
birth_place:13,birth_place,subject,0.2074230792597423,0.4675924984458225,0,all,no_chat
birth_place:14,birth_place,preanswer,-0.06452172213641844,0.05245361998190279,26,all,no_chat
birth_place:14,birth_place,subject,0.22543737269767555,0.5466735927887212,0,all,no_chat
birth_place:15,birth_place,preanswer,-0.05548815271555403,0.07405775571181106,26,all,no_chat
birth_place:15,birth_place,subject,0.21821918668456713,0.5327820076661951,0,all,no_chat
birth_place:16,birth_place,preanswer,-0.0699133462229975,0.03458730594005455,27,all,no_chat
birth_place:16,birth_place,subject,0.20907783430994922,0.46004840244654743,0,all,no_chat
birth_place:17,birth_place,preanswer,-0.06605543039763481,0.05903252355413491,26,all,no_chat
birth_place:17,birth_place,subject,0.18569203316434926,0.5062553204742133,0,all,no_chat
birth_place:2,birth_place,preanswer,-0.07306577634139387,0.023085798702987992,27,all,no_chat
birth_place:2,birth_place,subject,0.2154056369174832,0.4616964354234584,0,all,no_chat
birth_place:3,birth_place,preanswer,-0.07282043452940734,0.021399526229870847,27,all,no_chat
birth_place:3,birth_place,subject,0.2019719602418394,0.45179636649836125,0,all,no_chat
birth_place:4,birth_place,preanswer,-0.07195050560327526,0.015387259862002178,27,all,no_chat
birth_place:4,birth_place,subject,0.19797977125211283,0.47121657343471757,0,all,no_chat
birth_place:5,birth_place,preanswer,-0.06114410489091493,0.07537169511022124,26,all,no_chat
birth_place:5,birth_place,subject,0.21803170883285455,0.5483664207988315,0,all,no_chat
birth_place:6,birth_place,preanswer,-0.07472136054261058,0.022679785303041045,27,all,no_chat
birth_place:6,birth_place,subject,0.22978696077940317,0.4873008167042452,0,all,no_chat
birth_place:7,birth_place,preanswer,-0.06797300311401971,0.052287231083788965,26,all,no_chat
birth_place:7,birth_place,subject,0.20768920874551816,0.508331398363986,0,all,no_chat
birth_place:8,birth_place,preanswer,-0.07141817723906119,0.024888926471759998,27,all,no_chat
birth_place:8,birth_place,subject,0.2030325136543099,0.5135160813144608,0,all,no_chat
birth_place:9,birth_place,preanswer,-0.06198087703509658,0.056997302310918596,26,all,no_chat
birth_place:9,birth_place,subject,0.22206095389388747,0.5583029428338693,0,all,no_chat
capital:0,capital,preanswer,-0.027299566340504906,0.20876276259328808,26,all,no_chat
capital:0,capital,subject,0.02275266864769209,0.07587017771465321,0,all,no_chat
capital:1,capital,preanswer,-0.03649023298198492,0.18598398254587756,26,all,no_chat
capital:1,capital,subject,0.012375614855414115,0.048176813748926905,0,all,no_chat
capital:10,capital,preanswer,-0.030671332001053046,0.18811119362419726,26,all,no_chat
capital:10,capital,subject,0.01803742345495552,0.05199524351194795,0,all,no_chat
capital:11,capital,preanswer,-0.03287527775331066,0.1812826545020334,26,all,no_chat
capital:11,capital,subject,0.022279980878522197,0.0680971110568327,0,all,no_chat
capital:12,capital,preanswer,-0.0355521005158331,0.17981357745874937,26,all,no_chat
capital:12,capital,subject,0.32561073272665536,0.4873165277873768,0,all,no_chat
capital:13,capital,preanswer,-0.03068557272062582,0.1902814786029018,26,all,no_chat
capital:13,capital,subject,0.020478361401877372,0.06476860576205778,0,all,no_chat
capital:14,capital,preanswer,-0.03222696327914794,0.1864809968502693,26,all,no_chat
capital:14,capital,subject,0.3021731978842343,0.4586620554814931,0,all,no_chat
capital:15,capital,preanswer,-0.032926011422734255,0.19637443641431973,26,all,no_chat
capital:15,capital,subject,0.015535936465645151,0.04936611593938345,0,all,no_chat
capital:16,capital,preanswer,-0.02942198082147276,0.1942289343067244,26,all,no_chat
capital:16,capital,subject,0.022347769992170384,0.06448442990483805,0,all,no_chat
capital:17,capital,preanswer,-0.03502273885837569,0.17233558223138445,26,all,no_chat
capital:17,capital,subject,0.017043527526160087,0.051919380044625485,0,all,no_chat
capital:2,capital,preanswer,-0.03254833896005269,0.18882577189433036,26,all,no_chat
capital:2,capital,subject,0.01624324918401983,0.056010520925708907,0,all,no_chat
capital:3,capital,preanswer,-0.03532989394966683,0.14747202630136536,26,all,no_chat
capital:3,capital,subject,0.3664394679229731,0.6615919394820344,0,all,no_chat
capital:4,capital,preanswer,-0.034238320623153184,0.1778519628873837,26,all,no_chat
capital:4,capital,subject,0.01367755556856496,0.04850531890501375,0,all,no_chat
capital:5,capital,preanswer,-0.04057663564685903,0.18371684430471436,26,all,no_chat
capital:5,capital,subject,0.3511199841847996,0.5846709610979541,0,all,no_chat
capital:6,capital,preanswer,-0.032605358563801826,0.17933538770364,26,all,no_chat
capital:6,capital,subject,0.019286051745605617,0.06074463892606341,0,all,no_chat
capital:7,capital,preanswer,-0.03390750953063271,0.1708441090350058,26,all,no_chat
capital:7,capital,subject,0.01743918900785883,0.049788334985184535,0,all,no_chat
capital:8,capital,preanswer,-0.027915469912532118,0.19096016026789853,26,all,no_chat
capital:8,capital,subject,0.024561199475250213,0.0712240200027141,0,all,no_chat
capital:9,capital,preanswer,-0.030369698569129886,0.19196458326445687,26,all,no_chat
capital:9,capital,subject,0.01959309986871638,0.05480631426268934,0,all,no_chat
currency:0,currency,preanswer,-0.05496747231147453,0.03809144255382557,27,all,no_chat
currency:0,currency,subject,0.006834850043934925,0.04872334470935891,0,all,no_chat
currency:1,currency,preanswer,-0.061410793925032896,0.024212267663743736,27,all,no_chat
currency:1,currency,subject,0.0011752855300513794,0.0480121241675483,0,all,no_chat
currency:10,currency,preanswer,-0.05882415440834426,0.02004529448116532,27,all,no_chat
currency:10,currency,subject,0.003860722642903231,0.05103158288531828,0,all,no_chat
currency:11,currency,preanswer,-0.05504926985580158,0.045561460887684535,27,all,no_chat
currency:11,currency,subject,0.01427991837384849,0.05194342642827754,0,all,no_chat
currency:12,currency,preanswer,-0.06326397896129515,0.023074315264334122,27,all,no_chat
currency:12,currency,subject,0.3222313952735729,0.48931699757482494,0,all,no_chat
currency:13,currency,preanswer,-0.05567055851756747,0.03506153276543211,27,all,no_chat
currency:13,currency,subject,0.00560272161185351,0.04872200496835655,0,all,no_chat
currency:14,currency,preanswer,-0.056163663251532464,0.04832312016705287,27,all,no_chat
currency:14,currency,subject,0.2939656212670254,0.457520130218244,0,all,no_chat
currency:15,currency,preanswer,-0.0624352164895219,0.027322952653847543,27,all,no_chat
currency:15,currency,subject,0.0004978968816644995,0.04840422358388208,0,all,no_chat
currency:16,currency,preanswer,-0.052111325688124474,0.05463603509017845,26,all,no_chat
currency:16,currency,subject,0.008775000247398228,0.05243370092772193,0,all,no_chat
currency:17,currency,preanswer,-0.056570200426077924,0.04267689176634237,27,all,no_chat
currency:17,currency,subject,0.009538741989268195,0.05039550685415084,0,all,no_chat
currency:2,currency,preanswer,-0.05924171472296995,0.03117212438895034,27,all,no_chat
currency:2,currency,subject,0.0025680080372718316,0.048526888774111376,0,all,no_chat
currency:3,currency,preanswer,-0.05693379454192968,0.04016711820963936,27,all,no_chat
currency:3,currency,subject,0.35578624255882174,0.6596395946016499,0,all,no_chat
currency:4,currency,preanswer,-0.06143283204851197,0.025789042313893562,27,all,no_chat
currency:4,currency,subject,0.0007317884843431183,0.04739601471844834,0,all,no_chat
currency:5,currency,preanswer,-0.06922185042982593,0.02402430188422111,27,all,no_chat
currency:5,currency,subject,0.3459418148374538,0.5882892647599862,0,all,no_chat
currency:6,currency,preanswer,-0.05673793034956737,0.041589456835603444,27,all,no_chat
currency:6,currency,subject,0.004782318928905942,0.0470248924361335,0,all,no_chat
currency:7,currency,preanswer,-0.056644176504288615,0.03756969349057071,26,all,no_chat
currency:7,currency,subject,0.004941738472362747,0.048645906199037636,0,all,no_chat
currency:8,currency,preanswer,-0.05220391105836124,0.05751510305342333,26,all,no_chat
currency:8,currency,subject,0.011233849797909153,0.04893300151513291,0,all,no_chat
currency:9,currency,preanswer,-0.05373762859019384,0.054026432676252956,27,all,no_chat
currency:9,currency,subject,0.006471245787015141,0.04854195121846161,0,all,no_chat
headquarters:0,headquarters,preanswer,-0.07456088198799322,0.007018741828943464,-1,all,no_chat
headquarters:0,headquarters,subject,0.032541987875756476,0.07405230636690174,0,all,no_chat
headquarters:1,headquarters,preanswer,-0.07152249085796035,0.018334155378778028,27,all,no_chat
headquarters:1,headquarters,subject,0.030418509428748502,0.07414993858025742,0,all,no_chat
headquarters:10,headquarters,preanswer,-0.0781889208075073,-0.014973705110986169,-1,all,no_chat
headquarters:10,headquarters,subject,0.3324842633606464,0.5415814269601908,0,all,no_chat
headquarters:11,headquarters,preanswer,-0.07246610747492004,0.005573250499426141,29,all,no_chat
headquarters:11,headquarters,subject,0.33621505195628,0.5928115525276832,0,all,no_chat
headquarters:12,headquarters,preanswer,-0.06837294038896469,0.021503250193751766,27,all,no_chat
headquarters:12,headquarters,subject,0.3290271465027449,0.4885214191246655,0,all,no_chat
headquarters:13,headquarters,preanswer,-0.0702484444976827,0.019402425663143985,27,all,no_chat
headquarters:13,headquarters,subject,0.029987556287665775,0.0730873171020957,0,all,no_chat
headquarters:14,headquarters,preanswer,-0.0678526979621524,0.03133959513084561,27,all,no_chat
headquarters:14,headquarters,subject,0.030613893034314024,0.07334949923496625,0,all,no_chat
headquarters:15,headquarters,preanswer,-0.07281820032916038,1.3308587417104611e-05,-1,all,no_chat
headquarters:15,headquarters,subject,0.3217544873835506,0.5752933391558579,0,all,no_chat
headquarters:16,headquarters,preanswer,-0.07380396340748455,0.003464064566917613,-1,all,no_chat
headquarters:16,headquarters,subject,0.03075700953261914,0.07215599725449007,0,all,no_chat
headquarters:17,headquarters,preanswer,-0.06646983211044392,0.03160742879693024,27,all,no_chat
headquarters:17,headquarters,subject,0.03344352889708639,0.07227381908036523,0,all,no_chat
headquarters:2,headquarters,preanswer,-0.06932994210788238,0.013453683432410712,27,all,no_chat
headquarters:2,headquarters,subject,0.030612196718506963,0.08070627614563586,0,all,no_chat
headquarters:3,headquarters,preanswer,-0.0762247636889905,0.0028481639288608918,29,all,no_chat
headquarters:3,headquarters,subject,0.03171473300218387,0.07330836384904149,0,all,no_chat
headquarters:4,headquarters,preanswer,-0.07271951153338736,0.004656378739799627,-1,all,no_chat
headquarters:4,headquarters,subject,0.031208853937344613,0.07978248615670047,0,all,no_chat
headquarters:5,headquarters,preanswer,-0.07100237330141801,0.009641764210719717,27,all,no_chat
headquarters:5,headquarters,subject,0.031244484628581145,0.07266458732629921,0,all,no_chat
headquarters:6,headquarters,preanswer,-0.07356595381899597,-0.000751583015217494,-1,all,no_chat
headquarters:6,headquarters,subject,0.031390893486103216,0.07484104683975767,0,all,no_chat
headquarters:7,headquarters,preanswer,-0.06959500167445809,0.03194273686876481,27,all,no_chat
headquarters:7,headquarters,subject,0.0399224456229241,0.07965032220665924,0,all,no_chat
headquarters:8,headquarters,preanswer,-0.072201764162362,0.007425220963222512,27,all,no_chat
headquarters:8,headquarters,subject,0.029888697778136526,0.07643838178098594,0,all,no_chat
headquarters:9,headquarters,preanswer,-0.0776076512106883,-0.012582560380299923,-1,all,no_chat
headquarters:9,headquarters,subject,0.30943259265687734,0.4856069407431908,0,all,no_chat
official_language:0,official_language,preanswer,-0.05464345435277116,0.06690217739616344,26,all,no_chat
official_language:0,official_language,subject,0.009464214166346324,0.05223295306847764,0,all,no_chat
official_language:1,official_language,preanswer,-0.060366938450659796,0.04005140572591537,27,all,no_chat
official_language:1,official_language,subject,0.005047207649529366,0.05066308885617976,0,all,no_chat
official_language:10,official_language,preanswer,-0.05499470834102896,0.04978418272305163,26,all,no_chat
official_language:10,official_language,subject,0.010045571429228864,0.05537230477613564,0,all,no_chat
official_language:11,official_language,preanswer,-0.0541095109656453,0.04760678765041382,26,all,no_chat
official_language:11,official_language,subject,0.016721502299499667,0.05379915393255896,0,all,no_chat
official_language:12,official_language,preanswer,-0.05892544040712072,0.0400169316460105,27,all,no_chat
official_language:12,official_language,subject,0.32962325923266556,0.48227576960146046,0,all,no_chat
official_language:13,official_language,preanswer,-0.053435426582795334,0.06328574621599481,26,all,no_chat
official_language:13,official_language,subject,0.010457454072737623,0.05231807843532443,0,all,no_chat
official_language:14,official_language,preanswer,-0.05860456641690404,0.04788008468603,26,all,no_chat
official_language:14,official_language,subject,0.3078761255685118,0.47683469123310507,0,all,no_chat
official_language:15,official_language,preanswer,-0.05927220926760069,0.040602488455429575,26,all,no_chat
