case_id,relation_id,layer,component,baseline_margin,ablated_margin,margin_drop,baseline_rank,ablated_rank,exact_match_drop,collateral_margin_drop
17886,P140,5,attention,6.6875,7.234375,-0.546875,7,118,0.0,-2.1875
17886,P140,5,mlp,6.6875,5.3125,1.375,7,26,0.0,-0.375
17886,P140,6,layer,6.6875,0.0,6.6875,7,171928,0.0,-0.8125
17886,P140,6,attention,6.6875,5.5,1.1875,7,7,0.0,-1.5
17886,P140,6,mlp,6.6875,6.6875,0.0,7,18,0.0,0.25
17886,P140,7,layer,6.6875,0.0,6.6875,7,171928,0.0,-0.8125
17886,P140,7,attention,6.6875,7.1875,-0.5,7,14,0.0,-0.25
17886,P140,7,mlp,6.6875,5.25,1.4375,7,19,0.0,-0.8125
17886,P140,8,layer,6.6875,0.0,6.6875,7,171928,0.0,-0.8125
17886,P140,8,attention,6.6875,5.875,0.8125,7,11,0.0,0.625
17886,P140,8,mlp,6.6875,5.8125,0.875,7,13,0.0,-0.625
17886,P140,9,layer,6.6875,0.0,6.6875,7,171928,0.0,-0.8125
17886,P140,9,attention,6.6875,7.5,-0.8125,7,6,0.0,-0.3125
17886,P140,9,mlp,6.6875,3.875,2.8125,7,17,0.0,-0.875
17886,P140,10,layer,6.6875,0.0,6.6875,7,171928,0.0,-0.8125
17886,P140,10,attention,6.6875,8.8125,-2.125,7,13,0.0,-1.3125
17886,P140,10,mlp,6.6875,5.75,0.9375,7,55,0.0,2.5625
17886,P140,11,layer,6.6875,0.0,6.6875,7,171928,0.0,-0.8125
17886,P140,11,attention,6.6875,6.8125,-0.125,7,13,0.0,0.1875
17886,P140,11,mlp,6.6875,5.75,0.9375,7,14,0.0,-0.875
17886,P140,12,layer,6.6875,0.0,6.6875,7,171928,0.0,-0.8125
17886,P140,12,attention,6.6875,3.5,3.1875,7,20,0.0,2.25
17886,P140,12,mlp,6.6875,6.3125,0.375,7,10,0.0,0.625
17886,P140,13,layer,6.6875,0.0,6.6875,7,171928,0.0,-0.8125
17886,P140,13,attention,6.6875,7.875,-1.1875,7,4,0.0,-0.125
17886,P140,13,mlp,6.6875,7.3125,-0.625,7,4,0.0,1.25
17886,P140,14,layer,6.6875,0.0,6.6875,7,171928,0.0,-0.8125
17886,P140,14,attention,6.6875,5.75,0.9375,7,10,0.0,1.3125
17886,P140,14,mlp,6.6875,6.625,0.0625,7,7,0.0,-2.0625
17886,P140,15,layer,6.6875,0.0,6.6875,7,171928,0.0,-0.8125
17886,P140,15,attention,6.6875,5.5,1.1875,7,9,0.0,-0.1875
17886,P140,15,mlp,6.6875,6.9375,-0.25,7,8,0.0,-0.8125
17886,P140,16,layer,6.6875,0.0,6.6875,7,171928,0.0,-0.8125
17886,P140,16,attention,6.6875,4.9375,1.75,7,30,0.0,2.125
17886,P140,16,mlp,6.6875,6.15625,0.53125,7,30,0.0,-1.8125
17886,P140,17,layer,6.6875,0.0,6.6875,7,171928,0.0,-0.8125
17886,P140,17,attention,6.6875,6.3125,0.375,7,5,0.0,-0.625
17886,P140,17,mlp,6.6875,9.53125,-2.84375,7,2,0.0,-1.515625
20899,P39,0,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,0,attention,3.546875,1.28125,2.265625,11545,12445,0.0,-1.6875
20899,P39,0,mlp,3.546875,2.6328125,0.9140625,11545,15302,0.0,-1.5
20899,P39,1,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,1,attention,3.546875,1.0625,2.484375,11545,57155,0.0,-1.9375
20899,P39,1,mlp,3.546875,1.5703125,1.9765625,11545,46480,0.0,-0.5625
20899,P39,2,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,2,attention,3.546875,2.703125,0.84375,11545,11927,0.0,-0.375
20899,P39,2,mlp,3.546875,3.65625,-0.109375,11545,7910,0.0,0.0
20899,P39,3,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,3,attention,3.546875,2.0,1.546875,11545,10466,0.0,1.4375
20899,P39,3,mlp,3.546875,3.40234375,0.14453125,11545,51287,0.0,-13.28125
20899,P39,4,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,4,attention,3.546875,1.71875,1.828125,11545,14927,0.0,-0.375
20899,P39,4,mlp,3.546875,1.875,1.671875,11545,11484,0.0,0.125
20899,P39,5,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,5,attention,3.546875,-0.875,4.421875,11545,44991,0.0,-2.1875
20899,P39,5,mlp,3.546875,2.953125,0.59375,11545,11479,0.0,-0.375
20899,P39,6,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,6,attention,3.546875,2.71875,0.828125,11545,14835,0.0,-1.5
20899,P39,6,mlp,3.546875,3.40625,0.140625,11545,10394,0.0,0.25
20899,P39,7,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,7,attention,3.546875,3.2578125,0.2890625,11545,12951,0.0,-0.25
20899,P39,7,mlp,3.546875,2.359375,1.1875,11545,15343,0.0,-0.8125
20899,P39,8,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,8,attention,3.546875,4.1875,-0.640625,11545,14855,0.0,0.625
20899,P39,8,mlp,3.546875,3.7578125,-0.2109375,11545,25293,0.0,-0.625
20899,P39,9,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,9,attention,3.546875,2.46875,1.078125,11545,10276,0.0,-0.3125
20899,P39,9,mlp,3.546875,2.9375,0.609375,11545,11473,0.0,-0.875
20899,P39,10,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,10,attention,3.546875,3.1171875,0.4296875,11545,23721,0.0,-1.3125
20899,P39,10,mlp,3.546875,4.390625,-0.84375,11545,36784,0.0,2.5625
20899,P39,11,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,11,attention,3.546875,3.65625,-0.109375,11545,12360,0.0,0.1875
20899,P39,11,mlp,3.546875,2.9375,0.609375,11545,14213,0.0,-0.875
20899,P39,12,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,12,attention,3.546875,4.296875,-0.75,11545,13333,0.0,2.25
20899,P39,12,mlp,3.546875,2.65625,0.890625,11545,11370,0.0,0.625
20899,P39,13,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,13,attention,3.546875,2.84375,0.703125,11545,8982,0.0,-0.125
20899,P39,13,mlp,3.546875,3.71875,-0.171875,11545,10441,0.0,1.25
20899,P39,14,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,14,attention,3.546875,4.1875,-0.640625,11545,7726,0.0,1.3125
20899,P39,14,mlp,3.546875,5.09375,-1.546875,11545,11748,0.0,-2.0625
20899,P39,15,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,15,attention,3.546875,3.140625,0.40625,11545,21278,0.0,-0.1875
20899,P39,15,mlp,3.546875,4.84765625,-1.30078125,11545,15695,0.0,-0.8125
20899,P39,16,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,16,attention,3.546875,3.859375,-0.3125,11545,12548,0.0,2.125
20899,P39,16,mlp,3.546875,2.794921875,0.751953125,11545,22307,0.0,-1.8125
20899,P39,17,layer,3.546875,0.0,3.546875,11545,163682,0.0,-0.8125
20899,P39,17,attention,3.546875,2.8125,0.734375,11545,13231,0.0,-0.625
20899,P39,17,mlp,3.546875,2.16796875,1.37890625,11545,13578,0.0,-1.515625
11953,P17,0,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,0,attention,4.3125,2.4375,1.875,134,1584,0.0,-1.6875
11953,P17,0,mlp,4.3125,5.25,-0.9375,134,31,0.0,-1.5
11953,P17,1,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,1,attention,4.3125,11.3125,-7.0,134,78847,0.0,-1.9375
11953,P17,1,mlp,4.3125,2.75,1.5625,134,246,0.0,-0.5625
11953,P17,2,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,2,attention,4.3125,4.875,-0.5625,134,54,0.0,-0.375
11953,P17,2,mlp,4.3125,2.6875,1.625,134,202,0.0,0.0
11953,P17,3,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,3,attention,4.3125,4.6875,-0.375,134,148,0.0,1.4375
11953,P17,3,mlp,4.3125,1.125,3.1875,134,164302,0.0,-13.28125
11953,P17,4,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,4,attention,4.3125,2.6875,1.625,134,714,0.0,-0.375
11953,P17,4,mlp,4.3125,4.0,0.3125,134,113,0.0,0.125
11953,P17,5,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,5,attention,4.3125,2.25,2.0625,134,2231,0.0,-2.1875
11953,P17,5,mlp,4.3125,2.8125,1.5,134,128,0.0,-0.375
11953,P17,6,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,6,attention,4.3125,6.0625,-1.75,134,24,0.0,-1.5
11953,P17,6,mlp,4.3125,4.375,-0.0625,134,128,0.0,0.25
11953,P17,7,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,7,attention,4.3125,4.5,-0.1875,134,103,0.0,-0.25
11953,P17,7,mlp,4.3125,2.6875,1.625,134,149,0.0,-0.8125
11953,P17,8,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,8,attention,4.3125,6.1875,-1.875,134,24,0.0,0.625
11953,P17,8,mlp,4.3125,4.8125,-0.5,134,33,0.0,-0.625
11953,P17,9,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,9,attention,4.3125,4.25,0.0625,134,365,0.0,-0.3125
11953,P17,9,mlp,4.3125,5.5,-1.1875,134,488,0.0,-0.875
11953,P17,10,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,10,attention,4.3125,4.875,-0.5625,134,73,0.0,-1.3125
11953,P17,10,mlp,4.3125,7.5,-3.1875,134,666,0.0,2.5625
11953,P17,11,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,11,attention,4.3125,7.5,-3.1875,134,54,0.0,0.1875
11953,P17,11,mlp,4.3125,5.5,-1.1875,134,30,0.0,-0.875
11953,P17,12,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,12,attention,4.3125,7.75,-3.4375,134,76,0.0,2.25
11953,P17,12,mlp,4.3125,3.0625,1.25,134,102,0.0,0.625
11953,P17,13,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,13,attention,4.3125,2.875,1.4375,134,486,0.0,-0.125
11953,P17,13,mlp,4.3125,3.0625,1.25,134,525,0.0,1.25
11953,P17,14,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,14,attention,4.3125,3.625,0.6875,134,127,0.0,1.3125
11953,P17,14,mlp,4.3125,4.75,-0.4375,134,178,0.0,-2.0625
11953,P17,15,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,15,attention,4.3125,4.5,-0.1875,134,50,0.0,-0.1875
11953,P17,15,mlp,4.3125,4.6875,-0.375,134,400,0.0,-0.8125
11953,P17,16,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,16,attention,4.3125,5.5,-1.1875,134,72,0.0,2.125
11953,P17,16,mlp,4.3125,5.0625,-0.75,134,468,0.0,-1.8125
11953,P17,17,layer,4.3125,0.0,4.3125,134,167454,0.0,-0.8125
11953,P17,17,attention,4.3125,4.125,0.1875,134,97,0.0,-0.625
11953,P17,17,mlp,4.3125,6.515625,-2.203125,134,92,0.0,-1.515625
12671,P364,0,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,0,attention,7.21875,5.265625,1.953125,1340,2951,0.0,-1.6875
12671,P364,0,mlp,7.21875,4.296875,2.921875,1340,6119,0.0,-1.5
12671,P364,1,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,1,attention,7.21875,5.078125,2.140625,1340,31835,0.0,-1.9375
12671,P364,1,mlp,7.21875,3.640625,3.578125,1340,4370,0.0,-0.5625
12671,P364,2,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,2,attention,7.21875,6.890625,0.328125,1340,1005,0.0,-0.375
12671,P364,2,mlp,7.21875,5.34375,1.875,1340,2921,0.0,0.0
12671,P364,3,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,3,attention,7.21875,9.75,-2.53125,1340,2184,0.0,1.4375
12671,P364,3,mlp,7.21875,3.578125,3.640625,1340,27807,0.0,-13.28125
12671,P364,4,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,4,attention,7.21875,5.5,1.71875,1340,1794,0.0,-0.375
12671,P364,4,mlp,7.21875,6.53125,0.6875,1340,2802,0.0,0.125
12671,P364,5,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,5,attention,7.21875,6.34375,0.875,1340,1088,0.0,-2.1875
12671,P364,5,mlp,7.21875,3.96875,3.25,1340,5933,0.0,-0.375
12671,P364,6,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,6,attention,7.21875,5.5859375,1.6328125,1340,5248,0.0,-1.5
12671,P364,6,mlp,7.21875,5.609375,1.609375,1340,3269,0.0,0.25
12671,P364,7,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,7,attention,7.21875,7.953125,-0.734375,1340,2798,0.0,-0.25
12671,P364,7,mlp,7.21875,5.15625,2.0625,1340,311,0.0,-0.8125
12671,P364,8,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,8,attention,7.21875,7.0625,0.15625,1340,448,0.0,0.625
12671,P364,8,mlp,7.21875,6.0625,1.15625,1340,1156,0.0,-0.625
12671,P364,9,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,9,attention,7.21875,7.28125,-0.0625,1340,2073,0.0,-0.3125
12671,P364,9,mlp,7.21875,5.25,1.96875,1340,3035,0.0,-0.875
12671,P364,10,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,10,attention,7.21875,7.609375,-0.390625,1340,1845,0.0,-1.3125
12671,P364,10,mlp,7.21875,5.625,1.59375,1340,4427,0.0,2.5625
12671,P364,11,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,11,attention,7.21875,5.1875,2.03125,1340,1919,0.0,0.1875
12671,P364,11,mlp,7.21875,6.28125,0.9375,1340,925,0.0,-0.875
12671,P364,12,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,12,attention,7.21875,7.08203125,0.13671875,1340,2758,0.0,2.25
12671,P364,12,mlp,7.21875,7.265625,-0.046875,1340,407,0.0,0.625
12671,P364,13,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,13,attention,7.21875,6.9375,0.28125,1340,1063,0.0,-0.125
12671,P364,13,mlp,7.21875,7.9375,-0.71875,1340,1118,0.0,1.25
12671,P364,14,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,14,attention,7.21875,7.1484375,0.0703125,1340,1108,0.0,1.3125
12671,P364,14,mlp,7.21875,6.203125,1.015625,1340,1380,0.0,-2.0625
12671,P364,15,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,15,attention,7.21875,7.3359375,-0.1171875,1340,4568,0.0,-0.1875
12671,P364,15,mlp,7.21875,9.171875,-1.953125,1340,643,0.0,-0.8125
12671,P364,16,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,16,attention,7.21875,8.0,-0.78125,1340,938,0.0,2.125
12671,P364,16,mlp,7.21875,8.30859375,-1.08984375,1340,552,0.0,-1.8125
12671,P364,17,layer,7.21875,0.0,7.21875,1340,177207,0.0,-0.8125
12671,P364,17,attention,7.21875,7.3203125,-0.1015625,1340,1737,0.0,-0.625
12671,P364,17,mlp,7.21875,5.796875,1.421875,1340,4089,0.0,-1.515625
5362,P178,0,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,0,attention,5.875,3.375,2.5,67,7,0.0,-1.6875
5362,P178,0,mlp,5.875,5.5625,0.3125,67,42,0.0,-1.5
5362,P178,1,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,1,attention,5.875,-4.1875,10.0625,67,187582,0.0,-1.9375
5362,P178,1,mlp,5.875,4.1875,1.6875,67,115,0.0,-0.5625
5362,P178,2,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,2,attention,5.875,4.3125,1.5625,67,55,0.0,-0.375
5362,P178,2,mlp,5.875,4.8125,1.0625,67,148,0.0,0.0
5362,P178,3,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,3,attention,5.875,5.0625,0.8125,67,46,0.0,1.4375
5362,P178,3,mlp,5.875,2.96875,2.90625,67,12236,0.0,-13.28125
5362,P178,4,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,4,attention,5.875,3.09375,2.78125,67,252,0.0,-0.375
5362,P178,4,mlp,5.875,5.0625,0.8125,67,63,0.0,0.125
5362,P178,5,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,5,attention,5.875,0.8125,5.0625,67,1521,0.0,-2.1875
5362,P178,5,mlp,5.875,4.5625,1.3125,67,4,0.0,-0.375
5362,P178,6,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,6,attention,5.875,5.5625,0.3125,67,29,0.0,-1.5
5362,P178,6,mlp,5.875,3.125,2.75,67,176,0.0,0.25
5362,P178,7,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,7,attention,5.875,5.125,0.75,67,138,0.0,-0.25
5362,P178,7,mlp,5.875,5.375,0.5,67,21,0.0,-0.8125
5362,P178,8,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,8,attention,5.875,6.625,-0.75,67,24,0.0,0.625
5362,P178,8,mlp,5.875,5.875,0.0,67,36,0.0,-0.625
5362,P178,9,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,9,attention,5.875,6.625,-0.75,67,42,0.0,-0.3125
5362,P178,9,mlp,5.875,4.9375,0.9375,67,111,0.0,-0.875
5362,P178,10,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,10,attention,5.875,11.0,-5.125,67,10,0.0,-1.3125
5362,P178,10,mlp,5.875,6.5,-0.625,67,4,0.0,2.5625
5362,P178,11,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,11,attention,5.875,5.75,0.125,67,28,0.0,0.1875
5362,P178,11,mlp,5.875,4.375,1.5,67,52,0.0,-0.875
5362,P178,12,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,12,attention,5.875,8.1875,-2.3125,67,53,0.0,2.25
5362,P178,12,mlp,5.875,5.125,0.75,67,144,0.0,0.625
5362,P178,13,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,13,attention,5.875,5.6875,0.1875,67,95,0.0,-0.125
5362,P178,13,mlp,5.875,6.75,-0.875,67,28,0.0,1.25
5362,P178,14,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,14,attention,5.875,5.6875,0.1875,67,93,0.0,1.3125
5362,P178,14,mlp,5.875,5.3125,0.5625,67,24,0.0,-2.0625
5362,P178,15,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,15,attention,5.875,5.9375,-0.0625,67,83,0.0,-0.1875
5362,P178,15,mlp,5.875,5.5625,0.3125,67,105,0.0,-0.8125
5362,P178,16,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,16,attention,5.875,5.5,0.375,67,55,0.0,2.125
5362,P178,16,mlp,5.875,6.375,-0.5,67,124,0.0,-1.8125
5362,P178,17,layer,5.875,0.0,5.875,67,167036,0.0,-0.8125
5362,P178,17,attention,5.875,5.625,0.25,67,80,0.0,-0.625
5362,P178,17,mlp,5.875,8.15625,-2.28125,67,189,0.0,-1.515625
