country,prompt,layer,hidden_norm,attention_norm,mlp_mean_abs
Algeria,What is the capital of Algeria?,0,156.3033447265625,192.54067993164062,0.2566165328025818
Algeria,What is the capital of Algeria?,1,1067.6414794921875,104.5130844116211,0.19866104423999786
Algeria,What is the capital of Algeria?,2,1309.095458984375,16.246896743774414,0.16161441802978516
Algeria,What is the capital of Algeria?,3,1594.475341796875,13.594091415405273,0.20111383497714996
Algeria,What is the capital of Algeria?,4,2316.9130859375,10.013879776000977,0.18656381964683533
Algeria,What is the capital of Algeria?,5,2719.45458984375,20.17218589782715,0.14327245950698853
Algeria,What is the capital of Algeria?,6,3245.527099609375,8.391939163208008,0.15846280753612518
Algeria,What is the capital of Algeria?,7,5053.99169921875,16.84896469116211,0.1677604615688324
Algeria,What is the capital of Algeria?,8,5896.75927734375,16.30360221862793,0.17116524279117584
Algeria,What is the capital of Algeria?,9,5324.74658203125,12.082616806030273,0.1327076554298401
Algeria,What is the capital of Algeria?,10,10580.17578125,25.19095230102539,0.19596175849437714
Algeria,What is the capital of Algeria?,11,10987.5927734375,3.4771535396575928,0.17016205191612244
Algeria,What is the capital of Algeria?,12,12818.845703125,26.529762268066406,0.12799707055091858
Algeria,What is the capital of Algeria?,13,16311.4765625,26.20722198486328,0.10684660077095032
Algeria,What is the capital of Algeria?,14,17263.861328125,44.78955078125,0.10765479505062103
Algeria,What is the capital of Algeria?,15,18323.30078125,33.846492767333984,0.10265712440013885
Algeria,What is the capital of Algeria?,16,24956.451171875,39.75244903564453,0.09241009503602982
Algeria,What is the capital of Algeria?,17,162.3059539794922,10.773816108703613,0.11880047619342804
Andorra,What is the capital of Andorra?,0,155.638427734375,193.6228790283203,0.25610411167144775
Andorra,What is the capital of Andorra?,1,1070.580078125,108.31080627441406,0.19743573665618896
Andorra,What is the capital of Andorra?,2,1293.2984619140625,17.09017562866211,0.1641932874917984
Andorra,What is the capital of Andorra?,3,1591.3662109375,14.279947280883789,0.19893674552440643
Andorra,What is the capital of Andorra?,4,2456.109375,9.745636940002441,0.18427523970603943
Andorra,What is the capital of Andorra?,5,2771.190673828125,20.70030403137207,0.14450907707214355
Andorra,What is the capital of Andorra?,6,3152.770263671875,8.35772705078125,0.15748877823352814
Andorra,What is the capital of Andorra?,7,4915.73486328125,16.99698829650879,0.16627493500709534
Andorra,What is the capital of Andorra?,8,5696.9921875,16.50929832458496,0.17121350765228271
Andorra,What is the capital of Andorra?,9,5180.74951171875,12.435784339904785,0.13284724950790405
Andorra,What is the capital of Andorra?,10,10386.7998046875,25.228422164916992,0.19836321473121643
Andorra,What is the capital of Andorra?,11,10735.4599609375,3.6422104835510254,0.17054224014282227
Andorra,What is the capital of Andorra?,12,13257.96484375,26.539342880249023,0.1309179812669754
Andorra,What is the capital of Andorra?,13,16063.193359375,27.465314865112305,0.1075369268655777
Andorra,What is the capital of Andorra?,14,17271.25,44.65451431274414,0.1107492744922638
Andorra,What is the capital of Andorra?,15,18448.568359375,37.334537506103516,0.10033942759037018
Andorra,What is the capital of Andorra?,16,25152.009765625,39.84126663208008,0.08894592523574829
Andorra,What is the capital of Andorra?,17,165.22369384765625,10.979703903198242,0.11493276804685593
Angola,What is the capital of Angola?,0,153.73443603515625,193.1116485595703,0.2566879391670227
Angola,What is the capital of Angola?,1,1067.0177001953125,105.30142974853516,0.19881324470043182
Angola,What is the capital of Angola?,2,1293.2496337890625,16.34830093383789,0.16286075115203857
Angola,What is the capital of Angola?,3,1622.5726318359375,13.688750267028809,0.20223721861839294
Angola,What is the capital of Angola?,4,2300.87353515625,9.956256866455078,0.18646347522735596
Angola,What is the capital of Angola?,5,2716.613525390625,19.79542350769043,0.1451205313205719
Angola,What is the capital of Angola?,6,3174.75830078125,8.301420211791992,0.15747150778770447
Angola,What is the capital of Angola?,7,4997.95263671875,16.74637222290039,0.1680525541305542
Angola,What is the capital of Angola?,8,5931.04150390625,16.25311279296875,0.1719425916671753
Angola,What is the capital of Angola?,9,5384.49365234375,12.100275039672852,0.1333656907081604
Angola,What is the capital of Angola?,10,10520.5244140625,24.86164665222168,0.1959480345249176
Angola,What is the capital of Angola?,11,10783.533203125,3.498532295227051,0.17155174911022186
Angola,What is the capital of Angola?,12,12922.94140625,26.425159454345703,0.12899133563041687
Angola,What is the capital of Angola?,13,16246.36328125,26.183698654174805,0.1068049967288971
Angola,What is the capital of Angola?,14,17164.162109375,44.750064849853516,0.10929654538631439
Angola,What is the capital of Angola?,15,18349.380859375,34.4832649230957,0.10177073627710342
Angola,What is the capital of Angola?,16,24854.966796875,39.8079948425293,0.09046359360218048
Angola,What is the capital of Angola?,17,163.47654724121094,11.041936874389648,0.11766274273395538
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,0,151.30953979492188,180.03245544433594,0.2511598467826843
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,1,1089.7880859375,107.29829406738281,0.19675332307815552
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,2,1323.5911865234375,16.141698837280273,0.16224610805511475
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,3,1627.3092041015625,13.664436340332031,0.19933924078941345
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,4,2081.458740234375,9.79136848449707,0.18118664622306824
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,5,2599.84814453125,20.026615142822266,0.14543113112449646
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,6,3351.263427734375,8.093135833740234,0.15966354310512543
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,7,5001.4521484375,17.07053565979004,0.16155000030994415
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,8,5820.59228515625,16.03822135925293,0.169913187623024
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,9,5274.41015625,12.23900032043457,0.13196785748004913
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,10,10527.6650390625,23.180316925048828,0.19297417998313904
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,11,11123.89453125,3.6976494789123535,0.16940179467201233
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,12,13231.2744140625,25.8801212310791,0.1280585080385208
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,13,16678.7265625,25.695505142211914,0.10527665913105011
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,14,17565.4609375,43.50820541381836,0.10822348296642303
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,15,18502.95703125,32.705631256103516,0.10153742879629135
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,16,25122.017578125,38.19827651977539,0.0914989784359932
Antigua and Barbuda,What is the capital of Antigua and Barbuda?,17,158.17303466796875,11.864298820495605,0.12021929025650024
Argentina,What is the capital of Argentina?,0,153.87403869628906,193.18601989746094,0.2556936740875244
Argentina,What is the capital of Argentina?,1,1066.9603271484375,105.25019836425781,0.19827046990394592
Argentina,What is the capital of Argentina?,2,1300.7642822265625,16.144044876098633,0.160491943359375
Argentina,What is the capital of Argentina?,3,1597.2872314453125,13.645854949951172,0.20093278586864471
Argentina,What is the capital of Argentina?,4,2348.409912109375,9.78569221496582,0.1840781420469284
Argentina,What is the capital of Argentina?,5,2740.239501953125,19.937868118286133,0.14393013715744019
Argentina,What is the capital of Argentina?,6,3249.53515625,8.21025562286377,0.15786588191986084
Argentina,What is the capital of Argentina?,7,5140.33837890625,16.767940521240234,0.1671922653913498
Argentina,What is the capital of Argentina?,8,5984.35791015625,16.331329345703125,0.17015749216079712
Argentina,What is the capital of Argentina?,9,5409.47900390625,12.300829887390137,0.13171836733818054
Argentina,What is the capital of Argentina?,10,10517.068359375,25.385679244995117,0.1951669603586197
Argentina,What is the capital of Argentina?,11,11001.931640625,3.630263328552246,0.1699628233909607
Argentina,What is the capital of Argentina?,12,12933.8212890625,27.72298812866211,0.12810342013835907
Argentina,What is the capital of Argentina?,13,16349.291015625,25.49114227294922,0.10722892731428146
Argentina,What is the capital of Argentina?,14,17308.6796875,44.45786666870117,0.10919088125228882
Argentina,What is the capital of Argentina?,15,18463.00390625,35.22403335571289,0.10156195610761642
Argentina,What is the capital of Argentina?,16,24842.837890625,40.12358856201172,0.09133807569742203
Argentina,What is the capital of Argentina?,17,170.11849975585938,10.420475959777832,0.11780962347984314
Armenia,What is the capital of Armenia?,0,153.18093872070312,194.66943359375,0.2542118430137634
Armenia,What is the capital of Armenia?,1,1063.7020263671875,111.53417205810547,0.19810448586940765
Armenia,What is the capital of Armenia?,2,1286.11474609375,16.548431396484375,0.16221818327903748
Armenia,What is the capital of Armenia?,3,1614.609375,13.6780366897583,0.20249608159065247
Armenia,What is the capital of Armenia?,4,2366.089599609375,10.06539535522461,0.18701986968517303
Armenia,What is the capital of Armenia?,5,2776.592041015625,20.226272583007812,0.1437278389930725
Armenia,What is the capital of Armenia?,6,3156.894287109375,8.134424209594727,0.15690813958644867
Armenia,What is the capital of Armenia?,7,5053.47119140625,16.732542037963867,0.1684710830450058
Armenia,What is the capital of Armenia?,8,5896.16796875,16.490964889526367,0.17101401090621948
Armenia,What is the capital of Armenia?,9,5324.03759765625,12.137907981872559,0.1333431899547577
Armenia,What is the capital of Armenia?,10,10522.232421875,25.060409545898438,0.19474466145038605
Armenia,What is the capital of Armenia?,11,10913.591796875,3.575369119644165,0.1691729724407196
Armenia,What is the capital of Armenia?,12,13088.08203125,27.717342376708984,0.12890252470970154
Armenia,What is the capital of Armenia?,13,16336.736328125,26.49493980407715,0.10582846403121948
Armenia,What is the capital of Armenia?,14,17345.3984375,46.22279739379883,0.10816124081611633
Armenia,What is the capital of Armenia?,15,18317.091796875,34.03838348388672,0.10057429224252701
Armenia,What is the capital of Armenia?,16,24782.6171875,39.242000579833984,0.08953477442264557
Armenia,What is the capital of Armenia?,17,165.27281188964844,10.955333709716797,0.11759338527917862
Australia,What is the capital of Australia?,0,155.04461669921875,191.05657958984375,0.2578349709510803
Australia,What is the capital of Australia?,1,1071.2626953125,104.39253997802734,0.1977827250957489
Australia,What is the capital of Australia?,2,1301.31982421875,16.16065216064453,0.16129758954048157
Australia,What is the capital of Australia?,3,1594.65869140625,13.653960227966309,0.2004132866859436
Australia,What is the capital of Australia?,4,2270.727783203125,9.916727066040039,0.18232232332229614
Australia,What is the capital of Australia?,5,2681.9033203125,20.256080627441406,0.14345434308052063
Australia,What is the capital of Australia?,6,3358.346435546875,8.38201904296875,0.15944640338420868
Australia,What is the capital of Australia?,7,5149.849609375,16.865177154541016,0.16755113005638123
Australia,What is the capital of Australia?,8,5964.29833984375,16.26958656311035,0.17003193497657776
Australia,What is the capital of Australia?,9,5334.796875,12.2578763961792,0.13322961330413818
Australia,What is the capital of Australia?,10,10458.7392578125,25.622173309326172,0.1957237720489502
Australia,What is the capital of Australia?,11,10894.48046875,3.4725754261016846,0.17077592015266418
Australia,What is the capital of Australia?,12,13032.001953125,28.461503982543945,0.1283847689628601
Australia,What is the capital of Australia?,13,16595.01953125,24.856779098510742,0.10581335425376892
Australia,What is the capital of Australia?,14,17556.1015625,43.326847076416016,0.10776340216398239
Australia,What is the capital of Australia?,15,18563.951171875,33.10178756713867,0.09992341697216034
Australia,What is the capital of Australia?,16,24731.220703125,38.4679069519043,0.09094616770744324
Australia,What is the capital of Australia?,17,163.873291015625,10.783731460571289,0.12064298242330551
Austria,What is the capital of Austria?,0,155.05789184570312,190.8691864013672,0.2580614686012268
Austria,What is the capital of Austria?,1,1067.583984375,104.50082397460938,0.19824202358722687
Austria,What is the capital of Austria?,2,1301.28564453125,16.081308364868164,0.16178300976753235
Austria,What is the capital of Austria?,3,1596.4854736328125,13.681995391845703,0.20042306184768677
Austria,What is the capital of Austria?,4,2380.478515625,9.653640747070312,0.18404605984687805
Austria,What is the capital of Austria?,5,2783.694580078125,19.89519691467285,0.14450876414775848
Austria,What is the capital of Austria?,6,3263.14453125,8.458879470825195,0.15771545469760895
Austria,What is the capital of Austria?,7,5085.5751953125,16.59126091003418,0.16743232309818268
Austria,What is the capital of Austria?,8,5840.02685546875,16.43679428100586,0.1695035994052887
Austria,What is the capital of Austria?,9,5318.357421875,12.191798210144043,0.13207846879959106
Austria,What is the capital of Austria?,10,10387.875,25.583810806274414,0.19674372673034668
Austria,What is the capital of Austria?,11,10779.2578125,3.617703437805176,0.17142397165298462
Austria,What is the capital of Austria?,12,12960.4013671875,27.838836669921875,0.1313590705394745
Austria,What is the capital of Austria?,13,16219.666015625,26.670427322387695,0.1083407998085022
Austria,What is the capital of Austria?,14,17431.58203125,45.85340881347656,0.11067359149456024
Austria,What is the capital of Austria?,15,18445.82421875,36.068397521972656,0.09973170608282089
Austria,What is the capital of Austria?,16,24930.96484375,39.44589614868164,0.09006553888320923
Austria,What is the capital of Austria?,17,162.68592834472656,11.164970397949219,0.11883621662855148
Azerbaijan,What is the capital of Azerbaijan?,0,154.48512268066406,191.97161865234375,0.2571134567260742
Azerbaijan,What is the capital of Azerbaijan?,1,1067.534423828125,106.5680923461914,0.19737783074378967
Azerbaijan,What is the capital of Azerbaijan?,2,1301.51611328125,15.944805145263672,0.16122590005397797
Azerbaijan,What is the capital of Azerbaijan?,3,1613.2867431640625,13.55939769744873,0.20164048671722412
Azerbaijan,What is the capital of Azerbaijan?,4,2286.78173828125,10.413809776306152,0.18723255395889282
Azerbaijan,What is the capital of Azerbaijan?,5,2668.812255859375,19.94289779663086,0.14363136887550354
Azerbaijan,What is the capital of Azerbaijan?,6,3216.861083984375,8.407663345336914,0.15922501683235168
Azerbaijan,What is the capital of Azerbaijan?,7,5142.93798828125,16.617212295532227,0.1694687008857727
Azerbaijan,What is the capital of Azerbaijan?,8,5931.90673828125,16.345897674560547,0.17109768092632294
Azerbaijan,What is the capital of Azerbaijan?,9,5389.4658203125,12.013154983520508,0.1342952847480774
Azerbaijan,What is the capital of Azerbaijan?,10,10644.302734375,25.02389907836914,0.1963179111480713
Azerbaijan,What is the capital of Azerbaijan?,11,10938.408203125,3.5344696044921875,0.17071834206581116
Azerbaijan,What is the capital of Azerbaijan?,12,13017.912109375,27.216218948364258,0.12862852215766907
Azerbaijan,What is the capital of Azerbaijan?,13,16243.7041015625,25.6809024810791,0.10639214515686035
Azerbaijan,What is the capital of Azerbaijan?,14,17317.326171875,46.283565521240234,0.10748197138309479
Azerbaijan,What is the capital of Azerbaijan?,15,18376.744140625,34.46388626098633,0.10009996592998505
Azerbaijan,What is the capital of Azerbaijan?,16,24849.916015625,39.1801643371582,0.08973827213048935
Azerbaijan,What is the capital of Azerbaijan?,17,165.98118591308594,10.609485626220703,0.11758457124233246
Bahamas,What is the capital of Bahamas?,0,154.43939208984375,193.7395782470703,0.25716227293014526
Bahamas,What is the capital of Bahamas?,1,1063.9359130859375,104.7441177368164,0.19811208546161652
Bahamas,What is the capital of Bahamas?,2,1301.4276123046875,15.951705932617188,0.16066361963748932
Bahamas,What is the capital of Bahamas?,3,1589.6708984375,13.864970207214355,0.2001502811908722
Bahamas,What is the capital of Bahamas?,4,2394.62841796875,9.766660690307617,0.18550166487693787
Bahamas,What is the capital of Bahamas?,5,2724.884521484375,19.807340621948242,0.14352455735206604
Bahamas,What is the capital of Bahamas?,6,3369.39306640625,8.2870454788208,0.15822634100914001
Bahamas,What is the capital of Bahamas?,7,5054.75830078125,16.519498825073242,0.16778051853179932
Bahamas,What is the capital of Bahamas?,8,5840.93115234375,15.891145706176758,0.16949892044067383
Bahamas,What is the capital of Bahamas?,9,5267.7314453125,11.990605354309082,0.13396725058555603
Bahamas,What is the capital of Bahamas?,10,10328.0126953125,24.934589385986328,0.19651825726032257
Bahamas,What is the capital of Bahamas?,11,10849.2509765625,3.572516918182373,0.1733737289905548
Bahamas,What is the capital of Bahamas?,12,13037.2900390625,26.45187759399414,0.1295660138130188
Bahamas,What is the capital of Bahamas?,13,16529.083984375,26.060083389282227,0.10701560974121094
Bahamas,What is the capital of Bahamas?,14,17481.42578125,44.10493087768555,0.11058689653873444
Bahamas,What is the capital of Bahamas?,15,18658.76171875,33.54434585571289,0.1026453822851181
Bahamas,What is the capital of Bahamas?,16,24926.294921875,39.360870361328125,0.09418930858373642
Bahamas,What is the capital of Bahamas?,17,161.9041748046875,10.201196670532227,0.1231013834476471
Bahrain,What is the capital of Bahrain?,0,154.03463745117188,192.5532684326172,0.25578421354293823
Bahrain,What is the capital of Bahrain?,1,1067.6524658203125,105.82957458496094,0.1982039362192154
Bahrain,What is the capital of Bahrain?,2,1286.17138671875,15.87923526763916,0.16106818616390228
Bahrain,What is the capital of Bahrain?,3,1583.1673583984375,13.781063079833984,0.2015954852104187
Bahrain,What is the capital of Bahrain?,4,2396.8203125,9.9622163772583,0.18423229455947876
Bahrain,What is the capital of Bahrain?,5,2768.961181640625,19.517911911010742,0.1444551646709442
Bahrain,What is the capital of Bahrain?,6,3309.1318359375,8.674773216247559,0.1579030156135559
Bahrain,What is the capital of Bahrain?,7,4993.1064453125,16.770042419433594,0.1655709147453308
Bahrain,What is the capital of Bahrain?,8,5834.65869140625,16.408411026000977,0.17200888693332672
Bahrain,What is the capital of Bahrain?,9,5345.54541015625,12.21608829498291,0.1335643231868744
Bahrain,What is the capital of Bahrain?,10,10581.2080078125,24.4915828704834,0.19366765022277832
Bahrain,What is the capital of Bahrain?,11,10743.53125,3.5384597778320312,0.16980081796646118
Bahrain,What is the capital of Bahrain?,12,12906.7080078125,25.789379119873047,0.12982426583766937
Bahrain,What is the capital of Bahrain?,13,16172.7890625,26.527467727661133,0.10866554081439972
Bahrain,What is the capital of Bahrain?,14,17131.263671875,45.5748291015625,0.11009961366653442
Bahrain,What is the capital of Bahrain?,15,18298.283203125,34.551734924316406,0.1008734479546547
Bahrain,What is the capital of Bahrain?,16,24683.8203125,39.929229736328125,0.090995654463768
Bahrain,What is the capital of Bahrain?,17,150.91307067871094,10.936226844787598,0.11802797764539719
Bangladesh,What is the capital of Bangladesh?,0,154.9374542236328,191.73651123046875,0.2583763301372528
Bangladesh,What is the capital of Bangladesh?,1,1067.5601806640625,105.19157409667969,0.19841007888317108
Bangladesh,What is the capital of Bangladesh?,2,1308.918212890625,16.150938034057617,0.16108015179634094
Bangladesh,What is the capital of Bangladesh?,3,1597.877685546875,13.419572830200195,0.20316734910011292
Bangladesh,What is the capital of Bangladesh?,4,2317.51025390625,10.109513282775879,0.1888626366853714
Bangladesh,What is the capital of Bangladesh?,5,2756.87451171875,20.552003860473633,0.14423656463623047
Bangladesh,What is the capital of Bangladesh?,6,3288.572509765625,8.40674114227295,0.1589282751083374
Bangladesh,What is the capital of Bangladesh?,7,5022.8076171875,17.012815475463867,0.16585740447044373
Bangladesh,What is the capital of Bangladesh?,8,5980.947265625,16.294309616088867,0.16979490220546722
Bangladesh,What is the capital of Bangladesh?,9,5288.7236328125,12.23155689239502,0.13078221678733826
Bangladesh,What is the capital of Bangladesh?,10,10519.0546875,25.113365173339844,0.19531479477882385
Bangladesh,What is the capital of Bangladesh?,11,11004.7099609375,3.461536407470703,0.16871535778045654
Bangladesh,What is the capital of Bangladesh?,12,12859.279296875,27.01111602783203,0.12900933623313904
Bangladesh,What is the capital of Bangladesh?,13,16458.359375,25.78543472290039,0.10689535737037659
Bangladesh,What is the capital of Bangladesh?,14,17641.6953125,45.194095611572266,0.1078907698392868
Bangladesh,What is the capital of Bangladesh?,15,18648.609375,32.50288009643555,0.10213465243577957
Bangladesh,What is the capital of Bangladesh?,16,24914.677734375,39.76102066040039,0.09131461381912231
Bangladesh,What is the capital of Bangladesh?,17,165.7438201904297,10.497533798217773,0.12096957862377167
Barbados,What is the capital of Barbados?,0,154.76573181152344,192.3929443359375,0.2566223442554474
Barbados,What is the capital of Barbados?,1,1067.56494140625,104.77291870117188,0.19791364669799805
Barbados,What is the capital of Barbados?,2,1286.409423828125,16.086162567138672,0.16110548377037048
Barbados,What is the capital of Barbados?,3,1594.8851318359375,13.658684730529785,0.20194005966186523
Barbados,What is the capital of Barbados?,4,2379.860595703125,10.403578758239746,0.18879003822803497
Barbados,What is the capital of Barbados?,5,2690.076171875,19.786699295043945,0.14309075474739075
Barbados,What is the capital of Barbados?,6,3241.18408203125,8.187310218811035,0.15809158980846405
Barbados,What is the capital of Barbados?,7,4933.29052734375,16.9753360748291,0.167312353849411
Barbados,What is the capital of Barbados?,8,5777.27880859375,16.53221893310547,0.17080265283584595
Barbados,What is the capital of Barbados?,9,5234.50634765625,11.898648262023926,0.13406074047088623
Barbados,What is the capital of Barbados?,10,10646.0986328125,24.675201416015625,0.19792655110359192
Barbados,What is the capital of Barbados?,11,10840.09375,3.4513890743255615,0.17044222354888916
Barbados,What is the capital of Barbados?,12,12707.8662109375,26.206209182739258,0.1302303671836853
Barbados,What is the capital of Barbados?,13,16107.9765625,26.000062942504883,0.10942716151475906
Barbados,What is the capital of Barbados?,14,17296.376953125,44.74744415283203,0.11058318614959717
Barbados,What is the capital of Barbados?,15,18155.328125,34.253604888916016,0.10288102179765701
Barbados,What is the capital of Barbados?,16,24647.388671875,39.71295928955078,0.09288719296455383
Barbados,What is the capital of Barbados?,17,161.32774353027344,11.135098457336426,0.12037435173988342
Belarus,What is the capital of Belarus?,0,153.88314819335938,193.18838500976562,0.25633054971694946
Belarus,What is the capital of Belarus?,1,1071.323974609375,107.934326171875,0.1979079693555832
Belarus,What is the capital of Belarus?,2,1301.6251220703125,16.139249801635742,0.16218334436416626
Belarus,What is the capital of Belarus?,3,1588.553955078125,13.612247467041016,0.2013186663389206
Belarus,What is the capital of Belarus?,4,2333.437255859375,9.442842483520508,0.18713608384132385
Belarus,What is the capital of Belarus?,5,2783.824951171875,19.792158126831055,0.1447731852531433
Belarus,What is the capital of Belarus?,6,3260.441162109375,8.373138427734375,0.1578385829925537
Belarus,What is the capital of Belarus?,7,5083.64501953125,16.82399559020996,0.16625991463661194
Belarus,What is the capital of Belarus?,8,5953.92138671875,16.455604553222656,0.17064201831817627
Belarus,What is the capital of Belarus?,9,5349.9560546875,12.10572338104248,0.13382792472839355
Belarus,What is the capital of Belarus?,10,10515.056640625,24.736053466796875,0.19876104593276978
Belarus,What is the capital of Belarus?,11,10908.654296875,3.594820737838745,0.17105039954185486
Belarus,What is the capital of Belarus?,12,13040.8916015625,27.691131591796875,0.12763342261314392
Belarus,What is the capital of Belarus?,13,16322.7470703125,25.942180633544922,0.1067143902182579
Belarus,What is the capital of Belarus?,14,17452.76171875,44.865562438964844,0.10864189267158508
Belarus,What is the capital of Belarus?,15,18362.361328125,34.508907318115234,0.0999656692147255
Belarus,What is the capital of Belarus?,16,25100.88671875,40.030906677246094,0.08984627574682236
Belarus,What is the capital of Belarus?,17,166.7257537841797,11.73921012878418,0.11678516864776611
Belgium,What is the capital of Belgium?,0,155.06320190429688,193.07620239257812,0.2563921809196472
Belgium,What is the capital of Belgium?,1,1067.600830078125,105.41515350341797,0.19818070530891418
Belgium,What is the capital of Belgium?,2,1293.7777099609375,16.281827926635742,0.16215969622135162
Belgium,What is the capital of Belgium?,3,1594.17919921875,13.486126899719238,0.20225262641906738
Belgium,What is the capital of Belgium?,4,2330.554443359375,9.802011489868164,0.18477341532707214
Belgium,What is the capital of Belgium?,5,2772.78857421875,19.931499481201172,0.14316299557685852
Belgium,What is the capital of Belgium?,6,3302.621337890625,8.368152618408203,0.15757739543914795
Belgium,What is the capital of Belgium?,7,4994.1357421875,16.77987289428711,0.1664155125617981
Belgium,What is the capital of Belgium?,8,5805.09716796875,16.270883560180664,0.17066925764083862
Belgium,What is the capital of Belgium?,9,5236.31982421875,12.215042114257812,0.13346514105796814
Belgium,What is the capital of Belgium?,10,10454.1611328125,26.074583053588867,0.20051690936088562
Belgium,What is the capital of Belgium?,11,10933.189453125,3.4795212745666504,0.16934314370155334
Belgium,What is the capital of Belgium?,12,13133.341796875,27.16031837463379,0.12827441096305847
Belgium,What is the capital of Belgium?,13,16518.162109375,25.198070526123047,0.10700811445713043
Belgium,What is the capital of Belgium?,14,17833.234375,44.26067352294922,0.1084536761045456
Belgium,What is the capital of Belgium?,15,18659.912109375,34.06221389770508,0.09904129803180695
Belgium,What is the capital of Belgium?,16,25024.58984375,38.99040985107422,0.08979423344135284
Belgium,What is the capital of Belgium?,17,166.40554809570312,11.133707046508789,0.11801432073116302
Belize,What is the capital of Belize?,0,155.00717163085938,192.24771118164062,0.2585669457912445
Belize,What is the capital of Belize?,1,1067.615234375,104.78267669677734,0.1975850611925125
Belize,What is the capital of Belize?,2,1286.25048828125,15.86207389831543,0.16174475848674774
Belize,What is the capital of Belize?,3,1593.4036865234375,13.629746437072754,0.2026902139186859
